direction,configs,active,share_positive,share_sharpe_gt1,median_sharpe,p90_sharpe,best_sharpe,median_total,share_pmr_ge_08,median_avg_trade_bp
-1,63816.0,42797.0,0.2113232235904386,0.04804075051989625,-1.1487160235915044,0.5697002984303173,3.4917615732223948,-0.09863478768602363,0.0010982078183050213,-11.896093248363567
0,63696.0,50492.0,0.1529945337875307,0.03426285352134992,-1.7848690390856592,0.3340466511680489,3.234687969824609,-0.22631769879626518,0.0006139586469143626,-14.070161965251756
1,63816.0,42643.0,0.12105152076542457,0.02176207114884037,-1.7324090563179113,0.13355025717734312,3.330396686183097,-0.1600088174600387,0.0011490748774710972,-17.110218374239075
