exit,configs,active,share_positive,share_sharpe_gt1,median_sharpe,p90_sharpe,best_sharpe,median_total,share_pmr_ge_08,median_avg_trade_bp
X0,80727.0,56170.0,0.5243724408047,0.23275769983977213,0.07285500826645225,1.7018222469144513,10.530384727335345,0.007120980545550992,0.03473384368880185,0.29462880481569714
X1,80253.0,59233.0,0.5105768743774585,0.2379416879104553,0.0366978459920699,1.7156983022431807,10.561312890999076,0.0026433605307829566,0.0342714365303125,0.10486858955727453
X2,78417.0,57014.0,0.5194338232714771,0.24062510962219805,0.06977382905676272,1.7336814278916888,10.55577465499341,0.005897252588738411,0.03341284596765707,0.2364768958237926
X3,80253.0,59359.0,0.44988965447531126,0.21206556714230362,-0.1837382373464222,1.7302327895337504,10.54202034734708,-0.009563980682287365,0.03916844960326151,-0.3770084235906235
X4,80307.0,59262.0,0.5110357395970436,0.2414700820087071,0.04016900503743074,1.7907498346640225,10.621683470000669,0.002759012957540108,0.03519962201748169,0.09606173897445684
X5,78363.0,57261.0,0.5003230820279073,0.21010810150014844,0.0014429219064455714,1.6165684694006057,10.524592717307009,9.614453301765025e-05,0.02878049632385044,0.003458310228301936
