family,tf,configs,active,share_positive,share_sharpe_gt1,median_sharpe,p90_sharpe,best_sharpe,median_total,share_pmr_ge_08,median_avg_trade_bp
M_TSMOM,1440,3888.0,254.0,0.6181102362204725,0.1732283464566929,0.23844687354013117,1.3297821282175117,2.6214537057110343,0.036593333155906294,0.0,23.737292746011576
R_BB,15,3456.0,3240.0,0.016358024691358025,0.0024691358024691358,-2.9646363181655455,-1.0388758863474006,1.8958458091626427,-0.27852311753122194,0.0,-13.944795130451105
R_BB,30,3456.0,3240.0,0.06327160493827161,0.004012345679012346,-1.753153849863434,-0.2784990170266367,1.7481775608836934,-0.16487979049088608,0.00030864197530864197,-14.884918623912704
R_BB,60,3456.0,3116.0,0.1530808729139923,0.031129653401797176,-1.237410382987469,0.2879669684058618,2.5647069785245518,-0.1119276129447826,0.0035301668806161745,-19.039646003104778
R_BB,1440,3456.0,222.0,0.5495495495495496,0.16666666666666666,0.1350133357484705,1.2873406251757238,2.2173277464387047,0.01883631246892037,0.0,11.737295385388617
R_BB_LIMIT,15,1944.0,1944.0,0.0051440329218107,0.00205761316872428,-4.6851656504878605,-2.0244926812959063,1.8373503101228237,-0.6198936525870522,0.0,-12.21143153252753
R_BB_LIMIT,30,1944.0,1944.0,0.026748971193415638,0.00411522633744856,-2.5177488159686403,-0.8526018563147553,1.4395901773936133,-0.33832131771487184,0.00051440329218107,-12.259565087527198
R_BB_LIMIT,60,1944.0,1944.0,0.06532921810699588,0.00565843621399177,-1.784131583071285,-0.29738091441175735,1.7214312832459642,-0.23567694968551223,0.00102880658436214,-17.1111724267501
R_BB_LIMIT,1440,1944.0,572.0,0.42832167832167833,0.11013986013986014,-0.21058585452884598,1.125133648855974,2.6008833967320952,-0.03086546612030361,0.019230769230769232,-17.959174213933164
R_EXTREME,15,2592.0,2370.0,0.17341772151898735,0.05569620253164557,-1.7288472343617474,0.5515835827543004,2.9574670409769626,-0.10247535967755539,0.008016877637130802,-12.615543625432851
R_EXTREME,30,2592.0,2118.0,0.21765816808309726,0.05524079320113314,-0.9484288524337131,0.6206256695736181,2.4595592411893703,-0.05797437003275263,0.0028328611898017,-11.59525777424926
R_EXTREME,60,2592.0,1709.0,0.2545348156816852,0.05032182562902282,-0.758394040945311,0.6500505143289758,2.0839102221651973,-0.05037590848223772,0.0052662375658279695,-14.494912863670622
R_EXTREME,1440,2592.0,0.0,,,,,,,,
R_GAP_FADE,15,648.0,102.0,0.5098039215686274,0.16666666666666666,0.01467512320293384,1.54143225909746,2.2502146384301103,0.0004597099032253027,0.0,0.4384165656644332
R_GAP_FADE,60,648.0,102.0,0.6666666666666666,0.19607843137254902,0.24222819440909027,1.6641216869488138,2.2375389998618456,0.011443320894613862,0.0,8.563807845718662
R_MA_DEV,15,1944.0,1944.0,0.01748971193415638,0.00102880658436214,-3.0691155013127496,-0.9419436457430753,1.1927061391227192,-0.29782503632304724,0.0,-13.832986142489707
R_MA_DEV,30,1944.0,1944.0,0.08539094650205761,0.006172839506172839,-1.65966583529622,-0.09250881922067358,1.8793253524293265,-0.15685623182798736,0.00051440329218107,-14.301724059245828
R_MA_DEV,60,1944.0,1944.0,0.19135802469135801,0.04835390946502058,-1.087707115753845,0.47913241093502884,3.4917615732223948,-0.10044039131025784,0.0030864197530864196,-17.71180531418094
R_MA_DEV,1440,1944.0,121.0,0.628099173553719,0.2231404958677686,0.26336693523047416,1.6758178003555504,1.9473514374578733,0.046879920264473185,0.0,41.64429249002801
R_RSI,15,3456.0,3026.0,0.05221414408460013,0.01255783212161269,-5.770908834654403,-0.7214442320728662,1.836811067999136,-0.5455473449212604,0.0006609385327164573,-12.294540548994984
R_RSI,30,3456.0,2906.0,0.06297315898141775,0.012732278045423262,-2.9590359641333555,-0.4454814467341427,2.6649375993623026,-0.2695764367626907,0.00034411562284927734,-11.45962270644092
R_RSI,60,3456.0,2756.0,0.08272859216255443,0.009796806966618287,-1.8080699698614247,-0.14211472659573499,2.332450626039732,-0.1673828755356226,0.000725689404934688,-12.379351824409556
R_RSI,1440,3456.0,1327.0,0.46646571213263,0.15674453654860587,-0.10089538374616824,1.265667909010645,2.5095861030833873,-0.011753918399335817,0.0052750565184626974,-7.688948802360986
R_VOLSPIKE_FADE,15,864.0,864.0,0.03009259259259259,0.0,-2.2681153392998517,-0.7687736415666455,0.860891352706097,-0.14271003394333093,0.0,-15.611487828664638
R_VOLSPIKE_FADE,30,864.0,864.0,0.14814814814814814,0.023148148148148147,-1.1520939165676327,0.25161019124121753,1.9884425704869133,-0.06641065672738478,0.0023148148148148147,-13.749065623462426
R_VOLSPIKE_FADE,60,864.0,826.0,0.2784503631961259,0.05569007263922518,-0.6493165320189008,0.7453224702909933,2.9618770862448893,-0.04194461328552279,0.0012106537530266344,-14.176449890010083
R_VWAP,15,1296.0,1296.0,0.05092592592592592,0.004629629629629629,-2.459959857527849,-0.5117896075011787,1.8563565503790316,-0.18416509427174788,0.0007716049382716049,-17.582735143559614
R_VWAP,30,1296.0,1281.0,0.09601873536299765,0.02654176424668228,-1.9039066034983534,-0.045645934120744414,2.371729919152149,-0.110961844882695,0.00234192037470726,-18.07230643088565
T_ADX,15,1296.0,1296.0,0.05787037037037037,0.004629629629629629,-2.6399730245059843,-0.47669769617805463,1.3946779498303221,-0.2515100330529094,0.0007716049382716049,-16.937747949426896
T_ADX,30,1296.0,1290.0,0.10232558139534884,0.009302325581395349,-1.3679748510121246,0.005967833644147895,1.4966356819946054,-0.12011033549788408,0.0,-18.042811005892375
T_ADX,60,1296.0,1179.0,0.183206106870229,0.02205258693808312,-0.9675812244000512,0.422901307030806,2.2009337669419113,-0.09341284638503566,0.0,-19.99717078048222
T_ADX,1440,1296.0,38.0,0.4473684210526316,0.05263157894736842,-0.01589665999632487,0.758698900820305,1.9008245120199203,-0.003180788626195863,0.0,-3.1418513184538934
T_DONCH,15,1080.0,1080.0,0.05555555555555555,0.004629629629629629,-2.641474092215532,-0.25969672644402975,2.406278485895995,-0.3109909217473614,0.0,-16.700224584899303
T_DONCH,30,1080.0,1078.0,0.15306122448979592,0.017625231910946195,-1.2958504073705783,0.2152274666577543,2.4317981198758543,-0.1487666785997135,0.0,-14.993895579922555
T_DONCH,60,1080.0,1062.0,0.3097928436911488,0.0583804143126177,-0.4714161264621184,0.7328397777630277,2.860952337619323,-0.05992928135674447,0.0009416195856873823,-10.793969155654745
