direction,configs,active,share_positive,share_sharpe_gt1,median_sharpe,p90_sharpe,best_sharpe,median_total,share_pmr_ge_08,median_avg_trade_bp
-1,13440.0,13287.0,0.08481974862647701,0.022954767818168135,-3.2761386881663888,-0.16263756711896094,3.439918018514107,-0.2396795204258524,0.0007526153383005946,-10.520352996710987
0,16032.0,15176.0,0.03815234580917238,0.006589351607801793,-5.013772685112516,-0.8318562887621,2.197487933644672,-0.45633666926732985,6.589351607801793e-05,-11.528205654994165
1,13440.0,13265.0,0.02917451941198643,0.004523181304183943,-4.273915852075319,-1.0322343969839038,1.9628307470216724,-0.3187929151708886,7.538635506973238e-05,-13.042601241803197
