eod,configs,active,share_positive,share_sharpe_gt1,median_sharpe,p90_sharpe,best_sharpe,median_total,share_pmr_ge_08,median_avg_trade_bp
False,184896.0,130847.0,0.16344279960564628,0.03510970828524918,-1.524062002232562,0.3694998234974011,3.4917615732223948,-0.1530367529776413,0.0009323866806269918,-14.081381104917977
True,6432.0,5085.0,0.1071779744346116,0.02359882005899705,-2.0614037376391416,0.05999774784379608,2.984570764394371,-0.16457743500723154,0.0009832841691248771,-14.84824328169941
