code,tf,family,group,params,exit,eod,direction,trades,win,pf,avg_trade,hold_bars,total,sharpe,sortino,mdd,pmr,m_min,m_median,m_mean,m_std,score,m202510,m202511,m202512,m202601,m202602,m202603,m202604,m202605,m202606
ROSN,60,R_MA_DEV,meanrev,"{""k"": 3.0, ""n"": 200}",X2,False,-1,20,0.85,5.589737405622821,0.012392444884735598,22.75,0.24784889830334578,3.4917615732223948,7.792168922205777,0.023409336805343628,0.6666666666666666,-0.010320387780666351,0.01725166290998459,0.02753876647814953,0.034557328244781395,-0.04846643128112267,0.06968794322165195,0.01725166290998459,0.09826422069454566,-0.010320387780666351,0.03025864524533972,0.0009890388464555144,0.0,0.0,0.0417177751660347
MGNT,60,V_RANGE_EXP,volatility,"{""fade"": 0, ""k"": 1.5}",X5,False,-1,80,0.6,2.4484863052216093,0.005453550549511184,20.825,0.4362840432149824,3.455145121308918,6.999174623986938,0.055590596923138946,0.6666666666666666,-0.012492544832639396,0.048515991220483556,0.04847600480166471,0.05718528558324412,-0.03715177126242032,0.08298361784545705,-0.012364402995444834,0.007427750446368009,-0.012492544832639396,-0.012391628930345178,0.07611217378871515,0.10078103689011186,0.048515991220483556,0.15771204978227615
GMKN,60,V_SQUEEZE,volatility,"{""lb"": 500, ""n"": 50, ""pct"": 0.2}",X3,False,1,14,0.8571428571428571,11.537988296120938,0.011025115300506264,12.5,0.15435161525965668,3.330396686183097,13.705312540662794,0.014647160656750202,0.5555555555555556,0.0,0.010907219722867012,0.017150179473295186,0.018413211762141734,-0.052509620495302736,0.0,0.0,0.05140908507746644,0.035315209650434554,0.010907219722867012,0.0,0.0,0.02199747273698449,0.03472262807190418
ROSN,60,R_MA_DEV,meanrev,"{""k"": 3.0, ""n"": 200}",X1,False,-1,22,0.6818181818181818,4.632073153972041,0.009634112654248949,16.545454545454547,0.21195047786750365,3.269242717482435,9.1250276421949,0.0167822043877095,0.6666666666666666,-0.008965518092736602,0.028292464092373848,0.023550053096389294,0.02404668214644197,-0.024677472018031554,0.06968794322165195,0.028292464092373848,0.041354108485393226,-0.008965518092736602,0.03025864524533972,0.00960505974944681,0.0,0.0,0.0417177751660347
LKOH,30,T_SUPERTREND,trend,"{""m"": 4.0, ""n"": 20}",X5,False,0,109,0.5137614678899083,2.234477281213893,0.003359641918855437,19.504587155963304,0.36620097208651714,3.234687969824609,8.92231002981241,0.038894962694030255,0.7777777777777778,-0.02459533984074369,0.020903482392895967,0.0406889968985019,0.052108666793137845,-0.035438078502000314,0.14707784913480282,0.020903482392895967,0.03796070464886725,-0.006027523217198905,0.0091956205360475,0.08066764241084456,-0.02459533984074369,0.008719064760953188,0.09229947126004845
ALRS,60,T_HMA,trend,"{""n"": 64}",X5,False,-1,62,0.5806451612903226,2.7986057003947256,0.006180549581276695,21.0,0.3831940753134404,3.193227338055354,6.821952318232416,0.08774205460213125,0.6666666666666666,-0.07646070758346468,0.04465515783522278,0.042577119479271154,0.06765511497437268,-0.08052899253167076,0.08965808240463957,-0.07646070758346468,0.04393103707116097,-0.007363014034126536,-0.020611667481716722,0.04465515783522278,0.16610868416319136,0.0455023320246255,0.09777417091390816
MGNT,60,T_MTF,trend,"{""k"": 4, ""n"": 40}",X1,False,-1,10,0.3,9.063121621684017,0.03897241504731251,151.3,0.38972415335592814,3.1197853432210567,6.359998728364513,0.06642594875302166,0.5555555555555556,-0.011624536127783358,0.0009170007251668721,0.043302683706214234,0.061683342113592304,-0.08516495365988302,0.0,0.0009170007251668721,-0.011624536127783358,0.0,-0.01099380967207253,0.04512375744525343,0.1450155763886869,0.0699409618973732,0.15134520269930363
AFLT,1440,V_RANGE_EXP,volatility,"{""fade"": 1, ""k"": 1.5}",X4,False,0,13,0.6923076923076923,11.605413504361664,0.05307506268398416,12.76923076923077,0.6899758087674854,3.080476511678849,6.267048708714002,0.10253607807680964,0.6666666666666666,-0.03088151983683929,0.021804300500662066,0.07666397875194282,0.12786675023147498,-0.0661093674408713,0.2302181617997121,-0.03088151983683929,-0.025757279945537448,0.021804300500662066,0.02373379352502525,0.10276571358554065,-0.004262338567059487,0.006613933655899018,0.36574104405008256
ROSN,60,R_MA_DEV,meanrev,"{""k"": 3.0, ""n"": 200}",X3,False,-1,24,0.7083333333333334,3.9545804672071747,0.007324104040642858,13.125,0.175778497257852,3.032813217021726,7.680611193654361,0.016051333863288164,0.6666666666666666,-0.0003675150219351053,0.014588294550776482,0.019530944139761332,0.01910163589363794,-0.022037816420901996,0.05853575521905441,0.014588294550776482,0.027627736912108958,-0.0003675150219351053,0.027512751461472362,0.00960505974944681,0.0,0.0,0.03827641438692808
PLZL,60,V_SQUEEZE,volatility,"{""lb"": 500, ""n"": 20, ""pct"": 0.1}",X4,False,0,27,0.5555555555555556,4.196102670616689,0.012803522562645789,19.074074074074073,0.3456951084372122,3.032780634124961,9.808479680224666,0.04039711400400847,0.6666666666666666,-0.01627274788916111,0.04113257396966219,0.038410567604134686,0.03723030750332255,-0.02628191198371054,0.0,-0.003118563792668283,0.04452703971765004,0.07227626617532223,0.07240571640431881,0.04113257396966219,0.10098493663826957,0.03375988721381873,-0.01627274788916111
