exit,configs,active,share_positive,share_sharpe_gt1,median_sharpe,p90_sharpe,best_sharpe,median_total,share_pmr_ge_08,median_avg_trade_bp
S,2592.0,1814.0,0.07938257993384785,0.013230429988974642,-2.1742777934367212,-0.12840101093094347,2.197487933644672,-0.07784556095066364,0.0,-8.567653002750959
T,40320.0,39914.0,0.048829984466603193,0.01104875482286917,-4.344864753380586,-0.6718642507791208,3.439918018514107,-0.3545399890576846,0.00030064638973793654,-11.689274649277497
