eod,configs,active,share_positive,share_sharpe_gt1,median_sharpe,p90_sharpe,best_sharpe,median_total,share_pmr_ge_08,median_avg_trade_bp
False,144.0,0.0,,,,,,,,
True,42768.0,41728.0,0.05015816717791411,0.011143596625766871,-4.196848035050088,-0.6253764099957745,3.439918018514107,-0.33055446152411605,0.00028757668711656444,-11.621787374619004
