exit,configs,active,share_positive,share_sharpe_gt1,median_sharpe,p90_sharpe,best_sharpe,median_total,share_pmr_ge_08,median_avg_trade_bp
X0,32280.0,19307.0,0.20862899466514737,0.0455793235614026,-1.0781494464116885,0.541394442323333,3.0230699043699225,-0.1356199910878786,0.0015020458900916766,-12.805761262175013
X1,32040.0,23396.0,0.1656693451872115,0.034193879295606085,-1.4426044112790573,0.37096722089949263,3.269242717482435,-0.15313511644126265,0.00042742349119507606,-14.648764863560162
X2,31464.0,21501.0,0.19227012697083856,0.03781219478163806,-1.1833905638860964,0.4400709702239711,3.4917615732223948,-0.14191916878917255,0.000558113576112739,-14.134900798822832
X3,32040.0,24301.0,0.1029175754084194,0.02213900662524176,-2.320399038260753,0.026504998195777275,3.330396686183097,-0.17944891456863843,0.0007818608287724785,-14.848620655982359
X4,32040.0,24072.0,0.14518943170488535,0.03211199734130941,-1.826864650080282,0.3049243279151149,3.080476511678849,-0.1651650012245227,0.0007477567298105683,-14.53770153203369
X5,31464.0,23355.0,0.16685934489402698,0.03896381931064012,-1.444315595993676,0.4197205364804169,3.455145121308918,-0.14353980803116428,0.0016698779704560052,-13.166734178293295
