eod,configs,active,share_positive,share_sharpe_gt1,median_sharpe,p90_sharpe,best_sharpe,median_total,share_pmr_ge_08,median_avg_trade_bp
False,313497.0,266905.0,0.10955208782150952,0.032161255877559435,-3.9447841502052845,0.1004654142815717,3.4888192257634536,-0.3327265413818168,0.00094040950900133,-10.138316910198341
True,767109.0,666275.0,0.0517519042437432,0.011390191737645867,-5.13073998361177,-0.6114824050831738,3.3290440009293674,-0.4779806917649694,0.0003166860530561705,-12.035360293197673
