sharpe_from,count
-10.0,301032
-9.5,12307
-9.0,13359
-8.5,14108
-8.0,15296
-7.5,16743
-7.0,17892
-6.5,19637
-6.0,21682
-5.5,24172
-5.0,26416
-4.5,29996
-4.0,34327
-3.5,38686
-3.0,44570
-2.5,48422
-2.0,50954
-1.5,52096
-1.0,48159
-0.5,39605
0.0,28824
0.5,18724
1.0,10586
1.5,4010
2.0,1268
2.5,278
3.0,31
3.5,0
4.0,0
4.5,0
5.0,0
5.5,0
6.0,0
6.5,0
7.0,0
7.5,0
8.0,0
8.5,0
9.0,0
9.5,0
