direction,configs,active,share_positive,share_sharpe_gt1,median_sharpe,p90_sharpe,best_sharpe,median_total,share_pmr_ge_08,median_avg_trade_bp
-1,159618.0,114004.0,0.6563892495000175,0.34307568155503315,0.5060642540963227,2.09329471340175,9.105643669576475,0.036286777882196475,0.05056840110873303,1.8438911272331222
0,159246.0,120731.0,0.5062411476754106,0.23359369176102243,0.0225720405180953,1.753168087889102,10.621683470000669,0.0021011787193856435,0.03957558539231846,0.05243379066384481
1,159456.0,113564.0,0.34342749462857947,0.11008770384981156,-0.504883769652823,1.0617032561310227,6.77323313262396,-0.034355177021097916,0.012345461589940473,-1.8095201734949276
