candidate,risk_per_trade,leverage_vs_vt10,ann_vol,hist_m_mean,hist_m_median,hist_m_min,hist_mdd,hist_total,mc_monthly_median,mc_mdd_median,mc_mdd_p95,p_dd10,p_dd20,p_dd30,p_dd50,p_dd70,p_ruin,p_loss_year
C6_WF_PANEL_SHARPE_K10_SMOOTH,0.03,2.2436487369263767,0.2243648736926377,0.022884036962106453,-0.0012087299133571872,-0.03727181208270325,0.12358465573308486,0.21362740404789893,0.023560836885693437,0.14428255333071965,0.2552343292066446,0.87836,0.1729,0.01548,0.0,0.0,0.0,0.10414
C6_WF_PANEL_SHARPE_K10_SMOOTH,0.05,3.739414561543961,0.3739414561543961,0.03711941699738346,-0.0022066773926373573,-0.06251655334897865,0.20051719541015278,0.3521694194983269,0.036932594722854484,0.23296527337402734,0.395498080172926,0.9994,0.68714,0.2188,0.00568,0.0,0.0,0.11812
C6_WF_PANEL_SHARPE_K10_SMOOTH,0.075,5.6091218423159415,0.5609121842315942,0.05345105920953636,-0.0036698742285932173,-0.09443603559922065,0.29051223631375234,0.512132797375124,0.050879847583719995,0.3356121299641435,0.5417530945929525,1.0,0.96746,0.64774,0.08836,0.00176,0.0,0.13852
C6_WF_PANEL_SHARPE_K10_SMOOTH,0.1,7.478829123087922,0.7478829123087922,0.06783935542241887,-0.00537228367699083,-0.12667484737029688,0.3736849463204258,0.6480297148226899,0.061756390952806495,0.42923115816317325,0.6589205846460765,1.0,0.99902,0.90626,0.29144,0.0257,0.0,0.16052
C7_WF_PANEL_SORTINO_K1,0.001,0.07302206236506341,0.007302206236506341,0.0011705873315835391,0.0005161651543694745,-0.0008057692508676162,0.003945687046540303,0.009392488369143859,0.001139335716260348,0.0042750131851793105,0.007695387370009515,0.0,0.0,0.0,0.0,0.0,0.0,0.02968
C7_WF_PANEL_SORTINO_K1,0.0025,0.18255515591265853,0.018255515591265852,0.0029239178368196256,0.0012883427175340856,-0.0020146833817932253,0.009851647663218888,0.02356490650935772,0.0028413081033151766,0.010666471634392882,0.01915635957258552,0.0,0.0,0.0,0.0,0.0,0.0,0.02998
C7_WF_PANEL_SORTINO_K1,0.005,0.36511031182531706,0.036511031182531704,0.005839059715572997,0.0025697653952068134,-0.004030224032533614,0.019661085625303776,0.04740584289348537,0.005658052024167803,0.021268498483871856,0.03806086018390281,0.0,0.0,0.0,0.0,0.0,0.0,0.03078
C7_WF_PANEL_SORTINO_K1,0.0075,0.5476654677379755,0.05476654677379755,0.008744909298116194,0.003844231579169022,-0.006046602759927522,0.029427741415427477,0.07151712467341209,0.008449637851362768,0.03180867405230614,0.05669883495579413,0.00038,0.0,0.0,0.0,0.0,0.0,0.03138
C7_WF_PANEL_SORTINO_K1,0.01,0.7302206236506341,0.07302206236506341,0.011640947292473933,0.005111704921963778,-0.008063800402315802,0.03915105558970289,0.09589275004001996,0.011216051424816076,0.04227680373877102,0.07508236228393297,0.0073,0.0,0.0,0.0,0.0,0.0,0.03198
C7_WF_PANEL_SORTINO_K1,0.015,1.095330935475951,0.1095330935475951,0.017401497526439713,0.0076255282349105835,-0.012100575939536506,0.058465485880217716,0.14541143063713502,0.01667978427455652,0.06303249030290753,0.11111841382160656,0.0907,0.0003,0.0,0.0,0.0,0.0,0.03362
C7_WF_PANEL_SORTINO_K1,0.02,1.4604412473012682,0.14604412473012682,0.02311650305272646,0.010110946737601378,-0.01614039796959299,0.07760015786796959,0.19590748533359714,0.022039419996397802,0.08352076366870265,0.14610475140864226,0.29448,0.00504,2e-05,0.0,0.0,0.0,0.03516
C7_WF_PANEL_SORTINO_K1,0.03,2.190661870951902,0.2190661870951902,0.034392871390177784,0.01499542395098108,-0.024228573316194102,0.11531436087699531,0.2995885235739173,0.0324454696903278,0.12367291182444923,0.21308060851946917,0.7604,0.0741,0.00328,0.0,0.0,0.0,0.03808
C7_WF_PANEL_SORTINO_K1,0.05,3.651103118253171,0.3651103118253171,0.05621052961598681,0.0244110274424596,-0.04043482038758095,0.18842212083225474,0.5157202009797162,0.051980575050119215,0.20087827975780315,0.33603474260535127,0.99518,0.50568,0.10272,0.00092,0.0,0.0,0.04488
C7_WF_PANEL_SORTINO_K1,0.075,5.476654677379756,0.5476654677379756,0.0817466466360259,0.03549518451998013,-0.06073635463668148,0.2752072135481354,0.7952764651404733,0.07390461845903085,0.29185026436228195,0.47010592007243895,0.99996,0.91706,0.46202,0.03064,0.0002,0.0,0.05542
C7_WF_PANEL_SORTINO_K1,0.1,7.302206236506342,0.7302206236506342,0.10485305073609415,0.045786592104281154,-0.08106928762192356,0.3566129192419647,1.0732886827615542,0.09293948226162785,0.3763501838811276,0.5841862066814354,1.0,0.99416,0.80362,0.15438,0.0063,0.0,0.0668
C8_WF_PANEL_FLOOR_K5,0.001,0.07631670896667593,0.007631670896667594,0.00034663935446530323,0.00033880735137570284,-0.0026803592187996106,0.00741418858500531,0.003108722535271502,0.0003666470378747011,0.007222327475055079,0.014517644208992216,0.0,0.0,0.0,0.0,0.0,0.0,0.2975
C8_WF_PANEL_FLOOR_K5,0.0025,0.19079177241668982,0.019079177241668983,0.0008643166508386368,0.0008410400333933588,-0.006698541684728165,0.018443622976252794,0.007709626643431999,0.0009070275115532489,0.01798348012061446,0.03596019666445311,0.0,0.0,0.0,0.0,0.0,0.0,0.29946
C8_WF_PANEL_FLOOR_K5,0.005,0.38158354483337964,0.038158354483337965,0.0017208956283078442,0.0016621264835547933,-0.013388941193334114,0.03658344906824962,0.015209370878312312,0.0017835791421798586,0.03572228598501104,0.07080014172547625,0.00372,0.0,0.0,0.0,0.0,0.0,0.30276
C8_WF_PANEL_FLOOR_K5,0.0075,0.5723753172500695,0.05723753172500695,0.0025694882976851196,0.0024632116362219847,-0.020070664368145308,0.05442387657895176,0.022494410670063525,0.0026303056331342667,0.053240575531128265,0.10453668335324431,0.06438,0.0,0.0,0.0,0.0,0.0,0.30584
C8_WF_PANEL_FLOOR_K5,0.01,0.7631670896667593,0.07631670896667593,0.0034098440082850593,0.003244248699346919,-0.02674318496087691,0.07196924946444272,0.029560057319450106,0.0034453331673061083,0.0704980192827323,0.1372078851219839,0.2022,0.00254,0.0,0.0,0.0,0.0,0.30876
C8_WF_PANEL_FLOOR_K5,0.015,1.144750634500139,0.1144750634500139,0.005064832293037286,0.004745996021068066,-0.04005855272891412,0.10619193867034449,0.0430151115134787,0.004976673121811714,0.1043494657242694,0.1994684519886703,0.54296,0.04928,0.00132,0.0,0.0,0.0,0.3152
C8_WF_PANEL_FLOOR_K5,0.02,1.5263341793335186,0.15263341793335186,0.006683817649840076,0.00616701268993558,-0.05333099126209895,0.13928520172975323,0.055539868011759363,0.006386554347137752,0.13732307068041555,0.25788589647905025,0.78788,0.17422,0.01678,0.0,0.0,0.0,0.32166
C8_WF_PANEL_FLOOR_K5,0.03,2.289501269000278,0.2289501269000278,0.009805472284643742,0.008765506022387903,-0.07973148685588494,0.2022140286834363,0.07767207138078258,0.008831637188940977,0.2004680410389849,0.3636829445919669,0.9694,0.5026,0.14682,0.0021,0.0,0.0,0.33434
C8_WF_PANEL_FLOOR_K5,0.05,3.8158354483337966,0.3815835448333797,0.015524086823380813,0.012979746553896554,-0.13185259805235716,0.3159100031156187,0.10953167494394278,0.012277415965581184,0.316370431638598,0.5370318343420009,0.99986,0.89936,0.56166,0.08566,0.00162,0.0,0.36168
C8_WF_PANEL_FLOOR_K5,0.075,5.723753172500695,0.5723753172500695,0.021509416371632076,0.016383418169311215,-0.19545680231296403,0.43759929616376114,0.12464991906476319,0.013753523118382738,0.4435512210532152,0.6949677362552419,1.0,0.993,0.87908,0.35446,0.0461,0.0,0.39556
C8_WF_PANEL_FLOOR_K5,0.1,7.631670896667593,0.7631670896667594,0.025945875731351566,0.01769279116884137,-0.2570093504125358,0.5396120924681354,0.11171343100820152,0.012241246466694777,0.5528913908949589,0.8038007118636573,1.0,0.99986,0.9765,0.63396,0.1848,0.00216,0.42916
C9_META_RP,0.001,0.08432393763225594,0.008432393763225595,1.0065546891180333e-05,-0.00028797557230197945,-0.003950122805991163,0.006227841962507363,7.088940099087004e-05,1.9766524438802335e-05,0.009074433855140118,0.01866824786077786,0.0,0.0,0.0,0.0,0.0,0.0,0.48938
C9_META_RP,0.0025,0.21080984408063988,0.02108098440806399,2.6521107970933767e-05,-0.0007301740089748487,-0.009859967545287951,0.015515669820403533,7.919297157354954e-05,3.934332179422739e-05,0.0225784821861838,0.04611020128288371,0.0,0.0,0.0,0.0,0.0,0.0,0.49152
C9_META_RP,0.005,0.42161968816127976,0.04216196881612798,5.752635096125669e-05,-0.00149446971319539,-0.01966871707526685,0.030852217680338967,-0.00016859165429394807,4.52467814684443e-05,0.04479634248482334,0.09035578393589459,0.02704,0.0,0.0,0.0,0.0,0.0,0.495
