candidate,target_vol_ann,leverage_vs_vt10,approx_risk_per_trade,hist_total,hist_mdd,hist_m_median,hist_m_min,hist_m_max,hist_pmr,hist_ruin,mc_final_median,mc_final_p05,mc_final_p95,mc_p_loss,mc_mdd_median,mc_mdd_p95,mc_monthly_median,mc_min_month_median,mc_pmr_median,mc_p_all_months_positive,mc_p_ruin,mc_p_dd_gt_10,mc_p_dd_gt_20,mc_p_dd_gt_30,mc_p_dd_gt_50,mc_p_dd_gt_70
C2_TREND_ALL_ENS,0.05,0.5,0.00794838712594117,0.03782822714594114,0.04011795916063776,0.0007605948450288835,-0.014888779819044018,0.03637058782516833,0.6363636363636364,False,1.0393898191688515,0.9494061952062259,1.1493036268843861,0.24438,0.04615784106425108,0.0880118028293999,0.0032246738297205813,-0.020606047272323458,0.5833333333333334,0.00086,0.0,0.02174,0.0,0.0,0.0,0.0
C2_TREND_ALL_ENS,0.1,1.0,0.01589677425188234,0.07318100197800903,0.07908455480345122,0.0011383209249862247,-0.029856263001694416,0.07277758843134996,0.5454545454545454,False,1.0761946549422299,0.8981171603954253,1.314717565312724,0.25526,0.09117204820738894,0.17020700396436822,0.006138040326174821,-0.041099010435495964,0.5833333333333334,0.00082,0.0,0.4057,0.01534,8e-05,0.0,0.0
C2_TREND_ALL_ENS,0.15,1.4999999999999998,0.023845161377823505,0.10571680833728703,0.11692025275997575,0.0011277572166106253,-0.04489385153819725,0.10915391803208707,0.5454545454545454,False,1.1098374009681464,0.8464203848983376,1.4966766638463636,0.26678,0.13498827301913502,0.24670656810100905,0.008722279237852737,-0.06151611082164804,0.5833333333333334,0.00078,0.0,0.79876,0.14762,0.01028,0.0,0.0
C2_TREND_ALL_ENS,0.2,2.0,0.03179354850376468,0.13511147785390554,0.15364538721926713,0.0007236768596541321,-0.05999302556447694,0.14543061207757013,0.5454545454545454,False,1.1402918471462236,0.7947765069701399,1.6966151838749397,0.27818,0.17772713548133717,0.3179919595467107,0.01100041749683256,-0.08182417913655604,0.5833333333333334,0.00074,0.0,0.95558,0.37392,0.07256,0.00018,0.0
C2_TREND_ALL_ENS,0.3,2.9999999999999996,0.04769032275564701,0.18329714246323747,0.22700725207948425,-0.0008379913058322863,-0.09034246652251077,0.21740070649308518,0.45454545454545453,False,1.1896129460441345,0.6926619421537816,2.151169105486478,0.30138,0.25943784600280717,0.4451020638874865,0.01457418256203713,-0.1221682671304381,0.5,0.00068,0.0,0.99924,0.77664,0.33782,0.01718,2e-05
C2_TREND_ALL_ENS,0.4,4.0,0.06358709700752936,0.21567519322177864,0.29956694401999395,-0.0015846137735318067,-0.1208381473713972,0.2881042657311841,0.45454545454545453,False,1.2217006861308142,0.5947947401993325,2.676502624208233,0.32648,0.33656378673726134,0.553360373238526,0.01682699659582254,-0.16205672729695142,0.5,0.0006,0.0,1.0,0.94818,0.63428,0.10396,0.00206
C2_TREND_ALL_ENS,0.6,5.999999999999999,0.09538064551129402,0.22770279168059604,0.4363100764644483,-0.003777444805934227,-0.18201014135886373,0.42328408498376446,0.45454545454545453,False,1.2290913428129273,0.41922920092475785,3.9271009903822724,0.37726,0.47673757454435967,0.7199587574368634,0.017338187181918485,-0.24025453597385227,0.5,0.00042,6e-05,1.0,0.99906,0.93888,0.43502,0.06814
C2_TREND_ALL_ENS,0.8,8.0,0.12717419401505872,0.16767827081277042,0.558906706182956,-0.0068999551229315115,-0.24300980008356976,0.5460156086468411,0.45454545454545453,False,1.1581580352441052,0.27600973663875983,5.361170615230368,0.43332,0.5975974928089177,0.833390840746444,0.012311068459745389,-0.31617045669874305,0.5,0.0003,0.00406,1.0,1.0,0.9954,0.74374,0.25642
C2_TREND_ALL_ENS,1.0,10.0,0.1589677425188234,0.04386643200956186,0.6650367859084441,-0.010946747485319985,-0.3033674514423699,0.6513423932578675,0.45454545454545453,False,1.0206453783152565,0.16942228451253974,6.83396945428914,0.49246,0.699836139116679,0.9060339732679392,0.0017043800615572646,-0.3892275096086654,0.5,0.00024,0.0291,1.0,1.0,0.99964,0.91094,0.49956
C2_TREND_ALL_ENS,1.5,15.0,0.2384516137782351,-0.41110331788673593,0.8549581647199813,-0.02505490223606921,-0.44867193942432626,0.8088546589752301,0.45454545454545453,False,0.5444608649106102,0.03525559011904152,9.270081620710227,0.6413,0.8792986511453112,0.9833715534796883,-0.049401286082332074,-0.5593309173296225,0.4166666666666667,0.0001,0.25264,1.0,1.0,1.0,0.99796,0.90176
C3_XSMOM_EQ_ENS,0.05,0.5,0.007802159313123768,-0.05437605841577475,0.08999078604081079,-0.004453465423127412,-0.02642641978408733,0.016910102171471042,0.36363636363636365,False,0.9416737099789031,0.8458405747383656,1.0400404111533013,0.83686,0.09180116613786521,0.17106770573469599,-0.004995517729785459,-0.03597313941961355,0.4166666666666667,6e-05,0.0,0.42712,0.01406,2e-05,0.0,0.0
C3_XSMOM_EQ_ENS,0.1,1.0,0.015604318626247535,-0.108981360812059,0.17411914277471618,-0.009053776551476989,-0.05264454666601637,0.03390651818167223,0.36363636363636365,False,0.8833187574970727,0.7120985602955651,1.0783589998024474,0.8437,0.17743152837280984,0.3159567725073867,-0.010285831089369202,-0.07129125119732682,0.4166666666666667,6e-05,0.0,0.87634,0.39006,0.07308,4e-05,0.0
C3_XSMOM_EQ_ENS,0.15,1.4999999999999998,0.0234064779393713,-0.1634759286340809,0.2525403083781531,-0.013798531155646554,-0.07864685173084662,0.0509844239506303,0.36363636363636365,False,0.825391201365483,0.5963158285832063,1.114396074843005,0.85036,0.25708818654378407,0.4382403293123787,-0.015864300193140113,-0.1060185580456885,0.4166666666666667,2e-05,0.0,0.97558,0.70866,0.34804,0.01248,0.0
C3_XSMOM_EQ_ENS,0.2,2.0,0.03120863725249507,-0.21753594492116768,0.32542935465859046,-0.018685290915947173,-0.10442601336265689,0.06813885793570718,0.36363636363636365,False,0.7681360120067755,0.49670439597308447,1.147905770231047,0.85662,0.33094267477280576,0.5408619702727855,-0.021742520259521725,-0.14009579230550284,0.4166666666666667,2e-05,0.0,0.99494,0.8642,0.59408,0.09824,0.00062
C3_XSMOM_EQ_ENS,0.3,2.9999999999999996,0.0468129558787426,-0.32315505511901943,0.45539329082809366,-0.028874900116926838,-0.15528666795604396,0.10265677694680897,0.36363636363636365,False,0.6573094236918695,0.33940493775312386,1.2055421488250806,0.86886,0.46267868548265995,0.6979209009713043,-0.03436242909735521,-0.20657356978626262,0.4166666666666667,2e-05,0.0,0.9998,0.97274,0.84984,0.40954,0.04814
C3_XSMOM_EQ_ENS,0.4,4.0,0.06241727450499014,-0.42367304921784943,0.5657007870173345,-0.03970020068091051,-0.20517215389111088,0.13741783433896781,0.36363636363636365,False,0.5529426250551039,0.22633567521768344,1.2490673296300907,0.88066,0.5742897745394671,0.805269638321438,-0.04817595337834435,-0.2706223619533088,0.4166666666666667,2e-05,0.00172,1.0,0.99422,0.94692,0.65758,0.21892
C3_XSMOM_EQ_ENS,0.6,5.999999999999999,0.0936259117574852,-0.6028026886573854,0.7347482007387705,-0.08229710159293613,-0.3018173589860531,0.2074886458243832,0.36363636363636365,False,0.37040793911236725,0.09324366662597089,1.2924777878512343,0.9014,0.7440412000426359,0.9250928114898554,-0.07943026970209455,-0.39142632370475866,0.4166666666666667,2e-05,0.0764,1.0,0.99964,0.9929,0.89336,0.59826
C3_XSMOM_EQ_ENS,0.8,8.0,0.12483454900998028,-0.7461415394462644,0.8476848818628567,-0.13780349601751896,-0.39399591619954855,0.27796813587652536,0.36363636363636365,False,0.2294176572714734,0.03394495075669475,1.2620188503556653,0.91992,0.8564318811146703,0.9743014549039436,-0.11545709489534939,-0.5032335741604431,0.4166666666666667,2e-05,0.2867,1.0,1.0,0.999,0.96824,0.81448
C3_XSMOM_EQ_ENS,1.0,10.0,0.15604318626247535,-0.8516458136823652,0.91891840910146,-0.17592135610598048,-0.48139823315684505,0.34843889267248795,0.36363636363636365,True,0.1293180869371134,0.01066480449760614,1.1572399971534637,0.93624,0.9258494519525265,0.9924554106338705,-0.15672037744222733,-0.6070206782298422,0.4166666666666667,2e-05,0.50584,1.0,1.0,0.9999,0.9894,0.91828
C3_XSMOM_EQ_ENS,1.5,15.0,0.23406477939371303,-0.9792583354890265,0.9904630877120713,-0.2667242346485146,-0.71005176628109,0.5215420459522322,0.36363636363636365,True,0.016301287877689224,0.0001694593639561985,0.6955445182210366,0.96494,0.9922363576026765,0.9998966324224056,-0.29039201621877253,-0.8395680710976199,0.3333333333333333,2e-05,0.83708,1.0,1.0,1.0,0.99936,0.98758
C4_CARRY_FX,0.05,0.5,0.006320650304970898,0.0027023030837205475,0.06197214139642271,0.0017699698999398272,-0.031732809423493324,0.02342705181510918,0.5454545454545454,False,1.0029795951789304,0.919781004654591,1.09345613501226,0.4772,0.05430517199059032,0.10603116034459295,0.0002479611525489922,-0.023683830373105008,0.5,0.00052,0.0,0.06896,2e-05,0.0,0.0,0.0
C4_CARRY_FX,0.1,1.0,0.012641300609941796,0.003106042871131365,0.12076132223086455,0.0034248590399834633,-0.06274595757707291,0.047295128166856326,0.5454545454545454,False,1.0034208910379503,0.8438513872128109,1.1926340430046654,0.48656,0.1065885671547232,0.20238992106295972,0.00028462825730279917,-0.04702154253021773,0.5,0.00052,0.0,0.55932,0.05364,0.00096,0.0,0.0
C4_CARRY_FX,0.15,1.4999999999999998,0.018961950914912692,0.0012091373492881807,0.17648432024214578,0.004964429351866029,-0.09304642597702162,0.0716104882047992,0.5454545454545454,False,1.0013181974741212,0.7722188119883623,1.2976429302996086,0.4967,0.1567678951641464,0.28970251039128325,0.00010978347698120672,-0.07002211008535791,0.5,0.0005,0.0,0.86634,0.27766,0.03904,2e-05,0.0
C4_CARRY_FX,0.2,2.0,0.025282601219883592,-0.0029751595353261218,0.22925685694240183,0.006388471065453594,-0.12264142181733306,0.09637944735511739,0.5454545454545454,False,0.996765731492324,0.7047378064089722,1.407637041792428,0.50586,0.20488656866428046,0.3685336535788848,-0.0002699227358715639,-0.09268883912242165,0.5,0.00042,0.0,0.97172,0.52456,0.15886,0.00178,0.0
C4_CARRY_FX,0.3,2.9999999999999996,0.037923901829825385,-0.018077286045070196,0.3264066990048151,0.008889271003499566,-0.1797448895777668,0.14730370633703838,0.5454545454545454,False,0.9802986902603668,0.582491533647105,1.6453367498493061,0.5258,0.2955341864740809,0.5040009427800523,-0.0016567899869268654,-0.13694883282785297,0.5,0.00032,0.0,0.99882,0.84644,0.48404,0.05302,0.00028
C4_CARRY_FX,0.4,4.0,0.050565202439767185,-0.04179726383297033,0.41310667880289753,0.01092614585392826,-0.23411813215121868,0.20011955553368743,0.5454545454545454,False,0.954470190047521,0.4764020177055862,1.904180787400735,0.54472,0.37867320807516036,0.6134830014657381,-0.003875708916554532,-0.179862425602263,0.5,0.00028,0.0,0.99998,0.96552,0.73582,0.20062,0.00938
C4_CARRY_FX,0.6,5.999999999999999,0.07584780365965077,-0.11240768152611602,0.5585827505000853,0.013605921468448301,-0.33493542086916805,0.3116371386895842,0.5454545454545454,False,0.8773347313292583,0.30896461565884664,2.475986524115505,0.58192,0.5232753589371727,0.7709227913018287,-0.01084630680782861,-0.2616244492261987,0.5,0.0002,0.00048,1.0,0.9985,0.95574,0.55696,0.1339
C4_CARRY_FX,0.8,8.0,0.10113040487953437,-0.2077179379501013,0.6721582914574327,0.014427880972388119,-0.42564055332173567,0.4313634499682151,0.5454545454545454,False,0.7751329186802844,0.19184835160536312,3.0952629087322405,0.61866,0.6418504068086939,0.8687541789808826,-0.021003028282213898,-0.3378267952042035,0.5,0.00016,0.01384,1.0,0.99994,0.99478,0.80252,0.36606
C4_CARRY_FX,1.0,10.0,0.12641300609941797,-0.3187498256368022,0.7596355192186032,0.013399219785982686,-0.5068127902415914,0.5597441641463949,0.5454545454545454,False,0.6573885631567147,0.11406143077331479,3.7151585472860384,0.65438,0.7371081656910119,0.9276972792430689,-0.034352741140526444,-0.4089018935715966,0.5,0.00016,0.06156,1.0,1.0,0.99924,0.92566,0.58668
C4_CARRY_FX,1.5,15.0,0.18961950914912695,-0.6048008733468926,0.8956977169702263,0.0028412041504395358,-0.6720184306481072,0.9216130974291801,0.5454545454545454,False,0.3619127152679267,0.025520324008240072,4.946092439040076,0.73772,0.8910812209272467,0.986178844262785,-0.08120846182329311,-0.5635445038113491,0.4166666666666667,8e-05,0.31304,1.0,1.0,1.0,0.99614,0.9012
C5_TREND_FUT_LONGONLY,0.05,0.5,0.007624853491490093,0.030364370871931445,0.04951460242866401,0.0002935094264149285,-0.012711318276685257,0.03017063115387364,0.5454545454545454,False,1.032678943079404,0.9524370309806456,1.1242276291593578,0.26072,0.04400557498463731,0.08348206607323579,0.002683288702556741,-0.019030735805344035,0.5833333333333334,0.00072,0.0,0.0146,0.0,0.0,0.0,0.0
C5_TREND_FUT_LONGONLY,0.1,1.0,0.015249706982980187,0.05810097049373941,0.09682707317100192,0.0003707012580389524,-0.025313996886234702,0.06041906011949716,0.5454545454545454,False,1.0624416948118118,0.903901888083173,1.2588823344012807,0.27272,0.08703175984910022,0.16191556613646757,0.005060238716965371,-0.037993474995349885,0.5833333333333334,0.00068,0.0,0.35708,0.00998,2e-05,0.0,0.0
C5_TREND_FUT_LONGONLY,0.15,1.4999999999999998,0.022874560474470278,0.08294722056428006,0.1420235795985484,0.00023152722536190495,-0.037808247064236244,0.09069703678232832,0.5454545454545454,False,1.0892202411753833,0.8548625407995931,1.4041717469832342,0.28484,0.12911826087926986,0.23540771769596366,0.007147259369155279,-0.05690029051747353,0.5833333333333334,0.00068,0.0,0.76896,0.11814,0.00634,0.0,0.0
C5_TREND_FUT_LONGONLY,0.2,2.0,0.030499413965960374,0.10466102807434585,0.1851874380398557,-0.00012396473981624023,-0.05019428973960571,0.1209537009259074,0.45454545454545453,False,1.1123767319917077,0.8056773322848846,1.5609233023087694,0.29758,0.1701589274736106,0.3039345161224132,0.008914409299188852,-0.07577057100362622,0.5833333333333334,0.0006,0.0,0.95186,0.32846,0.05416,8e-05,0.0
C5_TREND_FUT_LONGONLY,0.3,2.9999999999999996,0.045749120948940555,0.13784689260894933,0.2657366561122463,-0.0014832281323416963,-0.07464268399704266,0.18118630636096866,0.45454545454545453,False,1.1478836567308237,0.7076767615256744,1.905541674158702,0.3242,0.2492274869310176,0.42724785248005787,0.011559631110772406,-0.11325729994469541,0.5,0.0004,0.0,0.9987,0.74736,0.29518,0.01116,0.0
C5_TREND_FUT_LONGONLY,0.4,4.0,0.06099882793192075,0.15626228303723533,0.3390869739229153,-0.003704772202061446,-0.0986611360909384,0.24065595986910893,0.45454545454545453,False,1.1669774789312335,0.6124922670060803,2.289948890174318,0.35114,0.324398831810218,0.5342229968236901,0.012951238026295053,-0.15031115259493733,0.5,0.00032,0.0,1.0,0.94022,0.59516,0.08132,0.00096
C5_TREND_FUT_LONGONLY,0.6,5.999999999999999,0.09149824189788111,0.14589000510548789,0.46673269536814466,-0.010717675032721807,-0.14827642139751152,0.35523768162022207,0.45454545454545453,False,1.153283784393225,0.43799097572030604,3.161280250867159,0.40552,0.46192323699317034,0.701801555120465,0.0119553454383583,-0.22342291869910774,0.5,0.00026,4e-05,1.0,0.99852,0.93066,0.39538,0.05144
C5_TREND_FUT_LONGONLY,0.8,8.0,0.1219976558638415,0.07375784332795665,0.574945843688744,-0.02111309622550206,-0.2077675546905341,0.4600936762527086,0.45454545454545453,False,1.0737698737497885,0.29445609788239296,4.119662834979584,0.46482,0.5827715705757677,0.8182409076659631,0.00594893361297455,-0.29494084862272,0.5,0.00018,0.0022,1.0,1.0,0.99304,0.7173,0.225
C5_TREND_FUT_LONGONLY,1.0,10.0,0.15249706982980188,-0.050550994479704126,0.6735370954898823,-0.034816730517917116,-0.2707884634646248,0.5498473489739335,0.45454545454545453,False,0.9386218614746624,0.18473096166796318,5.024221399384922,0.5239,0.6868956731818594,0.8956540833639708,-0.005264641635263523,-0.36482299351018177,0.5,0.00016,0.02206,1.0,1.0,0.99952,0.90042,0.465
C5_TREND_FUT_LONGONLY,1.5,15.0,0.2287456047447028,-0.47008440462411216,0.848742050056678,-0.08284278976638793,-0.4373023551274222,0.6656724890820775,0.45454545454545453,False,0.49832758468548943,0.04040706128088889,6.312652142955053,0.67546,0.8719166428803621,0.9806478962003675,-0.05638918315685937,-0.5309858798523985,0.4166666666666667,0.00012,0.23224,1.0,1.0,1.0,0.99662,0.89334
C6_WF_PANEL_SHARPE_K10_SMOOTH,0.05,0.5,0.006685538495009173,0.047544682055854715,0.02838537873564806,-0.00023939642873649358,-0.008237515120193883,0.025145261583825906,0.4444444444444444,False,1.0693496014186037,0.9860305666200092,1.1707494885011072,0.08898,0.03335043360764084,0.061782526147037324,0.005603190689251525,-0.015471187602936365,0.5833333333333334,0.00254,0.0,0.00104,0.0,0.0,0.0,0.0
C6_WF_PANEL_SHARPE_K10_SMOOTH,0.1,1.0,0.013371076990018346,0.09526490800848797,0.05628832973655573,-0.0004959857095504505,-0.016515828665240817,0.049963743547306816,0.4444444444444444,False,1.14035615442077,0.9699650284087594,1.3655562401730552,0.09314,0.06600126531024053,0.12078110730587001,0.011005168692848954,-0.030888588699605868,0.5833333333333334,0.00246,0.0,0.12674,0.00062,0.0,0.0,0.0
C6_WF_PANEL_SHARPE_K10_SMOOTH,0.15,1.4999999999999998,0.020056615485027515,0.14299476758832586,0.08370648979037776,-0.0007697627699621012,-0.024833152563524696,0.07441039306991737,0.4444444444444444,False,1.2128020073614563,0.9520051122363816,1.5872002486691448,0.09718,0.09796155428759917,0.17685869847115435,0.01620772559849204,-0.046236630627144115,0.5833333333333334,0.00242,0.0,0.47692,0.02182,0.00026,0.0,0.0
C6_WF_PANEL_SHARPE_K10_SMOOTH,0.2,2.0,0.026742153980036692,0.19056123760290822,0.11063790813911056,-0.001060721833756828,-0.03318770399760962,0.09843990794348745,0.4444444444444444,False,1.2863895080350258,0.9321079198990818,1.8383382509412802,0.10164,0.12927083936046385,0.23018040257481548,0.021208389764310054,-0.06150631043565341,0.5833333333333334,0.00232,0.0,0.78744,0.10616,0.00616,0.0,0.0
C6_WF_PANEL_SHARPE_K10_SMOOTH,0.3,2.9999999999999996,0.04011323097005503,0.28448163938237236,0.16303472980038602,-0.0016941593476905714,-0.050001386946182946,0.14506568773447648,0.4444444444444444,False,1.4348532138517207,0.8873867614120156,2.4432219991291557,0.11118,0.18985688256939626,0.32879310878095863,0.030545780790493637,-0.0919052291378854,0.5833333333333334,0.0021,0.0,0.98466,0.43818,0.08544,0.0006,0.0
C6_WF_PANEL_SHARPE_K10_SMOOTH,0.4,4.0,0.053484307960073384,0.37553470918870624,0.21347112226794007,-0.002396237965875403,-0.06694273561817377,0.18947758905673662,0.4444444444444444,False,1.5839458505115427,0.8368401003410498,3.202353224744353,0.12086,0.24788681675181456,0.4178253418025395,0.03907052989729487,-0.1220285180309405,0.5833333333333334,0.0019,0.0,0.99976,0.75794,0.27638,0.00984,0.0
C6_WF_PANEL_SHARPE_K10_SMOOTH,0.6,5.999999999999999,0.08022646194011006,0.5428617286744788,0.3084619149599782,-0.004006021080165345,-0.10115242489905174,0.2702231118182463,0.4444444444444444,False,1.8666596543241565,0.7239529728467522,5.2817141937557865,0.14338,0.35601167434061826,0.5685242565608627,0.053388958288175026,-0.1813093916115704,0.5833333333333334,0.00152,0.0,1.0,0.98104,0.7215,0.1218,0.00396
C6_WF_PANEL_SHARPE_K10_SMOOTH,0.8,8.0,0.10696861592014677,0.6803205149534768,0.39566472382326945,-0.005889363788158963,-0.13570605849821804,0.3378885174231263,0.4444444444444444,False,2.1101491477734755,0.6008471304548963,8.267173665473306,0.1677,0.4538099502231001,0.6867437574509757,0.0642069628152715,-0.2392543528908111,0.5833333333333334,0.00116,0.0,1.0,0.99974,0.94068,0.36102,0.0414
C6_WF_PANEL_SHARPE_K10_SMOOTH,1.0,10.0,0.13371076990018346,0.7768510880028274,0.475216463936474,-0.008045378857935992,-0.17049526291434525,0.4141374115252767,0.4444444444444444,False,2.2845472166517,0.47925197752383675,12.345806194451962,0.19544,0.5418758320755519,0.7786948573550143,0.07127263565474107,-0.2959978546983002,0.5833333333333334,0.00088,0.00078,1.0,0.99994,0.99112,0.62634,0.13996
C6_WF_PANEL_SHARPE_K10_SMOOTH,1.5,15.0,0.20056615485027518,0.7920076453287481,0.6421462160411797,-0.014620917753711882,-0.2578129728882772,0.625687303409497,0.4444444444444444,False,2.2998703910947675,0.2257645768422673,26.94398679553886,0.28122,0.7212618239250672,0.9175781030842712,0.07186958286313905,-0.4304938333214963,0.5,0.0006,0.03062,1.0,1.0,0.99994,0.95724,0.56142
C7_WF_PANEL_SORTINO_K1,0.05,0.5,0.0068472456652938826,0.06519587862359666,0.026881809094906117,0.00351213933285055,-0.0055200430059135774,0.030792490686168517,0.875,False,1.096711836679595,1.010376009431265,1.2037456845302257,0.03122,0.02906240263536436,0.051863172409997486,0.007722706094151821,-0.013250474740941875,0.6666666666666666,0.00572,0.0,0.00014,0.0,0.0,0.0,0.0
C7_WF_PANEL_SORTINO_K1,0.1,1.0,0.013694491330587765,0.1323854398841453,0.053439627337665496,0.0069718929740532065,-0.011046266788958925,0.0613506111523332,0.875,False,1.1993537704929476,1.0182993166384662,1.443643610399952,0.03326,0.05764184590832422,0.10179634560517245,0.015263895156598872,-0.026520378049006033,0.6666666666666666,0.00548,0.0,0.05516,6e-05,0.0,0.0,0.0
C7_WF_PANEL_SORTINO_K1,0.15,1.4999999999999998,0.020541736995881646,0.20143482282426106,0.07966238517106261,0.010378517730882164,-0.016578278675012714,0.09160613274699081,0.875,False,1.3078272600088168,1.0236082119776946,1.724868930178399,0.0354,0.08572558858371282,0.14983705659111907,0.022615879067604094,-0.03980257389395453,0.6666666666666666,0.00524,0.0,0.32054,0.00628,4e-05,0.0,0.0
C7_WF_PANEL_SORTINO_K1,0.2,2.0,0.02738898266117553,0.2721921704392083,0.10553972740268125,0.013731276682989124,-0.02211568774479844,0.12148977918990722,0.875,False,1.4217838828963014,1.0264322414136287,2.0536537020059424,0.03724,0.11331336820929322,0.1959860772637942,0.029760270669298095,-0.05307185774342249,0.6666666666666666,0.00502,0.0,0.65572,0.04418,0.00126,0.0,0.0
C7_WF_PANEL_SORTINO_K1,0.3,2.9999999999999996,0.04108347399176329,0.41813373400070963,0.15622022643375955,0.020272282199173874,-0.03320514267806496,0.17986029576020646,0.875,False,1.6664011408838135,1.0246511425116533,2.8820607753951624,0.0415,0.16699717809750225,0.28303038098857275,0.043473993276437195,-0.07971309189970321,0.6666666666666666,0.00448,0.0,0.97826,0.28636,0.03408,8e-05,0.0
C7_WF_PANEL_SORTINO_K1,0.4,4.0,0.05477796532235106,0.5686406565806283,0.20541199930424114,0.026589148116763495,-0.04431154024765949,0.23589469615844827,0.75,False,1.9315866201830376,1.0125725351518715,3.9870855835557,0.04674,0.21872590014888704,0.363549365864341,0.0563946238970634,-0.1063618120481934,0.6666666666666666,0.00414,0.0,0.9981,0.61946,0.15702,0.00252,0.0
C7_WF_PANEL_SORTINO_K1,0.6,5.999999999999999,0.08216694798352658,0.8757509719428214,0.29910466862600216,0.03852799581085331,-0.06656294670091467,0.33867589187561475,0.75,False,2.508471347743625,0.9585637554815953,7.33029652446,0.05856,0.3167879669369333,0.5046354870372531,0.07965275026297403,-0.1597094312075919,0.6666666666666666,0.00324,0.0,1.0,0.97372,0.57588,0.0542,0.00082
