strategy,year,month,start_equity,end_equity,monthly_return,max_drawdown,active_days,win_rate_days,profit_factor_days
C2_TREND_ALL_ENS,2026,8,1.0796498452073555,1.0796006031960845,-4.560924219043638e-05,0.01076022298808002,21,0.5238095238095238,1.0027869852800795
C2_TREND_ALL_ENS,2026,9,1.0796006031960845,1.0731810019780097,-0.005946274204617907,0.008514824775349409,18,0.3333333333333333,0.5714415778267498
C3_XSMOM_EQ_ENS,2025,10,1.0,1.0,0.0,0.0,0,0.0,inf
C3_XSMOM_EQ_ENS,2025,11,1.0,0.9613856009664026,-0.038614399033597424,0.053213257746869365,17,0.4117647058823529,0.3811350083599201
C3_XSMOM_EQ_ENS,2025,12,0.9613856009664026,0.9107738918322904,-0.05264454666601659,0.0661412804543465,23,0.34782608695652173,0.44636337947818333
C3_XSMOM_EQ_ENS,2026,1,0.9107738918322904,0.9072530375796407,-0.0038657830271863203,0.05136585616437804,21,0.42857142857142855,0.9861610438025101
C3_XSMOM_EQ_ENS,2026,2,0.9072530375796407,0.8919356722926182,-0.01688323395189284,0.02323786370302244,20,0.35,0.6517049128543985
C3_XSMOM_EQ_ENS,2026,3,0.8919356722926182,0.8730743247833601,-0.021146533427435554,0.05978037547947862,22,0.7272727272727273,0.7591147239057757
C3_XSMOM_EQ_ENS,2026,4,0.8730743247833601,0.902677235250578,0.033906518181671785,0.012606258709236673,22,0.5909090909090909,1.9020093418457582
C3_XSMOM_EQ_ENS,2026,5,0.902677235250578,0.9084618072703402,0.006408239616407796,0.013079967969373624,21,0.5238095238095238,1.2807381367286361
C3_XSMOM_EQ_ENS,2026,6,0.9084618072703402,0.9002367970617637,-0.009053776551476878,0.015799619368736754,22,0.36363636363636365,0.8280633455664803
C3_XSMOM_EQ_ENS,2026,7,0.9002367970617637,0.8625265113278698,-0.04188929607962544,0.043073359904833616,23,0.34782608695652173,0.2992745221074665
C3_XSMOM_EQ_ENS,2026,8,0.8625265113278698,0.8780369646156875,0.01798258150226495,0.007503105266023157,21,0.6190476190476191,2.0025629055141243
C3_XSMOM_EQ_ENS,2026,9,0.8780369646156875,0.8910186391879406,0.01478488388918242,0.013488207993223828,18,0.5555555555555556,1.4882067160408416
C4_CARRY_FX,2025,10,1.0,1.0,0.0,0.0,0,0.0,inf
C4_CARRY_FX,2025,11,1.0,1.0472951281668563,0.047295128166856326,0.004024939923990865,17,0.7647058823529411,7.260787558635837
C4_CARRY_FX,2025,12,1.0472951281668563,1.0435137265993464,-0.0036106360717333974,0.04950235091585142,22,0.45454545454545453,0.9538824729347173
C4_CARRY_FX,2026,1,1.0435137265993464,1.0705766313879288,0.025934402297491888,0.013569102136720225,19,0.6842105263157895,1.662987673326553
C4_CARRY_FX,2026,2,1.0705766313879288,1.063896455717753,-0.006239792159030588,0.01920597285472584,19,0.5263157894736842,0.8545916830253658
C4_CARRY_FX,2026,3,1.063896455717753,1.0181790074990476,-0.04297170835846276,0.053216929009305726,22,0.3181818181818182,0.4675170651203704
C4_CARRY_FX,2026,4,1.0181790074990476,1.0622132786651766,0.04324806428124095,0.01248998238892566,22,0.6818181818181818,2.3799913851927834
C4_CARRY_FX,2026,5,1.0622132786651766,1.1118340331042438,0.04671449268778005,0.019232939911438804,20,0.55,2.3925365137327113
C4_CARRY_FX,2026,6,1.1118340331042438,1.0420709420303393,-0.06274595757707258,0.06274595757707262,21,0.3333333333333333,0.3272887608923176
C4_CARRY_FX,2026,7,1.0420709420303393,1.0456398881164564,0.0034248590399836853,0.021686569890301658,23,0.4782608695652174,1.0995286484372997
C4_CARRY_FX,2026,8,1.0456398881164564,0.9940442848011068,-0.049343568375428304,0.05604727802224727,21,0.23809523809523808,0.39594768013185877
C4_CARRY_FX,2026,9,0.9940442848011068,1.0031060428711331,0.009116050671564846,0.014817053613744309,18,0.5,1.244285574627201
C5_TREND_FUT_LONGONLY,2025,10,1.0,1.0,0.0,0.0,0,0.0,inf
C5_TREND_FUT_LONGONLY,2025,11,1.0,0.9980745247112547,-0.0019254752887453153,0.03192427801978859,17,0.47058823529411764,0.98666881858665
C5_TREND_FUT_LONGONLY,2025,12,0.9980745247112547,0.9771456793067819,-0.020969221121566628,0.030170826583201284,22,0.5,0.7854920335232077
C5_TREND_FUT_LONGONLY,2026,1,0.9771456793067819,1.036183902850325,0.06041906011949694,0.033786217831295394,19,0.631578947368421,2.124648462509512
C5_TREND_FUT_LONGONLY,2026,2,1.036183902850325,1.027314447382239,-0.00855973099339602,0.018708923391772003,20,0.55,0.7840114901500883
C5_TREND_FUT_LONGONLY,2026,3,1.027314447382239,1.0520959847732367,0.024122640788460492,0.02828159404316265,22,0.5454545454545454,1.4782392724672802
C5_TREND_FUT_LONGONLY,2026,4,1.0520959847732367,1.025463230290667,-0.025313996886234702,0.0253139968862347,22,0.36363636363636365,0.3738054531608748
C5_TREND_FUT_LONGONLY,2026,5,1.025463230290667,1.0009307079646832,-0.0239233563928275,0.023923356392827527,21,0.3333333333333333,0.4453046501159794
C5_TREND_FUT_LONGONLY,2026,6,1.0009307079646832,1.0045540814192526,0.003620004287746559,0.02554906357045008,22,0.4090909090909091,1.1100238865904417
C5_TREND_FUT_LONGONLY,2026,7,1.0045540814192526,1.0049264708810026,0.00037070125803873033,0.025370139349721675,23,0.6086956521739131,1.015904147075705
C5_TREND_FUT_LONGONLY,2026,8,1.0049264708810026,1.0446311438201736,0.03951002793703173,0.01640502062185378,21,0.5714285714285714,2.1221611703830376
C5_TREND_FUT_LONGONLY,2026,9,1.0446311438201736,1.058100970493737,0.012894337636062403,0.02951333928824348,18,0.4444444444444444,1.2115080468934862
C6_WF_PANEL_SHARPE_K10_SMOOTH,2025,10,1.0,1.0,0.0,0.0,0,0.0,inf
C6_WF_PANEL_SHARPE_K10_SMOOTH,2025,11,1.0,1.0,0.0,0.0,0,0.0,inf
C6_WF_PANEL_SHARPE_K10_SMOOTH,2025,12,1.0,1.0,0.0,0.0,0,0.0,inf
C6_WF_PANEL_SHARPE_K10_SMOOTH,2026,1,1.0,1.0165978731557685,0.01659787315576855,0.0,1,1.0,inf
C6_WF_PANEL_SHARPE_K10_SMOOTH,2026,2,1.0165978731557685,1.0064123090865036,-0.010019265570216596,0.01882566877101391,20,0.45,0.7464977312133255
C6_WF_PANEL_SHARPE_K10_SMOOTH,2026,3,1.0064123090865036,0.9897905758230414,-0.016515828665240928,0.02955318014641117,22,0.4090909090909091,0.6324819879581015
C6_WF_PANEL_SHARPE_K10_SMOOTH,2026,4,0.9897905758230414,1.0122070068115656,0.022647650458668123,0.03177814510680688,22,0.5454545454545454,1.3684876564985184
C6_WF_PANEL_SHARPE_K10_SMOOTH,2026,5,1.0122070068115656,1.0522851810225122,0.03959483973262756,0.026672951370778422,21,0.6190476190476191,1.9865234975019517
C6_WF_PANEL_SHARPE_K10_SMOOTH,2026,6,1.0522851810225122,1.1048612879457524,0.049963743547306816,0.030959895207688246,22,0.5909090909090909,1.5877669835329062
C6_WF_PANEL_SHARPE_K10_SMOOTH,2026,7,1.1048612879457524,1.1016703399480363,-0.0028880982911881903,0.01381964926157953,23,0.5652173913043478,0.8866184066957161
C6_WF_PANEL_SHARPE_K10_SMOOTH,2026,8,1.1016703399480363,1.0958084133219015,-0.005320944400129091,0.006747863419035702,21,0.38095238095238093,0.5687891959252921
C6_WF_PANEL_SHARPE_K10_SMOOTH,2026,9,1.0958084133219015,1.0952649080084884,-0.0004959857095506726,0.007280328981014119,18,0.5555555555555556,0.9702505992801769
C7_WF_PANEL_SORTINO_K1,2025,10,1.0,1.0,0.0,0.0,0,0.0,inf
C7_WF_PANEL_SORTINO_K1,2025,11,1.0,1.0,0.0,0.0,0,0.0,inf
C7_WF_PANEL_SORTINO_K1,2025,12,1.0,1.0,0.0,0.0,0,0.0,inf
C7_WF_PANEL_SORTINO_K1,2026,1,1.0,1.0,0.0,0.0,0,0.0,inf
C7_WF_PANEL_SORTINO_K1,2026,2,1.0,1.0011179512601942,0.0011179512601942054,0.005753579238381929,20,0.45,1.0954315616744406
C7_WF_PANEL_SORTINO_K1,2026,3,1.0011179512601942,1.0267082601926443,0.02556173216176716,0.034757940531236806,22,0.45454545454545453,1.6236982687544954
C7_WF_PANEL_SORTINO_K1,2026,4,1.0267082601926443,1.0896974394306118,0.0613506111523332,0.03631285554115681,22,0.5454545454545454,1.5998576342705815
C7_WF_PANEL_SORTINO_K1,2026,5,1.0896974394306118,1.1009125951621819,0.010291990534023965,0.020035430770560476,21,0.6190476190476191,1.301722132355969
C7_WF_PANEL_SORTINO_K1,2026,6,1.1009125951621819,1.1406345195050258,0.036080906438346494,0.015943488058565776,22,0.5909090909090909,1.7156899177160687
C7_WF_PANEL_SORTINO_K1,2026,7,1.1406345195050258,1.1447998834124984,0.0036517954140824482,0.013925147969724284,23,0.5217391304347826,1.1870962672190748
C7_WF_PANEL_SORTINO_K1,2026,8,1.1447998834124984,1.1450337885953417,0.00020431971232048873,0.006514750368335059,21,0.5238095238095238,1.0119204246710278
C7_WF_PANEL_SORTINO_K1,2026,9,1.1450337885953417,1.1323854398841453,-0.011046266788958814,0.015308328170776993,18,0.5,0.5847822994772671
C8_WF_PANEL_FLOOR_K5,2025,10,1.0,1.0,0.0,0.0,0,0.0,inf
C8_WF_PANEL_FLOOR_K5,2025,11,1.0,1.0,0.0,0.0,0,0.0,inf
C8_WF_PANEL_FLOOR_K5,2025,12,1.0,1.0,0.0,0.0,0,0.0,inf
C8_WF_PANEL_FLOOR_K5,2026,1,1.0,1.0097256568184323,0.009725656818432293,0.0,1,1.0,inf
C8_WF_PANEL_FLOOR_K5,2026,2,1.0097256568184323,0.9954797579675996,-0.014108682645264659,0.017021323729484415,20,0.45,0.6039179851176578
C8_WF_PANEL_FLOOR_K5,2026,3,0.9954797579675996,0.9606257095243903,-0.03501231257014037,0.06976607696270516,22,0.18181818181818182,0.5412318500512533
C8_WF_PANEL_FLOOR_K5,2026,4,0.9606257095243903,0.9904663681406448,0.031063772622771824,0.03158814428015657,22,0.5454545454545454,1.5166443206436018
C8_WF_PANEL_FLOOR_K5,2026,5,0.9904663681406448,0.9946122672747764,0.004185805058595227,0.029190426645450494,21,0.5238095238095238,1.1025924460402774
C8_WF_PANEL_FLOOR_K5,2026,6,0.9946122672747764,1.0469659301080065,0.052637258312405955,0.028009589500710596,22,0.5909090909090909,1.7023542747756975
C8_WF_PANEL_FLOOR_K5,2026,7,1.0469659301080065,1.0523092394812696,0.005103613421987729,0.017745930753657848,23,0.5217391304347826,1.220874346208204
C8_WF_PANEL_FLOOR_K5,2026,8,1.0523092394812696,1.0465564632081803,-0.005466811520086212,0.009430437681233745,21,0.3333333333333333,0.6848246690281156
C8_WF_PANEL_FLOOR_K5,2026,9,1.0465564632081803,1.038018736244548,-0.00815792292511397,0.014019269048730954,18,0.5,0.6421457773882797
C9_META_RP,2025,10,1.0,1.0,0.0,0.0,0,0.0,inf
C9_META_RP,2025,11,1.0,1.0,0.0,0.0,0,0.0,inf
C9_META_RP,2025,12,1.0,0.9536841930749976,-0.04631580692500237,0.04696821957821973,19,0.42105263157894735,0.3549928007954191
C9_META_RP,2026,1,0.9536841930749976,0.9828700442938184,0.030603266186803202,0.021683151500449922,21,0.6190476190476191,1.6751346332437178
C9_META_RP,2026,2,0.9828700442938184,0.9689932722102221,-0.01411862347841375,0.014657362016202557,20,0.4,0.6329611134054953
C9_META_RP,2026,3,0.9689932722102221,0.9385062398315731,-0.03146258416130143,0.03786847618702273,22,0.4090909090909091,0.42365330154109243
C9_META_RP,2026,4,0.9385062398315731,0.9766220683445832,0.04061329258700552,0.009670601456679313,22,0.6818181818181818,2.3639544849279814
C9_META_RP,2026,5,0.9766220683445832,1.0173981270609476,0.041752137329316596,0.016179940701151748,21,0.6666666666666666,2.3706543315594213
C9_META_RP,2026,6,1.0173981270609476,1.0191179069357337,0.0016903705924387058,0.03003643572065456,22,0.5909090909090909,1.0354794564563692
C9_META_RP,2026,7,1.0191179069357337,0.9961573819677194,-0.02252980230428059,0.03301657204897077,23,0.4782608695652174,0.5516827981108688
C9_META_RP,2026,8,0.9961573819677194,0.986969121962665,-0.00922370317319221,0.019798514550582347,21,0.47619047619047616,0.6796299589561864
C9_META_RP,2026,9,0.986969121962665,0.9974719057921189,0.010641451283266434,0.018827431596218778,18,0.6666666666666666,1.302498127466942
