rank,strategy_id,family,instruments,profitable_month_ratio,min_monthly_return,median_monthly_return,monthly_return_std,max_drawdown,longest_losing_month_streak,walk_forward_result,holdout_result,evidence
66,LIB_267,P_BRK_L,FUT,0.5833333333333334,-0.05464371015841607,0.02486066467827186,0.041258859919166266,0.13952765367139364,2.0,(in-sample конфигурация) 2026-01..06: +7.0%,2026-07..09: +8.9%,"library {""n"": 10, ""vn"": 20}"
67,LIB_367,P_TSMOM_L,ALL,0.5833333333333334,-0.07062318979296833,0.02179524128587218,0.03390353825477952,0.17655948754691053,2.0,(in-sample конфигурация) 2026-01..06: -3.4%,2026-07..09: +0.4%,"library {""n"": 20, ""vn"": 20}"
68,LIB_133,P_XS_MOM,FUT,0.5833333333333334,-0.0796533528555301,0.008604016322351526,0.058669580564861996,0.18766783791215857,2.0,(in-sample конфигурация) 2026-01..06: +27.1%,2026-07..09: -0.7%,"library {""hold"": 5, ""k"": 1, ""n"": 10}"
69,LIB_116,P_XS_MOM,FUT,0.5833333333333334,-0.08424843032844365,0.007286915410077199,0.05758316744541051,0.23044597264379263,2.0,(in-sample конфигурация) 2026-01..06: +12.5%,2026-07..09: -2.4%,"library {""hold"": 1, ""k"": 3, ""n"": 3}"
70,LIB_381,P_EMA_L,ALL,0.5833333333333334,-0.11055807609227486,0.0037147440925764386,0.0499005805250621,0.347285769872542,4.0,(in-sample конфигурация) 2026-01..06: -20.1%,2026-07..09: +3.8%,"library {""f"": 20, ""s"": 100, ""vn"": 20}"
71,LIB_006,P_EMA,FUT,0.5833333333333334,-0.11151772795710713,0.012458896238968009,0.09223156691909974,0.46631599459851714,3.0,(in-sample конфигурация) 2026-01..06: +25.3%,2026-07..09: +7.8%,"library {""f"": 3, ""s"": 10, ""vn"": 20}"
72,LIB_099,P_XS_REV,FUT,0.5833333333333334,-0.13381376408506185,0.011598129520280054,0.056017158391488256,0.19052486931468593,1.0,(in-sample конфигурация) 2026-01..06: -4.2%,2026-07..09: -3.1%,"library {""hold"": 5, ""k"": 1, ""n"": 1}"
73,LIB_240,P_CARRY,FX,0.5833333333333334,-0.14813053590478376,0.013618383251014166,0.08256810656668644,0.2995355103048496,2.0,(in-sample конфигурация) 2026-01..06: +0.4%,2026-07..09: -9.0%,library {}
74,LIB_150,P_XS_REV,FUT,0.5833333333333334,-0.16661683737765998,0.004598666142555885,0.05691426631971955,0.30705505938385613,3.0,(in-sample конфигурация) 2026-01..06: -19.9%,2026-07..09: +10.3%,"library {""hold"": 1, ""k"": 2, ""n"": 20}"
75,LIB_119,P_XS_REV,FUT,0.5833333333333334,-0.1708177204563981,0.007039945761789568,0.07340544711964778,0.49643362012102443,4.0,(in-sample конфигурация) 2026-01..06: -43.2%,2026-07..09: +8.1%,"library {""hold"": 5, ""k"": 3, ""n"": 3}"
76,LIB_015,P_BUYHOLD,FUT,0.5833333333333334,-0.18916940037161112,0.0010877518798224628,0.08469424021349808,0.6103353709331714,4.0,(in-sample конфигурация) 2026-01..06: -24.5%,2026-07..09: +10.0%,"library {""vn"": 20}"
77,LIB_070,P_EMA,ALL,0.5833333333333334,-0.19896674808114767,0.008557059321901761,0.10396788514122045,0.7043218642065767,3.0,(in-sample конфигурация) 2026-01..06: +17.2%,2026-07..09: +7.8%,"library {""f"": 3, ""s"": 10, ""vn"": 20}"
78,LIB_075,P_BRK,ALL,0.5833333333333334,-0.21910848474362865,0.004828953073229059,0.08587616023580524,0.5787354049971327,3.0,(in-sample конфигурация) 2026-01..06: +5.5%,2026-07..09: +6.3%,"library {""n"": 5, ""vn"": 20}"
79,LIB_079,P_BUYHOLD,ALL,0.5833333333333334,-0.32297765283146873,0.011264374028542079,0.13174669711048353,1.154288629826624,4.0,(in-sample конфигурация) 2026-01..06: -59.7%,2026-07..09: +4.5%,"library {""vn"": 20}"
80,C8_WF_PANEL_FLOOR_K5,candidate,ALL/EQ,0.5555555555555556,-0.03512956900928806,0.004460363671028375,0.024194927081220827,0.09747276299480001,2.0,"OOS 2026-01..06: Sharpe 0.84, +4.9%, прибыльных мес. 67%","2026-07..09: -0.8%, прибыльных мес. 33%","frozen candidate, vol-target 10%"
81,LIB_422,P_BRK_S,ALL,0.5555555555555556,-0.0813759059747099,0.005999869666993618,0.0782230265630823,0.3628342356532812,3.0,(in-sample конфигурация) 2026-01..06: +33.8%,2026-07..09: -1.4%,"library {""n"": 55, ""vn"": 60}"
82,LIB_302,P_BRK_S,FUT,0.5555555555555556,-0.11031495087081566,0.0051993177039548755,0.06363151210548301,0.18870514433365315,3.0,(in-sample конфигурация) 2026-01..06: +8.7%,2026-07..09: -2.7%,"library {""n"": 55, ""vn"": 60}"
83,C5_TREND_FUT_LONGONLY,candidate,FUT,0.5454545454545454,-0.025531412146465773,0.000803256293271065,0.025771504244857694,0.10129023636878702,2.0,"OOS 2026-01..06: Sharpe 0.56, +3.1%, прибыльных мес. 50%","2026-07..09: +5.4%, прибыльных мес. 100%","frozen candidate, vol-target 10%"
84,C1_TREND_FUT_ENS,candidate,FUT,0.5454545454545454,-0.03230143258455752,0.007788584822601186,0.033186523525568015,0.08097642202691559,2.0,"OOS 2026-01..06: Sharpe 1.92, +13.3%, прибыльных мес. 67%","2026-07..09: +0.7%, прибыльных мес. 67%","frozen candidate, vol-target 10%"
85,LIB_298,P_BRK_S,FUT,0.5454545454545454,-0.04037733213044703,0.0087122382792586,0.0699674666886505,0.1597889802287682,2.0,(in-sample конфигурация) 2026-01..06: +29.8%,2026-07..09: +1.0%,"library {""n"": 10, ""vn"": 60}"
86,LIB_347,P_EMA_L,EQ,0.5454545454545454,-0.04900405908119865,0.013275619596242905,0.03072648499062007,0.19917549290767056,3.0,(in-sample конфигурация) 2026-01..06: -5.1%,2026-07..09: -0.7%,"library {""f"": 5, ""s"": 20, ""vn"": 60}"
87,LIB_051,P_TSMOM,EQ,0.5454545454545454,-0.050610453203262296,0.01704009241075255,0.05730481709500591,0.31479231687262654,4.0,(in-sample конфигурация) 2026-01..06: +22.1%,2026-07..09: +5.8%,"library {""n"": 40, ""vn"": 60}"
88,LIB_340,P_TSMOM_S,EQ,0.5454545454545454,-0.05111993984610308,0.0007259317208081484,0.0665072187662725,0.317685395013541,3.0,(in-sample конфигурация) 2026-01..06: +27.2%,2026-07..09: +3.5%,"library {""n"": 40, ""vn"": 60}"
89,LIB_417,P_BRK_L,ALL,0.5454545454545454,-0.05280141840921715,0.01045864334446378,0.044976672959571105,0.18588905217347929,3.0,(in-sample конфигурация) 2026-01..06: +1.9%,2026-07..09: +4.2%,"library {""n"": 10, ""vn"": 60}"
90,LIB_357,P_BRK_L,EQ,0.5454545454545454,-0.05410634441432194,0.006124355248175561,0.035219662258271896,0.19403487580348155,3.0,(in-sample конфигурация) 2026-01..06: -8.0%,2026-07..09: +0.4%,"library {""n"": 10, ""vn"": 60}"
91,LIB_087,P_EMA,ALL,0.5454545454545454,-0.055381875950843096,0.009759761102031916,0.08901941675746065,0.33300033456180245,2.0,(in-sample конфигурация) 2026-01..06: +39.5%,2026-07..09: +3.1%,"library {""f"": 5, ""s"": 20, ""vn"": 60}"
92,LIB_088,P_EMA,ALL,0.5454545454545454,-0.05582232240703888,0.012248584069311619,0.07905934867996611,0.39134685919998446,2.0,(in-sample конфигурация) 2026-01..06: +34.2%,2026-07..09: -4.8%,"library {""f"": 10, ""s"": 50, ""vn"": 60}"
93,LIB_276,P_TSMOM_S,FUT,0.5454545454545454,-0.05668806572793983,0.004431149194715545,0.06796867800840958,0.18435785645306169,4.0,(in-sample конфигурация) 2026-01..06: +24.0%,2026-07..09: +1.0%,"library {""n"": 10, ""vn"": 60}"
94,LIB_407,P_EMA_L,ALL,0.5454545454545454,-0.05705488348030485,0.00010729033238021657,0.04077363019093644,0.187830433174895,3.0,(in-sample конфигурация) 2026-01..06: +3.9%,2026-07..09: +2.4%,"library {""f"": 5, ""s"": 20, ""vn"": 60}"
95,LIB_269,P_BRK_L,FUT,0.5454545454545454,-0.06162998144645826,0.0013546167756430805,0.032215758365727216,0.172203824378812,2.0,(in-sample конфигурация) 2026-01..06: +1.3%,2026-07..09: +3.4%,"library {""n"": 20, ""vn"": 20}"
96,LIB_400,P_TSMOM_S,ALL,0.5454545454545454,-0.06233309576055035,0.004082691157236695,0.0858766556167307,0.351909771328792,4.0,(in-sample конфигурация) 2026-01..06: +36.6%,2026-07..09: +2.5%,"library {""n"": 40, ""vn"": 60}"
97,LIB_299,P_BRK_L,FUT,0.5454545454545454,-0.06348131900085718,0.001554681221023202,0.03625413223718849,0.17694769548324984,2.0,(in-sample конфигурация) 2026-01..06: +5.6%,2026-07..09: +1.3%,"library {""n"": 20, ""vn"": 60}"
98,C4_CARRY_FX,candidate,FUT,0.5454545454545454,-0.06418981736028118,0.0036548476946026594,0.03747736447549857,0.12720551806730065,2.0,"OOS 2026-01..06: Sharpe 0.03, +0.1%, прибыльных мес. 50%","2026-07..09: -3.7%, прибыльных мес. 67%","frozen candidate, vol-target 10%"
99,LIB_356,P_BRK_S,EQ,0.5454545454545454,-0.06691808099276386,0.004366726381704211,0.055118476226270884,0.268276562623214,4.0,(in-sample конфигурация) 2026-01..06: +12.2%,2026-07..09: +7.2%,"library {""n"": 5, ""vn"": 60}"
100,LIB_093,P_BRK,ALL,0.5454545454545454,-0.07053482311312109,0.008852323982864618,0.07572270229463687,0.3141816871793708,3.0,(in-sample конфигурация) 2026-01..06: +42.0%,2026-07..09: +4.5%,"library {""n"": 20, ""vn"": 60}"
101,LIB_290,P_EMA_S,FUT,0.5454545454545454,-0.07338994511474084,0.0006744633428752422,0.06495519177629142,0.19802373200946022,2.0,(in-sample конфигурация) 2026-01..06: +21.1%,2026-07..09: -4.6%,"library {""f"": 10, ""s"": 50, ""vn"": 60}"
102,LIB_346,P_EMA_S,EQ,0.5454545454545454,-0.07387190603185445,0.00020835423492826521,0.059127096733866034,0.30564134571795876,4.0,(in-sample конфигурация) 2026-01..06: +14.0%,2026-07..09: +2.7%,"library {""f"": 3, ""s"": 10, ""vn"": 60}"
103,LIB_289,P_EMA_L,FUT,0.5454545454545454,-0.07392257419996895,0.00019754047389142215,0.03506490123170577,0.19060381930466974,2.0,(in-sample конфигурация) 2026-01..06: +1.9%,2026-07..09: +0.2%,"library {""f"": 10, ""s"": 50, ""vn"": 60}"
104,LIB_024,P_EMA,FUT,0.5454545454545454,-0.07395456999074668,0.004076006182003766,0.06594997486416566,0.19576633063843474,3.0,(in-sample конфигурация) 2026-01..06: +23.0%,2026-07..09: -4.4%,"library {""f"": 10, ""s"": 50, ""vn"": 60}"
105,LIB_035,P_TSMOM,EQ,0.5454545454545454,-0.07408999658582616,0.002858981490135193,0.06160190554042148,0.2732386846146255,4.0,(in-sample конфигурация) 2026-01..06: +16.3%,2026-07..09: +6.3%,"library {""n"": 40, ""vn"": 20}"
106,LIB_409,P_EMA_L,ALL,0.5454545454545454,-0.07455091776500922,0.008092519245110452,0.037029335722270226,0.23947157565271482,5.0,(in-sample конфигурация) 2026-01..06: -0.8%,2026-07..09: -1.1%,"library {""f"": 10, ""s"": 50, ""vn"": 60}"
107,LIB_399,P_TSMOM_L,ALL,0.5454545454545454,-0.07604024122701958,0.0053252356592565775,0.03799831807716405,0.19780428316789767,4.0,(in-sample конфигурация) 2026-01..06: +1.4%,2026-07..09: +4.7%,"library {""n"": 40, ""vn"": 60}"
108,LIB_369,P_TSMOM_L,ALL,0.5454545454545454,-0.07822381117148325,4.425877705216408e-06,0.03976760298884086,0.19581983918828882,4.0,(in-sample конфигурация) 2026-01..06: -3.0%,2026-07..09: +8.1%,"library {""n"": 40, ""vn"": 20}"
109,LIB_354,P_EMA_S,EQ,0.5454545454545454,-0.07927775256393943,0.006621936845476739,0.06812964384347321,0.32929375616367906,3.0,(in-sample конфигурация) 2026-01..06: +18.0%,2026-07..09: -3.1%,"library {""f"": 50, ""s"": 200, ""vn"": 60}"
110,LIB_337,P_TSMOM_L,EQ,0.5454545454545454,-0.07978593336883932,0.0036405107675818726,0.03386113480802078,0.13724059666856192,2.0,(in-sample конфигурация) 2026-01..06: -4.9%,2026-07..09: -1.8%,"library {""n"": 20, ""vn"": 60}"
111,LIB_291,P_EMA_L,FUT,0.5454545454545454,-0.08100166641543183,0.00279928365489468,0.03377769958461531,0.20969633612276084,3.0,(in-sample конфигурация) 2026-01..06: -5.8%,2026-07..09: +3.4%,"library {""f"": 20, ""s"": 100, ""vn"": 60}"
112,LIB_406,P_EMA_S,ALL,0.5454545454545454,-0.08286100201075897,0.002695016773941461,0.08876592841111255,0.37151858769357204,4.0,(in-sample конфигурация) 2026-01..06: +25.6%,2026-07..09: +3.2%,"library {""f"": 3, ""s"": 10, ""vn"": 60}"
113,LIB_027,P_BRK,FUT,0.5454545454545454,-0.08758505439618602,0.00502321826206753,0.05993106865706794,0.18615590210538357,2.0,(in-sample конфигурация) 2026-01..06: +12.5%,2026-07..09: -1.1%,"library {""n"": 5, ""vn"": 60}"
114,LIB_293,P_EMA_L,FUT,0.5454545454545454,-0.08851533889537677,0.004891106466857309,0.033306289794217625,0.20786018471699208,4.0,(in-sample конфигурация) 2026-01..06: -7.9%,2026-07..09: +3.6%,"library {""f"": 50, ""s"": 200, ""vn"": 60}"
115,LIB_016,P_TSMOM,FUT,0.5454545454545454,-0.09308363369200379,0.020227487781085074,0.058464946364983575,0.21514532334549585,2.0,(in-sample конфигурация) 2026-01..06: +21.9%,2026-07..09: -3.9%,"library {""n"": 5, ""vn"": 60}"
116,LIB_415,P_BRK_L,ALL,0.5454545454545454,-0.09664689570126939,0.00929291217471473,0.05385048833220799,0.337019928778318,4.0,(in-sample конфигурация) 2026-01..06: -11.3%,2026-07..09: +4.8%,"library {""n"": 5, ""vn"": 60}"
117,LIB_335,P_TSMOM_L,EQ,0.5454545454545454,-0.09675763817358529,0.002453093151871144,0.04241507967207838,0.20752109914610628,3.0,(in-sample конфигурация) 2026-01..06: -7.7%,2026-07..09: +7.7%,"library {""n"": 10, ""vn"": 60}"
118,LIB_017,P_TSMOM,FUT,0.5454545454545454,-0.09874199969635811,0.018920704256743193,0.09904162355078167,0.20516900179063668,2.0,(in-sample конфигурация) 2026-01..06: +29.0%,2026-07..09: +6.8%,"library {""n"": 10, ""vn"": 60}"
119,LIB_413,P_EMA_L,ALL,0.5454545454545454,-0.09925325459335,0.002368613117141649,0.05046296300548078,0.36306447139941156,5.0,(in-sample конфигурация) 2026-01..06: -18.0%,2026-07..09: -0.1%,"library {""f"": 50, ""s"": 200, ""vn"": 60}"
120,LIB_355,P_BRK_L,EQ,0.5454545454545454,-0.10222435589093948,0.010634301521349698,0.043409358391086034,0.25700806003442267,3.0,(in-sample конфигурация) 2026-01..06: -13.7%,2026-07..09: +4.5%,"library {""n"": 5, ""vn"": 60}"
121,LIB_334,P_TSMOM_S,EQ,0.5454545454545454,-0.11016187103814445,0.01335683191427961,0.05836218257105249,0.31992676949084853,4.0,(in-sample конфигурация) 2026-01..06: +13.9%,2026-07..09: +1.6%,"library {""n"": 5, ""vn"": 60}"
122,LIB_089,P_EMA,ALL,0.5454545454545454,-0.1194724424276501,0.014175106771290302,0.07131371441008273,0.3442185129970312,2.0,(in-sample конфигурация) 2026-01..06: +9.4%,2026-07..09: +0.9%,"library {""f"": 20, ""s"": 100, ""vn"": 60}"
123,LIB_026,P_EMA,FUT,0.5454545454545454,-0.12542107701301575,0.010953231190796942,0.05180772718510744,0.18503464298555627,2.0,(in-sample конфигурация) 2026-01..06: +3.3%,2026-07..09: +2.3%,"library {""f"": 50, ""s"": 200, ""vn"": 60}"
124,LIB_082,P_TSMOM,ALL,0.5454545454545454,-0.1266364295661333,0.010602638823911548,0.1140104048837951,0.41214079321798636,2.0,(in-sample конфигурация) 2026-01..06: +34.5%,2026-07..09: -4.5%,"library {""n"": 20, ""vn"": 60}"
125,LIB_050,P_TSMOM,EQ,0.5454545454545454,-0.13668077043257654,0.022160312670166604,0.09625274804242358,0.35815142234787345,2.0,(in-sample конфигурация) 2026-01..06: +18.0%,2026-07..09: -1.6%,"library {""n"": 20, ""vn"": 60}"
126,LIB_395,P_TSMOM_L,ALL,0.5454545454545454,-0.13694807331921766,0.013315824762685224,0.06512370101660456,0.25996313975338126,3.0,(in-sample конфигурация) 2026-01..06: -1.4%,2026-07..09: +9.8%,"library {""n"": 10, ""vn"": 60}"
127,LIB_081,P_TSMOM,ALL,0.5454545454545454,-0.1479945362370927,0.013311438386153895,0.11985253739469141,0.29652234787499765,2.0,(in-sample конфигурация) 2026-01..06: +28.2%,2026-07..09: +18.1%,"library {""n"": 10, ""vn"": 60}"
128,LIB_090,P_EMA,ALL,0.5454545454545454,-0.16550514319169451,0.009951909072697163,0.06533108381034179,0.3629232950042933,2.0,(in-sample конфигурация) 2026-01..06: +3.0%,2026-07..09: -3.3%,"library {""f"": 50, ""s"": 200, ""vn"": 60}"
129,LIB_095,P_BUYHOLD,ALL,0.5454545454545454,-0.31958093578577973,0.0039985100738704205,0.1282916512961786,1.2134725490177516,5.0,(in-sample конфигурация) 2026-01..06: -56.2%,2026-07..09: -2.5%,"library {""vn"": 60}"
130,LIB_228,P_XS_MOM,EQ,0.5,-0.0329121446411591,-0.001533347851363942,0.02772355970316243,0.1977453991639777,2.0,(in-sample конфигурация) 2026-01..06: -1.1%,2026-07..09: +3.5%,"library {""hold"": 1, ""k"": 2, ""n"": 60}"
131,LIB_146,P_XS_REV,FUT,0.5,-0.03463227317115525,0.0020183066808385774,0.030385563955687672,0.16135036322521046,4.0,(in-sample конфигурация) 2026-01..06: -3.4%,2026-07..09: +13.4%,"library {""hold"": 1, ""k"": 1, ""n"": 20}"
132,C9_META_RP,candidate,ALL/EQ,0.5,-0.046893077591553395,-0.003382746619771445,0.028937763744303187,0.07402711368296885,2.0,"OOS 2026-01..06: Sharpe 1.36, +6.9%, прибыльных мес. 67%","2026-07..09: -2.1%, прибыльных мес. 33%","frozen candidate, vol-target 10%"
133,LIB_268,P_BRK_S,FUT,0.5,-0.049125369609100744,-0.004502266059716931,0.07349035817439122,0.19149418391680229,2.0,(in-sample конфигурация) 2026-01..06: +30.1%,2026-07..09: -1.4%,"library {""n"": 10, ""vn"": 20}"
134,LIB_246,P_TSMOM_S,FUT,0.5,-0.050698954728432,-0.003487424529339478,0.06922351301846419,0.27999736867241154,5.0,(in-sample конфигурация) 2026-01..06: +26.6%,2026-07..09: -2.0%,"library {""n"": 10, ""vn"": 20}"
135,LIB_062,P_BRK,EQ,0.5,-0.05081963614793494,-0.0007469118136214092,0.0556700169260972,0.31957382382825017,2.0,(in-sample конфигурация) 2026-01..06: +23.8%,2026-07..09: +0.8%,"library {""n"": 55, ""vn"": 60}"
136,LIB_036,P_TSMOM,EQ,0.5,-0.052783948194701225,-0.002676592230272945,0.06744022220077546,0.25046879111323506,2.0,(in-sample конфигурация) 2026-01..06: +22.9%,2026-07..09: -0.5%,"library {""n"": 60, ""vn"": 20}"
137,LIB_212,P_XS_MOM,EQ,0.5,-0.0532048000022769,0.000996405412479362,0.04398120726949016,0.11050290711136768,2.0,(in-sample конфигурация) 2026-01..06: +9.3%,2026-07..09: +2.9%,"library {""hold"": 1, ""k"": 4, ""n"": 10}"
138,LIB_013,P_BRK,FUT,0.5,-0.054769163369201124,-0.001134389516664669,0.06201488104224239,0.1547734473424498,3.0,(in-sample конфигурация) 2026-01..06: +25.7%,2026-07..09: -3.3%,"library {""n"": 20, ""vn"": 20}"
139,LIB_312,P_TSMOM_S,EQ,0.5,-0.0670566723565571,0.0168075320252683,0.06718635663149634,0.2672616263735108,3.0,(in-sample конфигурация) 2026-01..06: +30.0%,2026-07..09: -2.2%,"library {""n"": 60, ""vn"": 20}"
140,LIB_161,P_XS_MOM,FUT,0.5,-0.06810965994372964,0.003027543338248506,0.04871394396455692,0.18154638379928656,3.0,(in-sample конфигурация) 2026-01..06: -1.2%,2026-07..09: +3.9%,"library {""hold"": 5, ""k"": 2, ""n"": 60}"
141,LIB_259,P_EMA_L,FUT,0.5,-0.07320309983333573,-0.003577277297154069,0.033554497953671526,0.19322017307422357,2.0,(in-sample конфигурация) 2026-01..06: -3.3%,2026-07..09: +2.2%,"library {""f"": 10, ""s"": 50, ""vn"": 20}"
142,LIB_247,P_TSMOM_L,FUT,0.5,-0.0738785651337821,8.723966311663389e-05,0.03142828393801439,0.15985357055615168,3.0,(in-sample конфигурация) 2026-01..06: +0.0%,2026-07..09: +1.9%,"library {""n"": 20, ""vn"": 20}"
143,LIB_159,P_XS_REV,FUT,0.5,-0.07530445361044258,0.0031152567826211452,0.06197606856824989,0.15961928886645183,2.0,(in-sample конфигурация) 2026-01..06: +1.0%,2026-07..09: -1.2%,"library {""hold"": 5, ""k"": 1, ""n"": 60}"
144,LIB_371,P_TSMOM_L,ALL,0.5,-0.08075369178550318,-0.0027929666903219186,0.05282836866610898,0.2709721906721825,3.0,(in-sample конфигурация) 2026-01..06: -6.6%,2026-07..09: +3.9%,"library {""n"": 60, ""vn"": 20}"
145,LIB_173,P_XS_MOM,EQ,0.5,-0.08107369494246086,-0.00864642105443636,0.04638450482099011,0.15512835588742746,4.0,(in-sample конфигурация) 2026-01..06: +13.4%,2026-07..09: -8.8%,"library {""hold"": 5, ""k"": 3, ""n"": 1}"
146,LIB_237,P_XS_MOM,EQ,0.5,-0.08187195919890655,-0.003446662252827082,0.038826692442350964,0.2568352422094904,2.0,(in-sample конфигурация) 2026-01..06: -9.3%,2026-07..09: -1.2%,"library {""hold"": 5, ""k"": 4, ""n"": 60}"
147,LIB_124,P_XS_MOM,FUT,0.5,-0.08555857057217509,-0.01925134682096541,0.061709919020208316,0.31810151124955155,2.0,(in-sample конфигурация) 2026-01..06: +6.1%,2026-07..09: -3.3%,"library {""hold"": 1, ""k"": 2, ""n"": 5}"
148,LIB_261,P_EMA_L,FUT,0.5,-0.08601146380533464,-0.0015808672542334534,0.03543130851631849,0.23142818854103098,4.0,(in-sample конфигурация) 2026-01..06: -11.4%,2026-07..09: +5.5%,"library {""f"": 20, ""s"": 100, ""vn"": 20}"
149,LIB_377,P_EMA_L,ALL,0.5,-0.08783324994101349,0.0011714540160028264,0.046427124453702014,0.18735580637439853,3.0,(in-sample конфигурация) 2026-01..06: +0.6%,2026-07..09: +4.8%,"library {""f"": 5, ""s"": 20, ""vn"": 20}"
150,LIB_317,P_EMA_L,EQ,0.5,-0.08829519934079144,-0.0034912325363620766,0.039753592258929674,0.20566152265564597,3.0,(in-sample конфигурация) 2026-01..06: -5.7%,2026-07..09: +0.0%,"library {""f"": 5, ""s"": 20, ""vn"": 20}"
151,LIB_330,P_BRK_S,EQ,0.5,-0.0884948237799108,0.003281107230577618,0.07112853286432665,0.3301155008193746,4.0,(in-sample конфигурация) 2026-01..06: +26.0%,2026-07..09: +3.4%,"library {""n"": 20, ""vn"": 20}"
152,LIB_008,P_EMA,FUT,0.5,-0.09248156592366286,-0.003723088579135947,0.07530306585024259,0.2447179371083621,3.0,(in-sample конфигурация) 2026-01..06: +16.4%,2026-07..09: -5.8%,"library {""f"": 10, ""s"": 50, ""vn"": 20}"
153,LIB_132,P_XS_MOM,FUT,0.5,-0.09249036648543552,-0.0006802546049584635,0.04513336730920689,0.24214483431205736,3.0,(in-sample конфигурация) 2026-01..06: +4.6%,2026-07..09: -4.4%,"library {""hold"": 1, ""k"": 1, ""n"": 10}"
154,LIB_100,P_XS_MOM,FUT,0.5,-0.09251919109374285,-0.023835154373955447,0.06824123840058345,0.3116633131976414,3.0,(in-sample конфигурация) 2026-01..06: +5.1%,2026-07..09: -11.5%,"library {""hold"": 1, ""k"": 2, ""n"": 1}"
155,LIB_122,P_XS_REV,FUT,0.5,-0.09420858230441809,-0.00024092243984341621,0.038497665345752635,0.3321479981968878,2.0,(in-sample конфигурация) 2026-01..06: -9.9%,2026-07..09: -4.9%,"library {""hold"": 1, ""k"": 1, ""n"": 5}"
156,LIB_077,P_BRK,ALL,0.5,-0.09508353273849934,0.003080635884543881,0.077688161664242,0.2717802250335808,4.0,(in-sample конфигурация) 2026-01..06: +35.2%,2026-07..09: +4.3%,"library {""n"": 20, ""vn"": 20}"
157,LIB_011,P_BRK,FUT,0.5,-0.09598640620242804,-0.015160664928487222,0.06492125864574622,0.36333736971880626,3.0,(in-sample конфигурация) 2026-01..06: +11.2%,2026-07..09: -1.0%,"library {""n"": 5, ""vn"": 20}"
158,LIB_263,P_EMA_L,FUT,0.5,-0.09627265287417686,0.004612707329215482,0.034569559068913555,0.24130850563233253,4.0,(in-sample конфигурация) 2026-01..06: -13.2%,2026-07..09: +4.7%,"library {""f"": 50, ""s"": 200, ""vn"": 20}"
159,LIB_166,P_XS_REV,FUT,0.5,-0.09748984966427088,-0.0006261757807806134,0.0701442691807631,0.21079320926219225,3.0,(in-sample конфигурация) 2026-01..06: -1.2%,2026-07..09: -4.0%,"library {""hold"": 1, ""k"": 3, ""n"": 60}"
160,LIB_305,P_TSMOM_L,EQ,0.5,-0.09759773710038644,-0.004510453120474267,0.04922036944260828,0.19979559989269546,3.0,(in-sample конфигурация) 2026-01..06: -7.7%,2026-07..09: +7.3%,"library {""n"": 10, ""vn"": 20}"
161,LIB_001,P_TSMOM,FUT,0.5,-0.09781364066293463,-0.002689715267479187,0.09711698445011445,0.3417081786401468,3.0,(in-sample конфигурация) 2026-01..06: +30.5%,2026-07..09: +6.3%,"library {""n"": 10, ""vn"": 20}"
162,LIB_372,P_TSMOM_S,ALL,0.5,-0.09833602234721184,0.004532968818239169,0.09601761228698019,0.31324157485505566,3.0,(in-sample конфигурация) 2026-01..06: +34.0%,2026-07..09: -5.8%,"library {""n"": 60, ""vn"": 20}"
163,LIB_385,P_BRK_L,ALL,0.5,-0.10668020611046813,0.0019154390465700999,0.05990247244942139,0.31276725625502877,4.0,(in-sample конфигурация) 2026-01..06: -11.9%,2026-07..09: +7.1%,"library {""n"": 5, ""vn"": 20}"
164,LIB_325,P_BRK_L,EQ,0.5,-0.10724503902019933,0.00228164489089977,0.052842221786453175,0.2555302918080997,3.0,(in-sample конфигурация) 2026-01..06: -12.1%,2026-07..09: +5.2%,"library {""n"": 5, ""vn"": 20}"
165,LIB_327,P_BRK_L,EQ,0.5,-0.10930494079366326,-0.011621310739428736,0.05004045092465312,0.2181502140210796,3.0,(in-sample конфигурация) 2026-01..06: -8.0%,2026-07..09: +1.4%,"library {""n"": 10, ""vn"": 20}"
166,LIB_066,P_TSMOM,ALL,0.5,-0.11174819816369563,-0.01026571256807074,0.11477077789400343,0.43875560839660466,3.0,(in-sample конфигурация) 2026-01..06: +24.3%,2026-07..09: -7.5%,"library {""n"": 20, ""vn"": 20}"
167,LIB_387,P_BRK_L,ALL,0.5,-0.11538642243249342,0.004811861961570685,0.058829727411954795,0.19294817794070696,3.0,(in-sample конфигурация) 2026-01..06: -0.3%,2026-07..09: +7.0%,"library {""n"": 10, ""vn"": 20}"
168,LIB_139,P_XS_REV,FUT,0.5,-0.12021947634639218,0.0005000955861760303,0.06124683658902891,0.26492729675373994,2.0,(in-sample конфигурация) 2026-01..06: -18.9%,2026-07..09: +5.9%,"library {""hold"": 5, ""k"": 2, ""n"": 10}"
169,LIB_366,P_TSMOM_S,ALL,0.5,-0.12071581050986424,-0.026839313853997737,0.10153167504478962,0.5665093114275805,5.0,(in-sample конфигурация) 2026-01..06: +27.8%,2026-07..09: +3.0%,"library {""n"": 10, ""vn"": 20}"
170,LIB_000,P_TSMOM,FUT,0.5,-0.12114623456727713,-0.006482674914877862,0.06760818738544591,0.33585624559782445,3.0,(in-sample конфигурация) 2026-01..06: +23.7%,2026-07..09: -4.2%,"library {""n"": 5, ""vn"": 20}"
