rank,strategy_id,family,instruments,timeframe,avg_monthly_return,median_monthly_return,min_monthly_return,profitable_month_ratio,annual_return,max_drawdown,profit_factor,sharpe,sortino,calmar,trades,walk_forward_result,holdout_result,evidence
408,LIB_175,P_XS_REV,EQ,1d,-0.04335827870545472,-0.03242279372352641,-0.1317385691218078,0.08333333333333333,-0.5244617392211803,0.5450361919538409,0.5405456572643427,-3.368614584260282,-3.8901327868380373,-0.9622512173752986,250.0,(in-sample конфигурация) 2026-01..06: -47.3%,2026-07..09: +1.4%,"library {""hold"": 5, ""k"": 3, ""n"": 1}"
409,LIB_189,P_XS_MOM,EQ,1d,-0.03771755004163424,-0.036141477612545714,-0.14751362788956612,0.08333333333333333,-0.45623148530360774,0.4526106004996109,0.6031562247426348,-2.7482662394475996,-3.2555440754824745,-1.008,250.0,(in-sample конфигурация) 2026-01..06: -17.4%,2026-07..09: -16.8%,"library {""hold"": 5, ""k"": 4, ""n"": 3}"
410,LIB_194,P_XS_REV,EQ,1d,-0.043544289677356574,-0.03812858785386197,-0.20385175554838497,0.16666666666666666,-0.526711727937305,0.5586873512020247,0.5724392611636532,-2.863413087013158,-3.6094305341534008,-0.9427665165572057,250.0,(in-sample конфигурация) 2026-01..06: -43.4%,2026-07..09: -8.3%,"library {""hold"": 1, ""k"": 2, ""n"": 5}"
411,LIB_226,P_XS_REV,EQ,1d,-0.03361322902249716,-0.03290413611102849,-0.07716323400381953,0.08333333333333333,-0.42529876386624016,0.4090219033823814,0.639497309018769,-2.053420813127563,-3.371285310640692,-1.0397945937595474,239.0,(in-sample конфигурация) 2026-01..06: -31.6%,2026-07..09: -1.7%,"library {""hold"": 1, ""k"": 4, ""n"": 20}"
412,LIB_203,P_XS_REV,EQ,1d,-0.03728856139726607,-0.02364978009063634,-0.198247705004178,0.16666666666666666,-0.4510424386613304,0.4836283674449078,0.6055447462416705,-2.754063491794485,-3.256328687879809,-0.9326219655895405,250.0,(in-sample конфигурация) 2026-01..06: -34.2%,2026-07..09: -6.8%,"library {""hold"": 5, ""k"": 4, ""n"": 5}"
413,LIB_215,P_XS_REV,EQ,1d,-0.05098892822499579,-0.044605512488487875,-0.1567037187924143,0.08333333333333333,-0.6192390319372982,0.6295822663802255,0.5063985005243754,-3.691594366079826,-4.319476030042325,-0.9835712741681948,249.0,(in-sample конфигурация) 2026-01..06: -49.0%,2026-07..09: -1.5%,"library {""hold"": 5, ""k"": 4, ""n"": 10}"
414,LIB_222,P_XS_REV,EQ,1d,-0.03310424817451955,-0.035248536136350594,-0.08870745141757652,0.16666666666666666,-0.4188587718817871,0.4343464440535172,0.6519518591162107,-1.8624309112505526,-3.2247453038071106,-0.9643425832448583,239.0,(in-sample конфигурация) 2026-01..06: -33.3%,2026-07..09: -4.1%,"library {""hold"": 1, ""k"": 3, ""n"": 20}"
415,LIB_171,P_XS_REV,EQ,1d,-0.028623139726429752,-0.03042271545928088,-0.09648276236839592,0.08333333333333333,-0.34622549813089426,0.3717051112180343,0.6491153545060725,-2.449901190713934,-3.07183452212056,-0.931452077686943,250.0,(in-sample конфигурация) 2026-01..06: -26.7%,2026-07..09: +1.7%,"library {""hold"": 5, ""k"": 2, ""n"": 1}"
416,LIB_238,P_XS_REV,EQ,1d,-0.038119322736383764,-0.048731291681178845,-0.08021627020298183,0.1,-0.48271705173712104,0.3853761939853939,0.6313866163647109,-2.360034531093846,-3.477325765424123,-1.2525865875239206,199.0,(in-sample конфигурация) 2026-01..06: -27.4%,2026-07..09: -9.8%,"library {""hold"": 1, ""k"": 4, ""n"": 60}"
417,LIB_231,P_XS_REV,EQ,1d,-0.03542549866997433,-0.03852283088781405,-0.09086018602101831,0.2,-0.44860430476550406,0.36302376150160853,0.6467621569370215,-2.20661219755021,-3.136368183736927,-1.2357436408842795,199.0,(in-sample конфигурация) 2026-01..06: -23.3%,2026-07..09: -10.8%,"library {""hold"": 5, ""k"": 2, ""n"": 60}"
418,LIB_211,P_XS_REV,EQ,1d,-0.04464155772014541,-0.03901166938885581,-0.145788096007891,0.08333333333333333,-0.5421528937579105,0.5697368325127172,0.5544580939345634,-3.2058692351298923,-4.022529244725825,-0.9515847718092002,249.0,(in-sample конфигурация) 2026-01..06: -44.3%,2026-07..09: -0.3%,"library {""hold"": 5, ""k"": 3, ""n"": 10}"
419,LIB_210,P_XS_REV,EQ,1d,-0.05115129376220769,-0.04244150187878404,-0.14906994759803638,0.08333333333333333,-0.6212108929193416,0.6192008388534305,0.4885702907060928,-3.9880209117044787,-4.671282713958673,-1.0032462069489976,249.0,(in-sample конфигурация) 2026-01..06: -47.5%,2026-07..09: -5.8%,"library {""hold"": 1, ""k"": 3, ""n"": 10}"
420,LIB_313,P_TSMOM_L,EQ,1d,-0.054462017966605866,-0.04253894096473232,-0.12331607821397483,0.0,-0.6911582711733292,0.38304663883536705,0.41328078680918046,-4.3016553465029865,-4.708437218282595,-1.804371063729365,123.0,(in-sample конфигурация) 2026-01..06: -35.6%,2026-07..09: -2.5%,"library {""n"": 120, ""vn"": 20}"
421,LIB_230,P_XS_REV,EQ,1d,-0.03635295664153091,-0.029300993549441046,-0.0865777488797903,0.1,-0.4603489986766728,0.37396495571192645,0.6423711324213204,-2.2866996682295664,-3.199318712712165,-1.2309950214460466,199.0,(in-sample конфигурация) 2026-01..06: -26.5%,2026-07..09: -9.0%,"library {""hold"": 1, ""k"": 2, ""n"": 60}"
422,LIB_207,P_XS_REV,EQ,1d,-0.03764801937002934,-0.021903377579292282,-0.1148000672692433,0.0,-0.45721931957818757,0.4537160874906476,0.5955855672686647,-2.904566364833203,-3.62348152326998,-1.0077211987498949,249.0,(in-sample конфигурация) 2026-01..06: -30.8%,2026-07..09: -7.8%,"library {""hold"": 5, ""k"": 2, ""n"": 10}"
423,LIB_198,P_XS_REV,EQ,1d,-0.052120203805012956,-0.04283628113626037,-0.21632042596684187,0.08333333333333333,-0.6304459852254367,0.6431512587914767,0.5047930363381061,-3.3810684809944798,-4.120518619844098,-0.9802452791744293,250.0,(in-sample конфигурация) 2026-01..06: -47.2%,2026-07..09: -11.1%,"library {""hold"": 1, ""k"": 3, ""n"": 5}"
424,LIB_343,P_TSMOM_L,EQ,1d,-0.04879209350506893,-0.0500389676890336,-0.1069491652015131,0.0,-0.6192032585823137,0.3428958251934091,0.4369189398593271,-4.155465441474314,-4.5779186685899,-1.8058057669061862,123.0,(in-sample конфигурация) 2026-01..06: -31.9%,2026-07..09: -2.2%,"library {""n"": 120, ""vn"": 60}"
425,LIB_202,P_XS_REV,EQ,1d,-0.05534602074718956,-0.04369759192195488,-0.22632922339835204,0.0,-0.669465466958005,0.6691171481215861,0.4773549760574094,-3.643175863135704,-4.452222216933723,-1.0005205648030346,250.0,(in-sample конфигурация) 2026-01..06: -51.6%,2026-07..09: -8.3%,"library {""hold"": 1, ""k"": 4, ""n"": 5}"
426,LIB_234,P_XS_REV,EQ,1d,-0.03706093590990349,-0.03792389205773361,-0.07814124107244425,0.1,-0.4693143642862151,0.3791573134767532,0.6207566242247221,-2.3814411242583575,-3.4198501921586146,-1.2377827028648087,199.0,(in-sample конфигурация) 2026-01..06: -26.4%,2026-07..09: -10.0%,"library {""hold"": 1, ""k"": 3, ""n"": 60}"
427,LIB_178,P_XS_REV,EQ,1d,-0.08692734834812654,-0.07260893050261075,-0.19893169865645177,0.08333333333333333,-1.0514732056189386,1.0529698295049457,0.3068915818058391,-5.852038566641539,-5.872741052384271,-0.998578664037591,250.0,(in-sample конфигурация) 2026-01..06: -73.6%,2026-07..09: -20.5%,"library {""hold"": 1, ""k"": 4, ""n"": 1}"
428,LIB_190,P_XS_REV,EQ,1d,-0.04761674607971145,-0.0481054558786127,-0.09877428779873298,0.08333333333333333,-0.5759721605801896,0.5934737720763223,0.5323203323349308,-3.2242187643696547,-4.039826953433199,-0.9705098821218304,250.0,(in-sample конфигурация) 2026-01..06: -31.5%,2026-07..09: -16.4%,"library {""hold"": 1, ""k"": 4, ""n"": 3}"
429,LIB_174,P_XS_REV,EQ,1d,-0.08547414490612937,-0.0763904586492572,-0.22899531217990443,0.08333333333333333,-1.0338952567845408,1.0387605609557795,0.32918076634375526,-5.689314525935142,-5.775324901043547,-0.9953162409566627,250.0,(in-sample конфигурация) 2026-01..06: -70.8%,2026-07..09: -23.4%,"library {""hold"": 1, ""k"": 3, ""n"": 1}"
430,LIB_214,P_XS_REV,EQ,1d,-0.06796700077393325,-0.05097352793018217,-0.200641960487701,0.0,-0.8254305636159605,0.815604009287199,0.4018103465222632,-5.059879583321704,-5.484452500112052,-1.0120481927710843,249.0,(in-sample конфигурация) 2026-01..06: -55.1%,2026-07..09: -12.2%,"library {""hold"": 1, ""k"": 4, ""n"": 10}"
431,LIB_170,P_XS_REV,EQ,1d,-0.06368465834414867,-0.06372204999206588,-0.13162346533499658,0.08333333333333333,-0.7703296273308224,0.780890761383489,0.43859802703030903,-4.204306814677338,-4.544343786610974,-0.9864755295171432,250.0,(in-sample конфигурация) 2026-01..06: -46.4%,2026-07..09: -21.0%,"library {""hold"": 1, ""k"": 2, ""n"": 1}"
432,LIB_186,P_XS_REV,EQ,1d,-0.04635625499586619,-0.04602569442795357,-0.0899868061781035,0.0,-0.5607252604299975,0.5676816562929616,0.5272891213762356,-3.4118220898656966,-4.047929249124856,-0.9877459562311907,250.0,(in-sample конфигурация) 2026-01..06: -29.8%,2026-07..09: -15.6%,"library {""hold"": 1, ""k"": 3, ""n"": 3}"
433,LIB_182,P_XS_REV,EQ,1d,-0.04519374618682074,-0.0465010116022313,-0.07878065964905545,0.08333333333333333,-0.5466635538757837,0.5500500997350173,0.554699516587193,-3.1167441702218572,-3.6693515657270788,-0.9938432047174157,250.0,(in-sample конфигурация) 2026-01..06: -23.2%,2026-07..09: -20.8%,"library {""hold"": 1, ""k"": 2, ""n"": 3}"
