rank,strategy_id,family,instruments,timeframe,avg_monthly_return,median_monthly_return,min_monthly_return,profitable_month_ratio,annual_return,max_drawdown,profit_factor,sharpe,sortino,calmar,trades,walk_forward_result,holdout_result,evidence
1,C7_WF_PANEL_SORTINO_K1,candidate,ALL/EQ,1d,0.016039724859948524,0.00707616584928835,-0.011033642584310306,0.875,0.19133778294471135,0.05407986624753337,1.412493742483714,1.7602913597801086,3.043651970891411,3.5380594705786357,169.0,"OOS 2026-01..06: Sharpe 2.20, +13.5%, прибыльных мес. 83%","2026-07..09: -0.7%, прибыльных мес. 67%","frozen candidate, vol-target 10%"
2,LIB_404,P_TSMOM_S,ALL,1d,0.052150871403033046,0.06571807130239904,-0.09172115617548116,0.8571428571428571,0.6618283248557575,0.3673787538718898,1.2773158010073846,1.3311175042207548,1.9742452466277387,1.8014877503954583,139.0,(in-sample конфигурация) 2026-01..06: +37.3%,2026-07..09: -0.8%,"library {""n"": 120, ""vn"": 60}"
3,LIB_284,P_TSMOM_S,FUT,1d,0.03889594100473914,0.04344634944573045,-0.04431433021090925,0.7142857142857143,0.49361467577237295,0.16726400368497707,1.3560116765461683,1.7666948024552585,2.795514067335928,2.9511112068203307,139.0,(in-sample конфигурация) 2026-01..06: +25.9%,2026-07..09: +1.4%,"library {""n"": 120, ""vn"": 60}"
4,LIB_362,P_BRK_S,EQ,1d,0.04518411528260913,0.049099796335212886,-0.06011765543371439,0.75,0.5992840553272368,0.3201374583877623,1.2992880639308566,1.3685988085108662,2.029391797200784,1.8719585591304404,152.0,(in-sample конфигурация) 2026-01..06: +35.7%,2026-07..09: +0.5%,"library {""n"": 55, ""vn"": 60}"
5,LIB_083,P_TSMOM,ALL,1d,0.03575748749426566,0.01989120739744976,-0.07863589812768623,0.9090909090909091,0.4526016225301571,0.33782983443234116,1.211724398202713,1.006462230380547,1.5032278200687301,1.3397325410607033,219.0,(in-sample конфигурация) 2026-01..06: +37.9%,2026-07..09: +7.3%,"library {""n"": 40, ""vn"": 60}"
6,LIB_254,P_TSMOM_S,FUT,1d,0.03541837949264196,0.03396967879962176,-0.058860456105321646,0.7142857142857143,0.44948216852532674,0.15731478741508909,1.3438584182074198,1.7807593207375887,2.8543038547974486,2.857214988565112,139.0,(in-sample конфигурация) 2026-01..06: +27.1%,2026-07..09: -2.3%,"library {""n"": 120, ""vn"": 20}"
7,LIB_028,P_BRK,FUT,1d,0.04204284208324018,0.0358174678258365,-0.0660263696918264,0.7272727272727273,0.5067076445858338,0.1977785279523232,1.3581999104202693,1.694080873820221,2.716534450092376,2.5619952268427317,227.0,(in-sample конфигурация) 2026-01..06: +40.3%,2026-07..09: +6.8%,"library {""n"": 10, ""vn"": 60}"
8,LIB_342,P_TSMOM_S,EQ,1d,0.03483647771090546,0.021949215122731403,-0.052437003469094634,0.7,0.44114534588684295,0.317685395013541,1.2660036302310729,1.1267080054934069,1.6837018180265366,1.3886233135396093,182.0,(in-sample конфигурация) 2026-01..06: +33.1%,2026-07..09: +1.3%,"library {""n"": 60, ""vn"": 60}"
9,LIB_023,P_EMA,FUT,1d,0.033072980421738146,0.0235571974189952,-0.0563516191978124,0.7272727272727273,0.3986013118654702,0.16027771707740612,1.2710750256686398,1.3445152459912288,2.119951375839159,2.4869415358153977,227.0,(in-sample конфигурация) 2026-01..06: +39.6%,2026-07..09: +4.0%,"library {""f"": 5, ""s"": 20, ""vn"": 60}"
10,LIB_344,P_TSMOM_S,EQ,1d,0.03530424679359255,0.04249480184080312,-0.08295834821183234,0.7142857142857143,0.4480337506755198,0.344172551878728,1.214912092977581,1.0419215783972542,1.494201473139648,1.301770720035188,139.0,(in-sample конфигурация) 2026-01..06: +27.0%,2026-07..09: -2.3%,"library {""n"": 120, ""vn"": 60}"
11,LIB_332,P_BRK_S,EQ,1d,0.042238826248649275,0.04744166729506105,-0.07660518572083674,0.625,0.5602202218241904,0.27378244962892495,1.3040005726179986,1.4855449483884968,2.242378449375175,2.046224009550258,152.0,(in-sample конфигурация) 2026-01..06: +36.6%,2026-07..09: -2.9%,"library {""n"": 55, ""vn"": 20}"
12,LIB_374,P_TSMOM_S,ALL,1d,0.04464235380042477,0.06466528307646513,-0.11647437294595875,0.7142857142857143,0.5665403748485561,0.3369002296531107,1.2534769416834146,1.2955105343565587,1.9365438890959403,1.6816265617624966,139.0,(in-sample конфигурация) 2026-01..06: +37.8%,2026-07..09: -6.5%,"library {""n"": 120, ""vn"": 20}"
13,LIB_012,P_BRK,FUT,1d,0.03144034039943714,0.021762940243206685,-0.07472338352818042,0.75,0.3833693119673303,0.24225129385013133,1.2584927154972763,1.2935606706370721,1.9960824614656907,1.5825274072818847,244.0,(in-sample конфигурация) 2026-01..06: +37.1%,2026-07..09: +7.5%,"library {""n"": 10, ""vn"": 20}"
14,LIB_092,P_BRK,ALL,1d,0.03937036050906913,0.03720527677796781,-0.10344717671978287,0.7272727272727273,0.47449843187452007,0.3228189561050385,1.212691958458679,1.0305222283603312,1.5244545215872727,1.4698592598141238,230.0,(in-sample конфигурация) 2026-01..06: +35.2%,2026-07..09: +6.7%,"library {""n"": 10, ""vn"": 60}"
15,LIB_084,P_TSMOM,ALL,1d,0.03740882444903946,0.024414563551545143,-0.07878890124675308,0.7,0.4737197869928615,0.3257995747262612,1.210993447803031,0.9940791838576356,1.4985742244527396,1.4540221158694997,199.0,(in-sample конфигурация) 2026-01..06: +35.6%,2026-07..09: +1.8%,"library {""n"": 60, ""vn"": 60}"
16,LIB_021,P_TSMOM,FUT,1d,0.02288538004878709,0.04813236043264624,-0.08416022307937965,0.7142857142857143,0.29043029069108217,0.1488079183618538,1.1828560833796704,0.9811072139857355,1.4915385929744938,1.9517126097070152,139.0,(in-sample конфигурация) 2026-01..06: +8.4%,2026-07..09: +7.6%,"library {""n"": 120, ""vn"": 60}"
17,LIB_052,P_TSMOM,EQ,1d,0.02993618848558981,0.011212547920877114,-0.03544999338919297,0.6,0.3790914320788258,0.31479231687262654,1.1939607979999107,0.9340227703784942,1.3783853670303094,1.2042588454667285,199.0,(in-sample конфигурация) 2026-01..06: +28.1%,2026-07..09: +2.6%,"library {""n"": 60, ""vn"": 60}"
18,LIB_123,P_XS_REV,FUT,1d,0.016284844577967306,0.019775000957451994,-0.04160770762246102,0.6666666666666666,0.19698148001509252,0.15704372629988939,1.1859842339069324,0.953071064392641,1.489533904404936,1.2543097687260574,246.0,(in-sample конфигурация) 2026-01..06: +6.7%,2026-07..09: -1.9%,"library {""hold"": 5, ""k"": 1, ""n"": 5}"
19,LIB_402,P_TSMOM_S,ALL,1d,0.037908860426978205,0.01102096663089469,-0.07893820240860805,0.7,0.4800519008843472,0.35593854024773464,1.2435477336360197,1.0685646150672294,1.6271498484372118,1.3486932338100537,199.0,(in-sample конфигурация) 2026-01..06: +37.3%,2026-07..09: -0.7%,"library {""n"": 60, ""vn"": 60}"
20,LIB_061,P_BRK,EQ,1d,0.024698035926452245,0.027841505652759224,-0.060595067392569035,0.6363636363636364,0.2976650242961984,0.28091038670390844,1.1811816110403077,0.8244405898286568,1.19430452638149,1.0596440658135937,230.0,(in-sample конфигурация) 2026-01..06: +26.8%,2026-07..09: +7.8%,"library {""n"": 20, ""vn"": 60}"
21,LIB_005,P_TSMOM,FUT,1d,0.018168459974861304,0.05349244503304362,-0.09657839790452272,0.7142857142857143,0.23056952083205282,0.11525560484733433,1.1487688005492023,0.8373255105905774,1.2628043698390266,2.000505928865337,139.0,(in-sample конфигурация) 2026-01..06: +6.9%,2026-07..09: +5.8%,"library {""n"": 120, ""vn"": 20}"
22,LIB_297,P_BRK_L,FUT,1d,0.015406586052975513,0.022704441100358963,-0.045911315639386885,0.6363636363636364,0.18568285451673094,0.14332390853087418,1.2275645090838132,1.1062672599210865,1.627025828499542,1.2955469636577208,226.0,(in-sample конфигурация) 2026-01..06: +10.5%,2026-07..09: +5.8%,"library {""n"": 10, ""vn"": 60}"
23,LIB_019,P_TSMOM,FUT,1d,0.027750236555055544,0.01741133537143469,-0.06661978106421884,0.6363636363636364,0.3512495695461825,0.16116203926503658,1.241750011549989,1.2471590237696024,1.9118364677145916,2.179480795527416,216.0,(in-sample конфигурация) 2026-01..06: +29.7%,2026-07..09: +4.4%,"library {""n"": 40, ""vn"": 60}"
24,LIB_314,P_TSMOM_S,EQ,1d,0.028383067686393457,0.030002001934917644,-0.10310645238496363,0.7142857142857143,0.36019950646617305,0.3127706756349653,1.1842004278317035,0.956600037969205,1.3811162524097753,1.1516409130584926,139.0,(in-sample конфигурация) 2026-01..06: +26.5%,2026-07..09: -6.6%,"library {""n"": 120, ""vn"": 20}"
25,LIB_007,P_EMA,FUT,1d,0.019745722597311516,0.015874385106144473,-0.06609482457861304,0.6666666666666666,0.2388442605370801,0.311222979028571,1.1485371172558476,0.8010089779711319,1.1998515655342423,0.7674377428125372,246.0,(in-sample конфигурация) 2026-01..06: +34.4%,2026-07..09: +4.1%,"library {""f"": 5, ""s"": 20, ""vn"": 20}"
26,LIB_298,P_BRK_S,FUT,1d,0.02663625443578481,0.0087122382792586,-0.04037733213044703,0.5454545454545454,0.3210247708521543,0.1597889802287682,1.3007929646265757,1.3450079548269218,2.127639677291127,2.0090545067159606,227.0,(in-sample конфигурация) 2026-01..06: +29.8%,2026-07..09: +1.0%,"library {""n"": 10, ""vn"": 60}"
27,LIB_280,P_TSMOM_S,FUT,1d,0.020753810661104086,0.006750853091944009,-0.05496460388530977,0.6363636363636364,0.26269206918986543,0.17071956413565204,1.2326990815369008,1.097479522555655,1.682127748220696,1.538734418166233,212.0,(in-sample конфигурация) 2026-01..06: +24.4%,2026-07..09: -0.1%,"library {""n"": 40, ""vn"": 60}"
28,LIB_087,P_EMA,ALL,1d,0.03061708599351608,0.009759761102031916,-0.055381875950843096,0.5454545454545454,0.36900244510446334,0.33300033456180245,1.1595190496771868,0.7935232776404836,1.1903052498165945,1.1081143374526525,230.0,(in-sample конфигурация) 2026-01..06: +39.5%,2026-07..09: +3.1%,"library {""f"": 5, ""s"": 20, ""vn"": 60}"
29,LIB_051,P_TSMOM,EQ,1d,0.020747257578436387,0.01704009241075255,-0.050610453203262296,0.5454545454545454,0.2626091233215784,0.31479231687262654,1.142479470345216,0.6747192081490851,0.9772970169740415,0.8342297738729026,219.0,(in-sample конфигурация) 2026-01..06: +22.1%,2026-07..09: +5.8%,"library {""n"": 40, ""vn"": 60}"
30,LIB_045,P_BRK,EQ,1d,0.016663699698113987,0.021951237726170802,-0.07867742027156055,0.6666666666666666,0.21084112086651338,0.25282934145059244,1.1264356910120852,0.6513571886706736,0.9474821402225536,0.8339266307337025,239.0,(in-sample конфигурация) 2026-01..06: +21.9%,2026-07..09: +8.6%,"library {""n"": 20, ""vn"": 20}"
31,LIB_093,P_BRK,ALL,1d,0.03357115237502677,0.008852323982864618,-0.07053482311312109,0.5454545454545454,0.4046053668851053,0.3141816871793708,1.207328493833473,0.9673831420152732,1.4306508743869963,1.2878069709203335,230.0,(in-sample конфигурация) 2026-01..06: +42.0%,2026-07..09: +4.5%,"library {""n"": 20, ""vn"": 60}"
32,LIB_020,P_TSMOM,FUT,1d,0.019042918490595185,0.017344153515296057,-0.09641011939675082,0.7,0.24114650550904454,0.23262781335506588,1.1555229176399833,0.8156006484473046,1.2178841765424517,1.0366194051825453,196.0,(in-sample конфигурация) 2026-01..06: +18.4%,2026-07..09: -0.3%,"library {""n"": 60, ""vn"": 60}"
33,LIB_400,P_TSMOM_S,ALL,1d,0.03119771806814242,0.004082691157236695,-0.06233309576055035,0.5454545454545454,0.39488618486251503,0.351909771328792,1.2065999642636895,0.9099397975094532,1.3545316075496465,1.1221233879680195,217.0,(in-sample конфигурация) 2026-01..06: +36.6%,2026-07..09: +2.5%,"library {""n"": 40, ""vn"": 60}"
34,LIB_088,P_EMA,ALL,1d,0.02328062732108678,0.012248584069311619,-0.05582232240703888,0.5454545454545454,0.2805821692784894,0.39134685919998446,1.1321245255870853,0.6441019632090806,0.9457180009745525,0.7169654302376998,230.0,(in-sample конфигурация) 2026-01..06: +34.2%,2026-07..09: -4.8%,"library {""f"": 10, ""s"": 50, ""vn"": 60}"
35,LIB_422,P_BRK_S,ALL,1d,0.03597261074092886,0.005999869666993618,-0.0813759059747099,0.5555555555555556,0.466205035202438,0.3628342356532812,1.2223198611543793,1.0048460720972239,1.513649624957545,1.2848981418829957,175.0,(in-sample конфигурация) 2026-01..06: +33.8%,2026-07..09: -1.4%,"library {""n"": 55, ""vn"": 60}"
36,LIB_067,P_TSMOM,ALL,1d,0.02621015199904584,0.022288245265372097,-0.10676232044352219,0.6363636363636364,0.3317558965358679,0.2932469211227726,1.1523380466447497,0.7857804310375283,1.1482539085259764,1.1313192829634957,219.0,(in-sample конфигурация) 2026-01..06: +29.4%,2026-07..09: +7.7%,"library {""n"": 40, ""vn"": 20}"
37,LIB_060,P_BRK,EQ,1d,0.013721121657991634,0.014733852120116353,-0.0820823484682478,0.7272727272727273,0.16536934450414265,0.3186716725176666,1.086432179433563,0.4344255644996837,0.601259307955385,0.5189333058619287,230.0,(in-sample конфигурация) 2026-01..06: +10.4%,2026-07..09: +2.8%,"library {""n"": 10, ""vn"": 60}"
38,LIB_003,P_TSMOM,FUT,1d,0.021086733560712837,0.012555635417811573,-0.08489658427424729,0.6363636363636364,0.2669060521931324,0.20705028528755065,1.1777339639850581,0.9645430715578968,1.4315577007460392,1.2890880677727843,216.0,(in-sample конфигурация) 2026-01..06: +23.4%,2026-07..09: +4.5%,"library {""n"": 40, ""vn"": 20}"
39,LIB_094,P_BRK,ALL,1d,0.023147520057682412,0.01806950429454446,-0.08321267669089139,0.6,0.28593995365372393,0.3389998816419393,1.1312262819655496,0.6393737732344176,0.9324855777778578,0.8434809837359806,204.0,(in-sample конфигурация) 2026-01..06: +26.5%,2026-07..09: +0.3%,"library {""n"": 55, ""vn"": 60}"
40,LIB_340,P_TSMOM_S,EQ,1d,0.023297373166759495,0.0007259317208081484,-0.05111993984610308,0.5454545454545454,0.2948872987135038,0.317685395013541,1.1788502932881966,0.7733178996285252,1.125317455641952,0.9282368763000092,207.0,(in-sample конфигурация) 2026-01..06: +27.2%,2026-07..09: +3.5%,"library {""n"": 40, ""vn"": 60}"
41,LIB_068,P_TSMOM,ALL,1d,0.025049205502728,0.011282485953415744,-0.09145098114095163,0.6,0.3172060194315305,0.2751849796040915,1.1404839055934723,0.711852563243093,1.0799168062381048,1.1527010663441537,199.0,(in-sample конфигурация) 2026-01..06: +27.4%,2026-07..09: -1.9%,"library {""n"": 60, ""vn"": 20}"
42,LIB_267,P_BRK_L,FUT,1d,0.009826011556929378,0.02486066467827186,-0.05464371015841607,0.5833333333333334,0.12029902408159691,0.13952765367139364,1.1340233750656126,0.6589950794670736,0.9447073595296441,0.8621876804788624,242.0,(in-sample конфигурация) 2026-01..06: +7.0%,2026-07..09: +8.9%,"library {""n"": 10, ""vn"": 20}"
43,LIB_312,P_TSMOM_S,EQ,1d,0.02774417962646112,0.0168075320252683,-0.0670566723565571,0.5,0.3513333299431257,0.2672616263735108,1.2174193587997286,1.0104240689268753,1.51020744511395,1.3145670581683908,182.0,(in-sample конфигурация) 2026-01..06: +30.0%,2026-07..09: -2.2%,"library {""n"": 60, ""vn"": 20}"
44,C2_TREND_ALL_ENS,candidate,ALL/EQ,1d,0.007081598276705098,0.0019003504070490137,-0.029693086912511244,0.6363636363636364,0.08534865401315883,0.08140099040416393,1.138059238811296,0.6764214870470903,0.9741898816931525,1.0484965058704367,230.0,"OOS 2026-01..06: Sharpe 1.65, +11.9%, прибыльных мес. 83%","2026-07..09: +1.2%, прибыльных мес. 67%","frozen candidate, vol-target 10%"
45,LIB_287,P_EMA_L,FUT,1d,0.010988159488161646,0.004280706285499036,-0.045392786734737456,0.6363636363636364,0.13243120913558296,0.12466480141301872,1.1554286673025966,0.7904558884050638,1.1540407147292437,1.0622983202518717,216.0,(in-sample конфигурация) 2026-01..06: +10.2%,2026-07..09: +4.4%,"library {""f"": 5, ""s"": 20, ""vn"": 60}"
46,LIB_282,P_TSMOM_S,FUT,1d,0.017666650341016065,0.01592979652923532,-0.10688896871397446,0.7,0.22371838622794216,0.18438531830906868,1.1771833568493533,0.8850464404981849,1.3562421687592203,1.213319955621103,196.0,(in-sample конфигурация) 2026-01..06: +18.8%,2026-07..09: -2.6%,"library {""n"": 60, ""vn"": 60}"
47,LIB_022,P_EMA,FUT,1d,0.019292990464071572,0.022431302699260414,-0.10951848630793393,0.6363636363636364,0.23252247637568002,0.26103700132807717,1.1512368242593611,0.7945441245710668,1.248968873709067,0.8907644326002678,227.0,(in-sample конфигурация) 2026-01..06: +26.7%,2026-07..09: +8.4%,"library {""f"": 3, ""s"": 10, ""vn"": 60}"
48,C6_WF_PANEL_SHARPE_K10_SMOOTH,candidate,ALL/EQ,1d,0.01053412076169078,-0.00046159697557584763,-0.016433037307418904,0.4444444444444444,0.14053756404420406,0.057251400321720144,1.2914308939427677,1.324206628272388,2.13686224331896,2.4547445696430703,170.0,"OOS 2026-01..06: Sharpe 1.70, +10.3%, прибыльных мес. 67%","2026-07..09: -0.9%, прибыльных мес. 0%","frozen candidate, vol-target 10%"
49,C1_TREND_FUT_ENS,candidate,FUT,1d,0.007998404929413493,0.007788584822601186,-0.03230143258455752,0.5454545454545454,0.09639816723623575,0.08097642202691559,1.1565707242376775,0.7752179061996562,1.1602099418010434,1.1904473527392228,227.0,"OOS 2026-01..06: Sharpe 1.92, +13.3%, прибыльных мес. 67%","2026-07..09: +0.7%, прибыльных мес. 67%","frozen candidate, vol-target 10%"
50,LIB_160,P_XS_MOM,FUT,1d,0.011428710842756118,0.009580108191585168,-0.09220300428842165,0.7,0.14472538353640912,0.23334784974849754,1.1079209405185537,0.5987812402325497,0.8129083697681065,0.6202130582835635,196.0,(in-sample конфигурация) 2026-01..06: +1.2%,2026-07..09: +8.7%,"library {""hold"": 1, ""k"": 2, ""n"": 60}"
51,LIB_276,P_TSMOM_S,FUT,1d,0.015289968761532113,0.004431149194715545,-0.05668806572793983,0.5454545454545454,0.18427736263898703,0.18435785645306169,1.1670733245172702,0.8216829018115138,1.2748213043534578,0.9995633827837701,226.0,(in-sample конфигурация) 2026-01..06: +24.0%,2026-07..09: +1.0%,"library {""n"": 10, ""vn"": 60}"
52,LIB_268,P_BRK_S,FUT,1d,0.02161432946862381,-0.004502266059716931,-0.049125369609100744,0.5,0.26355537223031617,0.19149418391680229,1.245435979688084,1.173165791115936,1.8105775259128576,1.376310062475955,244.0,(in-sample конфигурация) 2026-01..06: +30.1%,2026-07..09: -1.4%,"library {""n"": 10, ""vn"": 20}"
53,LIB_062,P_BRK,EQ,1d,0.02174314931180561,-0.0007469118136214092,-0.05081963614793494,0.5,0.26859184443995165,0.31957382382825017,1.142254610273212,0.6912123325596023,0.9994079770231591,0.8404688507413612,204.0,(in-sample конфигурация) 2026-01..06: +23.8%,2026-07..09: +0.8%,"library {""n"": 55, ""vn"": 60}"
54,LIB_036,P_TSMOM,EQ,1d,0.02058745883987285,-0.002676592230272945,-0.052783948194701225,0.5,0.2607055089270331,0.25046879111323506,1.1337565957984002,0.6966481307355519,1.04244849302949,1.0408702328473733,199.0,(in-sample конфигурация) 2026-01..06: +22.9%,2026-07..09: -0.5%,"library {""n"": 60, ""vn"": 20}"
55,LIB_017,P_TSMOM,FUT,1d,0.019630350468849592,0.018920704256743193,-0.09874199969635811,0.5454545454545454,0.2365883978245699,0.20516900179063668,1.1552172372979066,0.8356185522248585,1.2858248615682444,1.1531390987903472,227.0,(in-sample конфигурация) 2026-01..06: +29.0%,2026-07..09: +6.8%,"library {""n"": 10, ""vn"": 60}"
56,LIB_417,P_BRK_L,ALL,1d,0.0117259345673698,0.01045864334446378,-0.05280141840921715,0.5454545454545454,0.14132300269890907,0.18588905217347929,1.1223390452211766,0.6093949338926822,0.8974281141642328,0.760254576837697,230.0,(in-sample конфигурация) 2026-01..06: +1.9%,2026-07..09: +4.2%,"library {""n"": 10, ""vn"": 60}"
57,LIB_076,P_BRK,ALL,1d,0.018355738652038173,0.027038958849516348,-0.15881268517114222,0.6666666666666666,0.22292270555728289,0.41673419601647765,1.095256657026032,0.5024181904521581,0.7179602369141738,0.5349277973542361,249.0,(in-sample конфигурация) 2026-01..06: +29.8%,2026-07..09: +5.6%,"library {""n"": 10, ""vn"": 20}"
58,LIB_024,P_EMA,FUT,1d,0.018804884356127746,0.004076006182003766,-0.07395456999074668,0.5454545454545454,0.22663973667472223,0.19576633063843474,1.1560241327886716,0.8209521641600908,1.2183170659777245,1.1577053926260092,227.0,(in-sample конфигурация) 2026-01..06: +23.0%,2026-07..09: -4.4%,"library {""f"": 10, ""s"": 50, ""vn"": 60}"
59,LIB_030,P_BRK,FUT,1d,0.0071745919998647874,0.015680394441005774,-0.07219739764695987,0.6,0.09177650680030083,0.20186395083510433,1.0592112963231228,0.32651137292574767,0.46775156524244604,0.4546453510922804,194.0,(in-sample конфигурация) 2026-01..06: +9.6%,2026-07..09: -0.5%,"library {""n"": 55, ""vn"": 60}"
60,C5_TREND_FUT_LONGONLY,candidate,FUT,1d,0.005742976397427174,0.000803256293271065,-0.025531412146465773,0.5454545454545454,0.06921535032029619,0.10129023636878702,1.109834967214502,0.571834886995039,0.8324959866238587,0.6833368427366526,227.0,"OOS 2026-01..06: Sharpe 0.56, +3.1%, прибыльных мес. 50%","2026-07..09: +5.4%, прибыльных мес. 100%","frozen candidate, vol-target 10%"
61,LIB_029,P_BRK,FUT,1d,0.019798724007242443,-0.001151491975178942,-0.048522047291044146,0.45454545454545453,0.23861766499163503,0.18890447000740096,1.170763477401443,0.8978115541907928,1.320160307257483,1.2631657947653985,227.0,(in-sample конфигурация) 2026-01..06: +30.6%,2026-07..09: -2.1%,"library {""n"": 20, ""vn"": 60}"
62,LIB_372,P_TSMOM_S,ALL,1d,0.029302778968121855,0.004532968818239169,-0.09833602234721184,0.5,0.3710703668324979,0.31324157485505566,1.1930940090875188,0.9184190276633877,1.3899601962377262,1.1846140379169048,199.0,(in-sample конфигурация) 2026-01..06: +34.0%,2026-07..09: -5.8%,"library {""n"": 60, ""vn"": 20}"
63,LIB_059,P_BRK,EQ,1d,0.004725295583325947,0.004288109252229333,-0.0486358606867725,0.6363636363636364,0.05695008416078054,0.20179748395457864,1.0332195704962037,0.1689833470802091,0.22743189571344408,0.28221404471821404,230.0,(in-sample конфигурация) 2026-01..06: -1.4%,2026-07..09: +11.7%,"library {""n"": 5, ""vn"": 60}"
64,LIB_133,P_XS_MOM,FUT,1d,0.014678801871923497,0.008604016322351526,-0.0796533528555301,0.5833333333333334,0.17826785887829982,0.18766783791215857,1.1574917388475598,0.8691467946996038,1.2565431719205347,0.9499116143797715,245.0,(in-sample конфигурация) 2026-01..06: +27.1%,2026-07..09: -0.7%,"library {""hold"": 5, ""k"": 1, ""n"": 10}"
65,LIB_389,P_BRK_L,ALL,1d,0.00681775573155557,0.007296876981854439,-0.06772185047157109,0.7272727272727273,0.08590372221760018,0.22236383650670177,1.0609850512525856,0.327421231342726,0.47682975943058886,0.38632056168454865,220.0,(in-sample конфигурация) 2026-01..06: -0.4%,2026-07..09: +6.1%,"library {""n"": 20, ""vn"": 20}"
66,LIB_082,P_TSMOM,ALL,1d,0.02396014972857136,0.010602638823911548,-0.1266364295661333,0.5454545454545454,0.28877189151130356,0.41214079321798636,1.1269177029320616,0.6286081184946342,0.9337576955923491,0.7006632108813566,230.0,(in-sample конфигурация) 2026-01..06: +34.5%,2026-07..09: -4.5%,"library {""n"": 20, ""vn"": 60}"
67,LIB_086,P_EMA,ALL,1d,0.010192637019992451,0.019932245602831244,-0.12349274891312234,0.6363636363636364,0.12284343399747424,0.3694199752644636,1.053052150844866,0.28188062340755854,0.4016496377634968,0.3325305674375946,230.0,(in-sample конфигурация) 2026-01..06: +20.2%,2026-07..09: +7.8%,"library {""f"": 3, ""s"": 10, ""vn"": 60}"
68,LIB_406,P_EMA_S,ALL,1d,0.012715983364945383,0.002695016773941461,-0.08286100201075897,0.5454545454545454,0.15325524298968957,0.37151858769357204,1.0816519314662687,0.3725472306553481,0.5331418575970452,0.4125102971054957,229.0,(in-sample конфигурация) 2026-01..06: +25.6%,2026-07..09: +3.2%,"library {""f"": 3, ""s"": 10, ""vn"": 60}"
69,LIB_246,P_TSMOM_S,FUT,1d,0.011121655518309126,-0.003487424529339478,-0.050698954728432,0.5,0.1350678164151277,0.27999736867241154,1.117497199322815,0.6044657603744449,0.8701156162022391,0.48238959192917613,244.0,(in-sample конфигурация) 2026-01..06: +26.6%,2026-07..09: -2.0%,"library {""n"": 10, ""vn"": 20}"
70,LIB_290,P_EMA_S,FUT,1d,0.014955791013769405,0.0006744633428752422,-0.07338994511474084,0.5454545454545454,0.1802497943050817,0.19802373200946022,1.1516569385175177,0.7507945453502987,1.1297328735285852,0.9102433959605942,226.0,(in-sample конфигурация) 2026-01..06: +21.1%,2026-07..09: -4.6%,"library {""f"": 10, ""s"": 50, ""vn"": 60}"
71,LIB_091,P_BRK,ALL,1d,0.00749574182836196,0.017175641303765588,-0.09115288945031352,0.6363636363636364,0.09033998412269284,0.24104600516147912,1.0402290558325777,0.21533875865539714,0.3072805000907278,0.37478316250117144,230.0,(in-sample конфигурация) 2026-01..06: +8.3%,2026-07..09: +8.3%,"library {""n"": 5, ""vn"": 60}"
72,LIB_013,P_BRK,FUT,1d,0.012525412214017706,-0.001134389516664669,-0.054769163369201124,0.5,0.1584805294359395,0.1547734473424498,1.1118279172783787,0.6263488457030718,0.8970321812150177,1.02395166714409,235.0,(in-sample конфигурация) 2026-01..06: +25.7%,2026-07..09: -3.3%,"library {""n"": 20, ""vn"": 20}"
73,LIB_359,P_BRK_L,EQ,1d,0.0020495566079096698,0.006302235298790038,-0.0372959176893346,0.6363636363636364,0.02582441325966184,0.1929072867933428,1.0251803169375313,0.14030944276483417,0.2013917250888424,0.1338695582159473,201.0,(in-sample конфигурация) 2026-01..06: -2.9%,2026-07..09: +3.0%,"library {""n"": 20, ""vn"": 60}"
74,LIB_360,P_BRK_S,EQ,1d,0.022648480370910627,-0.0025877903681248426,-0.06487694422685308,0.45454545454545453,0.27296342429636633,0.2872007889673114,1.1781688646437114,0.7617081563868365,1.1146928059406587,0.9504271394165094,224.0,(in-sample конфигурация) 2026-01..06: +29.8%,2026-07..09: +4.8%,"library {""n"": 20, ""vn"": 60}"
75,LIB_229,P_XS_MOM,EQ,1d,0.005546962513471953,0.012063993606716394,-0.054861731245182455,0.6,0.07024294238165489,0.19338507810607553,1.0700625429244914,0.34438417648275615,0.43760492211940116,0.3632283476552687,199.0,(in-sample конфигурация) 2026-01..06: -0.3%,2026-07..09: +5.8%,"library {""hold"": 5, ""k"": 2, ""n"": 60}"
76,LIB_081,P_TSMOM,ALL,1d,0.024641567741293165,0.013311438386153895,-0.1479945362370927,0.5454545454545454,0.2969844599081072,0.29652234787499765,1.1356647143790184,0.6744387376211004,1.0110653079082232,1.0015584391409997,230.0,(in-sample конфигурация) 2026-01..06: +28.2%,2026-07..09: +18.1%,"library {""n"": 10, ""vn"": 60}"
77,LIB_257,P_EMA_L,FUT,1d,0.006003465536196018,0.0031365732138510793,-0.04549938510172069,0.5833333333333334,0.07261791912582702,0.12438817064685281,1.0800196729388865,0.4071282439480348,0.579363470972624,0.5838008449532925,235.0,(in-sample конфигурация) 2026-01..06: +5.7%,2026-07..09: +7.2%,"library {""f"": 5, ""s"": 20, ""vn"": 20}"
