code,secid,strategy,tag,direction,signal_id,entry_ts,exit_ts,trading_day,entry_ref,entry_price,exit_ref,exit_price,qty,entry_atr,initial_stop,final_stop,risk_money,gross_pnl,commission,spread_cost,slippage_cost,net_pnl,net_pnl_check,R,gross_R,exit_reason,bars_held,mae_R,mfe_R,partial
MX,MXZ5,RBREAKER_2_1,BREAKOUT,SHORT,2025-10-27|MX|MXZ5|BREAKOUT|-1|1,2025-10-27 10:44:00+00:00,2025-10-27 10:49:00+00:00,2025-10-27,253247.1875,253175.0,254375.0,254450.0,3.3991349201628185,783.9285714285714,254375.0,254375.0,5000.0,-3833.586852146129,431.3714659619127,84.97837300407046,415.3317980573944,-4765.268489169537,-4765.268489169507,-0.9530536978339075,-0.7667173704292258,INITIAL_STOP,4,0.7308140078350059,0.0,False
MX,MXZ5,RBREAKER_2_1,BREAKOUT,SHORT,2025-10-27|MX|MXZ5|BREAKOUT|-1|2,2025-10-27 11:19:00+00:00,2025-10-27 12:03:00+00:00,2025-10-27,253247.1875,253175.0,252325.0,252400.0,3.3991349201628185,794.6428571428571,254375.0,252325.0,5000.0,3134.639734187649,429.6294093153292,84.97837300407046,415.3317980573944,2204.7001538108716,2204.700153810855,0.4409400307621743,0.6269279468375298,TRAILING_STOP,43,0.13596539680651273,1.3936453172667556,False
MX,MXZ5,RBREAKER_2_1,BREAKOUT,SHORT,2025-10-27|MX|MXZ5|BREAKOUT|-1|3,2025-10-27 12:48:00+00:00,2025-10-27 14:24:00+00:00,2025-10-27,253225.0,253175.0,252625.0,252700.0,3.2225059817767283,875.0,254500.0,252625.0,5000.0,1933.503589066037,407.5463033828256,80.5626495444182,322.2505981776728,1123.1440379611613,1123.1440379611204,0.22462880759223225,0.3867007178132074,TRAILING_STOP,95,0.2578004785421383,1.2084397431662732,False
MX,MXZ5,RBREAKER_2_1,BREAKOUT,SHORT,2025-10-27|MX|MXZ5|BREAKOUT|-1|4,2025-10-27 14:43:00+00:00,2025-10-27 15:35:00+00:00,2025-10-27,253225.0,253175.0,252550.0,252600.0,3.5048673845803355,798.2142857142857,254375.0,253525.0,5000.0,2365.7854845917263,443.1685753590298,87.62168461450838,262.8650538435252,1572.130170774659,1572.130170774663,0.3144260341549318,0.4731570969183453,FORCE_CLOSE,51,0.2803893907664268,0.595827455378657,False
MX,MXZ5,RBREAKER_2_1,BREAKOUT,LONG,2025-10-30|MX|MXZ5|BREAKOUT|1|5,2025-10-30 13:45:00+00:00,2025-10-30 14:06:00+00:00,2025-10-30,261189.6875,261275.0,261550.00000000003,261475.0,4.756186014435024,496.42857142857144,260525.0,261550.0,5000.0,1713.7132733261196,621.5740597614773,118.9046503608756,643.5714200782393,329.66314312548036,329.66314312552754,0.06593262862509607,0.3427426546652239,TRAILING_STOP,20,0.42805674129915217,0.97501813295918,False
MX,MXZ5,RBREAKER_2_1,BREAKOUT,LONG,2025-10-30|MX|MXZ5|BREAKOUT|1|6,2025-10-30 14:31:00+00:00,2025-10-30 15:24:00+00:00,2025-10-30,261189.6875,261275.0,260825.0,260749.99999999997,4.250751851733775,573.2142857142857,260400.0,260825.0,5000.0,-1550.1960659291613,554.7496838503309,106.26879629334438,575.1798599377264,-2786.3944060107488,-2786.3944060105623,-0.5572788812021497,-0.3100392131858323,TRAILING_STOP,52,0.340060148138702,0.3613139073973709,False
MX,MXZ5,RBREAKER_2_1,BREAKOUT,LONG,2025-11-07|MX|MXZ5|BREAKOUT|1|7,2025-11-07 07:25:00+00:00,2025-11-07 08:37:00+00:00,2025-11-07,261250.625,261325.0,260900.0,260824.99999999997,4.632149433140714,532.1428571428571,260525.0,260900.0,5000.0,-1624.1473949949627,604.6692066286059,115.80373582851784,576.1235857468763,-2920.7439231991602,-2920.743923198963,-0.584148784639832,-0.32482947899899256,TRAILING_STOP,71,0.48637569047977497,0.34741120748555354,False
MX,MXZ5,RBREAKER_2_1,BREAKOUT,LONG,2025-11-07|MX|MXZ5|BREAKOUT|1|8,2025-11-07 08:45:00+00:00,2025-11-07 10:54:00+00:00,2025-11-07,261250.625,261325.0,261400.00000000003,261325.00000000003,4.427080451119498,558.9285714285714,260475.0,261400.0,5000.0,661.295142385975,578.4533994444015,110.67701127798746,550.6181311079877,-578.4533994444015,-578.4533994444016,-0.1156906798888803,0.132259028477195,TRAILING_STOP,128,0.26562482706716994,0.8190098834571072,False
MX,MXZ5,RBREAKER_2_1,BREAKOUT,LONG,2025-11-07|MX|MXZ5|BREAKOUT|1|9,2025-11-07 11:33:00+00:00,2025-11-07 13:00:00+00:00,2025-11-07,261250.625,261325.0,261000.0,260925.0,6.2157164390160515,344.64285714285717,260800.0,261000.0,5000.0,-1557.813932528398,811.5394775690332,155.3929109754013,773.0797321026214,-3297.826053175359,-3297.826053175454,-0.6595652106350718,-0.3115627865056796,TRAILING_STOP,86,0.37294298634096307,0.24862865756064206,False
MX,MXZ5,RBREAKER_2_1,BREAKOUT,LONG,2025-11-07|MX|MXZ5|BREAKOUT|1|10,2025-11-07 13:08:00+00:00,2025-11-07 13:29:00+00:00,2025-11-07,261250.625,261325.0,261250.0,261200.0,7.640440853437243,250.0,260950.0,261250.0,5000.0,-4.775275533398277,998.080339235574,191.01102133593108,759.268809810326,-1953.13544591525,-1953.1354459152294,-0.39062708918305,-0.0009550551066796555,TRAILING_STOP,20,0.3056176341374897,0.45842645120623465,False
MX,MXZ5,RBREAKER_2_1,BREAKOUT,LONG,2025-11-07|MX|MXZ5|BREAKOUT|1|11,2025-11-07 13:46:00+00:00,2025-11-07 15:06:00+00:00,2025-11-07,261250.625,261325.0,261750.0,261675.0,6.6276738521697345,301.7857142857143,260850.0,261750.0,5000.0,3309.6946299272613,866.5683561711928,165.69184630424337,824.3169353636108,1453.117492088407,1453.117492088214,0.2906234984176814,0.6619389259854522,TRAILING_STOP,79,0.29824532334763804,1.1929812933905521,False
MX,MXZ5,RBREAKER_2_1,REVERSAL,SHORT,2025-11-10|MX|MXZ5|REVERSAL|-1|12,2025-11-10 14:28:00+00:00,2025-11-10 15:12:00+00:00,2025-11-10,260297.0,260225.0,260199.99999999997,260275.0,5.006347333226055,419.64285714285717,260650.0,260200.0,3500.0,485.6156913229273,651.4509467360404,125.15868333065137,610.7743746535787,-901.7683133973114,-901.768313397343,-0.25764808954208895,0.13874734037797923,TRAILING_STOP,43,0.2860769904700603,0.6436732285576355,False
MX,MXZ5,RBREAKER_2_1,BREAKOUT,SHORT,2025-11-12|MX|MXZ5|BREAKOUT|-1|13,2025-11-12 12:04:00+00:00,2025-11-12 12:25:00+00:00,2025-11-12,257870.625,257800.0,258299.99999999997,258375.0,5.585656035301346,416.07142857142856,258425.0,258300.0,5000.0,-2398.3410601575156,720.7940010054181,139.64140088253365,673.7697592582249,-3932.5462213038145,-3932.546221303692,-0.7865092442607629,-0.4796682120315031,TRAILING_STOP,20,0.4747807630006144,0.13964140088253363,False
MX,MXZ5,RBREAKER_2_1,BREAKOUT,SHORT,2025-11-12|MX|MXZ5|BREAKOUT|-1|14,2025-11-12 12:33:00+00:00,2025-11-12 12:48:00+00:00,2025-11-12,257870.625,257800.0,258275.0,258350.0,5.024368185700649,476.7857142857143,258525.0,258275.0,5000.0,-2031.7288850926998,648.3319097623475,125.60920464251622,606.0644124001408,-3411.734411897721,-3411.7344118977044,-0.6823468823795442,-0.40634577701853997,TRAILING_STOP,14,0.42707129578455516,0.2512184092850324,False
MX,MXZ5,RBREAKER_2_1,BREAKOUT,SHORT,2025-11-12|MX|MXZ5|BREAKOUT|-1|15,2025-11-12 13:08:00+00:00,2025-11-12 14:53:00+00:00,2025-11-12,257870.625,257800.0,257599.99999999997,257675.0,5.024368185700649,471.42857142857144,258525.0,257600.0,5000.0,1359.7196402552381,647.4840476310105,125.60920464251622,606.0644124001408,-19.43802441840444,-19.43802441842945,-0.003887604883680888,0.2719439280510476,TRAILING_STOP,104,0.6782897050695876,0.92950811435462,False
MX,MXZ5,RBREAKER_2_1,BREAKOUT,SHORT,2025-11-12|MX|MXZ5|BREAKOUT|-1|16,2025-11-12 15:11:00+00:00,2025-11-12 15:35:00+00:00,2025-11-12,257870.625,257800.0,257700.00000000003,257750.0,4.463687898942106,566.0714285714286,258650.0,258500.0,5000.0,761.6167477569968,575.3135740749007,111.59219747355264,426.84015533633885,-352.1291791278803,-352.12917912779534,-0.07042583582557606,0.15232334955139937,FORCE_CLOSE,23,0.2455028344418158,0.1339106369682632,False
MX,MXZ5,RBREAKER_2_1,BREAKOUT,SHORT,2025-11-14|MX|MXZ5|BREAKOUT|-1|17,2025-11-14 13:38:00+00:00,2025-11-14 14:29:00+00:00,2025-11-14,255202.1875,255125.0,255800.00000000003,255874.99999999997,5.225001632813011,450.0,255800.0,255800.0,5000.0,-3123.571288616028,667.4939585918621,130.62504082032527,664.5548951734048,-4586.245183201419,-4586.24518320162,-0.9172490366402839,-0.6247142577232057,INITIAL_STOP,50,0.6792502122656914,0.0,False
