code,secid,strategy,tag,direction,signal_id,entry_ts,exit_ts,trading_day,entry_ref,entry_price,exit_ref,exit_price,qty,entry_atr,initial_stop,final_stop,risk_money,gross_pnl,commission,spread_cost,slippage_cost,net_pnl,net_pnl_check,R,gross_R,exit_reason,bars_held,mae_R,mfe_R,partial
MX,MXZ5,MOM_TSMOM,MOMENTUM,SHORT,2025-11-24|MX|MXZ5|MOMENTUM|-1|1,2025-11-24 00:00:00+00:00,2025-12-02 00:00:00+00:00,2025-11-24,271750.0,271700.0,271100.0,271150.0,0.24436912444986403,6739.758422078487,291925.0,291925.0,5000.0,158.83993089241162,33.163944801902176,6.109228111246601,18.327684333739803,101.23907364552281,101.23907364552304,0.02024781472910456,0.031767986178482324,SIGNAL_EXIT,5,0.1515088571589157,0.41054012907577153,False
MX,MXZ5,MOM_TSMOM,MOMENTUM,SHORT,2025-12-03|MX|MXZ5|MOMENTUM|-1|2,2025-12-03 00:00:00+00:00,2025-12-05 00:00:00+00:00,2025-12-03,269375.0,269325.0,267575.0,267625.0,0.2626786789626557,6263.611651441595,288125.0,288125.0,5000.000000000001,472.8216221327802,35.26132916724949,6.566966974066392,19.700900922199175,411.292425069256,411.2924250692651,0.08225848501385119,0.09456432442655602,SIGNAL_EXIT,1,0.09456432442655602,0.2876331534641079,False
MX,MXZ5,MOM_TSMOM,MOMENTUM,LONG,2025-12-08|MX|MXZ5|MOMENTUM|1|3,2025-12-08 00:00:00+00:00,2025-12-16 00:00:00+00:00,2025-12-08,273100.0,273150.0,275325.0,275275.0,0.2665021460085307,6169.435057659324,254625.0,254625.0,5000.0,592.9672748689809,36.539109856182115,6.662553650213268,19.987660950639803,529.7779504119381,529.7779504119458,0.10595559008238763,0.11859345497379618,SIGNAL_EXIT,5,0.18255397001584353,0.3597778971115165,False
MX,MXH6,MOM_TSMOM,MOMENTUM,LONG,2025-12-18|MX|MXH6|MOMENTUM|1|4,2025-12-18 00:00:00+00:00,2026-02-06 00:00:00+00:00,2025-12-18,284225.0,284275.0,278575.0,278525.0,0.29909426778358433,5487.01948957407,267800.0,267800.0,5000.0,-1689.8826129772515,42.082563477150316,7.477356694589608,22.432070083768824,-1761.8746032327658,-1761.8746032327604,-0.3523749206465532,-0.3379765225954503,SIGNAL_EXIT,31,0.5383696820104519,0.41574103221918224,False
MX,MXH6,MOM_TSMOM,MOMENTUM,SHORT,2026-02-09|MX|MXH6|MOMENTUM|-1|5,2026-02-09 00:00:00+00:00,2026-02-23 00:00:00+00:00,2026-02-09,278550.0,278500.0,281500.0,281550.0,0.4076890148194957,4007.795947150194,290525.0,290525.0,5000.0,-1202.6825937175124,57.08155818741464,10.192225370487392,30.576676111462177,-1300.533053386879,-1300.5330533868766,-0.2601066106773758,-0.2405365187435025,SIGNAL_EXIT,9,0.4280734655604705,0.2405365187435025,False
MX,MXH6,MOM_TSMOM,MOMENTUM,LONG,2026-02-24|MX|MXH6|MOMENTUM|1|6,2026-02-24 00:00:00+00:00,2026-02-27 00:00:00+00:00,2026-02-24,282650.0,282700.0,281225.0,281175.0,0.4979410139074925,3258.6204488887897,272900.0,272900.0,5000.0,-709.5659448181768,70.19412230427184,12.448525347687314,37.34557604306194,-829.5541685131952,-829.5541685131979,-0.16591083370263904,-0.14191318896363536,SIGNAL_EXIT,2,0.2215837511888342,0.1468925991027103,False
MX,MXH6,MOM_TSMOM,MOMENTUM,LONG,2026-03-02|MX|MXH6|MOMENTUM|1|7,2026-03-02 00:00:00+00:00,2026-03-17 00:00:00+00:00,2026-03-02,282625.0,282675.0,285750.0,285700.0,0.5226660673429094,3101.2223719469166,273350.0,273350.0,5000.0,1633.331460446592,74.26758150650653,13.066651683572736,39.19995505071821,1506.7972722057987,1506.7972722057946,0.30135945444115975,0.3266662920893184,ROLL,11,0.0391999550507182,1.0662387773795352,False
MX,MXM6,MOM_TSMOM,MOMENTUM,LONG,2026-03-19|MX|MXM6|MOMENTUM|1|8,2026-03-19 00:00:00+00:00,2026-03-24 00:00:00+00:00,2026-03-19,296300.0,296350.0,289425.0,289375.0,0.4867044511555581,3337.9869569845387,286325.0,286325.0,5000.0,-3346.093101694462,71.26874116327232,12.167611278888952,36.50283383666685,-3466.032287973292,-3466.0322879732903,-0.6932064575946584,-0.6692186203388923,SIGNAL_EXIT,2,0.8371316559875599,0.14114429083511187,False
MX,MXM6,MOM_TSMOM,MOMENTUM,SHORT,2026-03-25|MX|MXM6|MOMENTUM|-1|9,2026-03-25 00:00:00+00:00,2026-06-16 00:00:00+00:00,2026-03-25,290025.0,289975.0,249175.0,249225.0,0.46970463798102163,3462.1133246156655,300375.0,300375.0,5000.0,19187.434461524736,63.31618519984172,11.742615949525542,35.22784784857662,19077.147812526808,19077.147812526793,3.8154295625053614,3.837486892304947,ROLL,59,0.1409113913943065,3.9666556677497278,False
MX,MXU6,MOM_TSMOM,MOMENTUM,SHORT,2026-06-18|MX|MXU6|MOMENTUM|-1|10,2026-06-18 00:00:00+00:00,2026-09-01 00:00:00+00:00,2026-06-18,248000.0,247950.0,218700.0,218750.0,0.3710857412159366,4415.002383708013,261200.0,261200.0,5000.0,10872.812217626943,43.2964288563694,9.277143530398416,27.831430591195247,10792.407214648976,10792.40721464898,2.158481442929795,2.1745624435253883,SIGNAL_EXIT,52,0.0037108574121593662,4.180280874797526,False
