family,tf,cls,configs,ic_mean,ic_pos_months,top_minus_bottom,ens_oos_mean,ens_pos_months,ens_202601,ens_202602,ens_202603,ens_202604,ens_202605,ens_202606
M_TSMOM,2,EQ,3888,0.941467725385987,6,58.30889966440472,-21.66893257315684,0,-20.1410029137547,-20.288321202539525,-20.75904788772269,-22.516522840813614,-23.01720390972352,-23.29149668438701
T_DONCH,2,EQ,1080,0.9396716700685581,6,53.96928908881179,-27.332619833006806,0,-23.86698661247095,-26.38048822348857,-26.96625505196558,-29.04310231004939,-28.638299517901327,-29.10058728216503
R_BB_LIMIT,3,EQ,1944,0.9392503469927127,6,56.756761318559484,-32.508311268775884,0,-27.112760953515217,-25.887460515007845,-34.01335701576943,-35.16303012389105,-33.050757077675925,-39.82250192679584
R_RSI,5,FUT,5184,0.9382458813330105,6,65.12653001100051,-25.66903542117848,0,-25.886680331597,-23.140316843232902,-27.414427459777915,-26.195969080519603,-25.128639961519294,-26.24817885042417
T_DONCH_STOP,2,FUT,1620,0.9382165560810419,6,53.91623678004927,-24.471125879331307,0,-21.240519059366946,-25.120930085330688,-25.47558182581215,-25.920981466308262,-23.693472317003277,-25.37527052216652
M_ROC_VOTE,1,FUT,2592,0.9378736736133964,6,55.51210781994346,-42.13737099748989,0,-38.577031717422216,-41.02518578753933,-42.718797439577926,-44.37765019322664,-41.71687540586843,-44.408685441304826
U_SIGNED_VOL,2,FUT,3888,0.9371825672721786,6,58.78486892064262,-24.995561332537083,0,-23.27085016717199,-23.65637495345365,-25.75539490227518,-26.341094399442675,-24.578206692654877,-26.371446880224134
U_BAR_PRESSURE,2,FUT,1296,0.9370205283470523,6,60.94885354161511,-32.33415831267445,0,-33.36054414696949,-32.20285127778681,-30.647321161401713,-33.474511674579944,-31.388847185334797,-32.93087442997391
U_OBV,3,EQ,432,0.935917722618049,6,47.20333695016447,-20.11178342145443,0,-18.393941803865033,-19.096064989756254,-19.717093796119023,-20.643321317912836,-21.631721153686392,-21.188557467387046
U_OBV,2,FUT,648,0.9354003681443291,6,50.5150194797248,-20.135060386989412,0,-17.82610231648773,-20.1209520565148,-21.12633389335407,-21.51277966890876,-19.46390174974485,-20.760292636926255
V_REGIME_TREND,1,EQ,1296,0.9351340004321244,6,47.047357966503824,-24.881984151389428,0,-22.794964177591584,-23.609133450601572,-24.27935182454835,-26.790783286921698,-27.050331330071998,-24.767340838601363
M_ACCEL,3,EQ,864,0.9350773416904133,6,52.59334287718579,-36.62582495214488,0,-37.788635166592016,-34.09219460136843,-34.551155045106526,-37.096693185278575,-38.17571561651251,-38.05055609801122
