construction,haircut,scale,risk_per_trade,growth_12m_p50,growth_12m_p05,growth_12m_p95,monthly_p50,p_dd_gt_25,p_halt_30,maxdd_p50,maxdd_p95,p_loss_12m,worst_month_p50,half_kelly
B_equal_risk,1.0,4.0,0.02,0.19700524964492816,-0.12894792279622003,0.6354336278941248,0.015098075925073617,0.00925,0.0,-0.1443774978865905,-0.21998473732327228,0.19875,-0.06918790733082308,7.575000000000001
B_equal_risk,1.0,4.5,0.0225,0.20431310847150153,-0.1379247992931314,0.725167083723457,0.015613077607151915,0.0245,0.00075,-0.1626858601836627,-0.2363616314263138,0.2185,-0.0772112250665174,7.575000000000001
B_equal_risk,1.0,5.0,0.025,0.20735507691579969,-0.1492614719530817,0.8177948017654517,0.015826608180187662,0.0535,0.004,-0.17886665186505996,-0.2516132158094536,0.23625,-0.08452539374854762,7.575000000000001
B_equal_risk,1.0,5.5,0.0275,0.2058696522502128,-0.16367110044208777,0.903666291101141,0.015722400680394433,0.09975,0.011,-0.19493172947073917,-0.266722354702009,0.24825,-0.09132649499436568,7.575000000000001
B_equal_risk,1.0,6.0,0.03,0.1996064025793347,-0.17845901561214994,0.9908299241388832,0.015281714716561146,0.164,0.02475,-0.20730550388431002,-0.28122207751876366,0.26125,-0.09738704747005705,7.575000000000001
B_equal_risk,1.0,6.5,0.0325,0.1928747424947752,-0.1919730006518302,1.0455624342468322,0.014805713252976194,0.24025,0.0445,-0.21994753500921566,-0.2961082716244546,0.27625,-0.10373251668022293,7.575000000000001
B_equal_risk,1.0,7.0,0.035,0.1818829340477366,-0.20842179706916042,1.0982337281424113,0.014023154234618529,0.3265,0.0745,-0.2309346325786481,-0.3023106537253902,0.29025,-0.10937634866213364,7.575000000000001
B_equal_risk,1.0,7.5,0.0375,0.159837893697244,-0.22945576304668902,1.108461104126425,0.012433346666034018,0.419,0.11725,-0.24171834867978986,-0.30556871970375765,0.31425,-0.11254904461948606,7.575000000000001
B_equal_risk,1.0,8.0,0.04,0.1490683656713898,-0.23920966080177175,1.1410732466354947,0.011646590941581714,0.523,0.1645,-0.2522486684586319,-0.30874177228521277,0.33525,-0.11880644692374681,7.575000000000001
B_equal_risk,1.0,8.5,0.0425,0.15499991774362476,-0.24677968168766085,1.2257927994851294,0.012080745841227092,0.58725,0.21275,-0.26023157823184523,-0.3104488185217558,0.3435,-0.12293868199121238,7.575000000000001
B_equal_risk,1.0,9.0,0.045,0.15226887938241607,-0.25845154960242256,1.2970917204405277,0.011881104313228308,0.66975,0.2675,-0.26898127410482014,-0.31348327509436685,0.352,-0.12749051155076185,7.575000000000001
B_equal_risk,1.0,9.5,0.0475,0.1477821120453795,-0.2721534757462677,1.3686010051802953,0.011552173715232872,0.735,0.3255,-0.27736067046067325,-0.31677760249692133,0.36875,-0.13023189522115286,7.575000000000001
B_equal_risk,1.0,10.0,0.05,0.13161132875406567,-0.27982285824831277,1.4057184186153373,0.010356811965799073,0.79125,0.40375,-0.28736144084593335,-0.32100075667907485,0.38875,-0.13482209022486896,7.575000000000001
B_equal_risk,1.0,10.5,0.0525,0.10172700597882223,-0.28338620312541285,1.4313616503999396,0.008105922700368584,0.84,0.48175,-0.2978112964561042,-0.3243245964890418,0.41075,-0.1398845047352379,7.575000000000001
B_equal_risk,1.0,11.0,0.055,0.07544223021178187,-0.29012018165488473,1.4784395439937423,0.00607940116336847,0.8975,0.5525,-0.3011538325426278,-0.32969532338068425,0.428,-0.14475927171046482,7.575000000000001
B_equal_risk,1.0,11.5,0.0575,0.051522011912345844,-0.2937465834668882,1.4892166256846902,0.00419533000725103,0.9495,0.62625,-0.30219712762406575,-0.3314591327670886,0.44875,-0.1482136935152829,7.575000000000001
B_equal_risk,1.0,12.0,0.06,0.01804596722003593,-0.30052014934578575,1.352766031363755,0.001491533860890959,0.958,0.70075,-0.30383081675835844,-0.3358738271146835,0.47875,-0.14765570905384356,7.575000000000001
B_equal_risk,1.0,12.5,0.0625,0.008614536137385276,-0.30037753063686523,1.382296863082387,0.0007150590953783897,0.9655,0.768,-0.30522876679455835,-0.336779308029598,0.48875,-0.15019359337197435,7.575000000000001
B_equal_risk,1.0,13.0,0.065,-0.0017212105735402439,-0.3016889550700209,1.3142820159193493,-0.000143547492605145,0.986,0.8445,-0.3033766366661881,-0.3362626041823282,0.50075,-0.15802226321071733,7.575000000000001
B_equal_risk,1.0,13.5,0.0675,-0.014764436908754064,-0.3033175992742273,1.2363480036355035,-0.0012387750885152204,0.989,0.88125,-0.3104096320729597,-0.3389960323777999,0.5225,-0.16154153428427226,7.575000000000001
B_equal_risk,1.0,14.0,0.07,-0.02685575680577812,-0.30304967430557295,1.2462096486359395,-0.0022660088794261846,0.98725,0.91125,-0.3089157496411306,-0.3362833917237146,0.53975,-0.16399935313220348,7.575000000000001
B_equal_risk,1.0,14.5,0.0725,-0.02740439090129687,-0.30680665958484943,1.2715320536748789,-0.0023128957604993117,0.99,0.926,-0.31070675795764724,-0.3400855123058947,0.53725,-0.16566548249925994,7.575000000000001
B_equal_risk,1.0,15.0,0.075,-0.02935266104553169,-0.30627994461940666,1.3058419508194743,-0.002479593244316347,0.99175,0.939,-0.3158503139232751,-0.34596752758320704,0.53925,-0.1672588159470147,7.575000000000001
B_equal_risk,1.0,15.5,0.0775,-0.010621064778745803,-0.3066547252242412,1.3680002179129782,-0.0008894267980238402,0.992,0.933,-0.3077173440171114,-0.3490648565009398,0.51075,-0.16090768648535037,7.575000000000001
B_equal_risk,1.0,16.0,0.08,-0.018781888809847436,-0.30857629934617936,1.2270389479466557,-0.0015787947705300232,0.993,0.96625,-0.30857629934617936,-0.3460075713781304,0.5165,-0.16084130919127537,7.575000000000001
B_equal_risk,1.0,16.5,0.0825,-0.021652344573006133,-0.3131045708561696,1.225459311438791,-0.001822520207500955,0.9945,0.972,-0.31738420644242216,-0.34844983314356426,0.518,-0.16528441098028934,7.575000000000001
B_equal_risk,1.0,17.0,0.085,-0.027932674767056187,-0.31623515226263366,1.1484451265277293,-0.0023580664061293444,0.9945,0.9805,-0.3261415012805846,-0.34825834639967335,0.52975,-0.1650530585889527,7.575000000000001
B_equal_risk,1.0,17.5,0.08750000000000001,-0.030727799717020443,-0.32022970888682123,1.156997931846358,-0.002597437314767581,0.9955,0.9835,-0.33484818386066684,-0.35104297807215873,0.53,-0.1685263506290679,7.575000000000001
B_equal_risk,1.0,18.0,0.09,-0.030983733206181974,-0.32191394316584765,1.1565721311022252,-0.0026193867403372373,0.9955,0.987,-0.3339243549368831,-0.35518705334758344,0.53275,-0.1700608473457989,7.575000000000001
B_equal_risk,1.0,18.5,0.0925,-0.034382075348605934,-0.32591911864045264,1.1637966918638822,-0.002911340982150179,0.99625,0.98925,-0.3358003336004849,-0.3612455017857542,0.5325,-0.17210188871557835,7.575000000000001
B_equal_risk,1.0,19.0,0.095,-0.04531470095575052,-0.3292031532701196,1.1670587456077661,-0.0038570028000783907,0.999,0.99,-0.3364612198944189,-0.3701938192473184,0.541,-0.17526629465079496,7.575000000000001
B_equal_risk,1.0,19.5,0.0975,-0.05091265385197197,-0.3354738366838306,1.1613645204541796,-0.004345069784550293,0.99925,0.99175,-0.3354738366838309,-0.37909923805211476,0.544,-0.17553370884958308,7.575000000000001
B_equal_risk,1.0,20.0,0.1,-0.0037460664231399043,-0.33473785225228814,1.5325326104760868,-0.0003127094713819556,0.9995,0.9835,-0.3256569396258687,-0.3879617582001431,0.50375,-0.17240646736475562,7.575000000000001
C_inverse_vol,0.5,0.5,0.0025,0.013440618009346483,-0.024437459968996822,0.05245111527541524,0.0011132103409550176,0.0,0.0,-0.0222274778728761,-0.04128523744252997,0.29025,-0.009903829193138702,3.8000000000000003
C_inverse_vol,0.5,1.0,0.005,0.026236852074368322,-0.049064126118107954,0.10658787614956244,0.002160544794053809,0.0,0.0,-0.04417479745847036,-0.08121113803969764,0.29525,-0.01979320613008173,3.8000000000000003
C_inverse_vol,0.5,1.5,0.0075,0.03817192014272308,-0.07406299063093913,0.16224181934428672,0.0031266609536797496,0.0,0.0,-0.06589974445589175,-0.11986549497849489,0.3005,-0.029681504752787413,3.8000000000000003
C_inverse_vol,0.5,2.0,0.01,0.04908860947132876,-0.10429927146059048,0.21957251307607661,0.00400146760083353,0.0,0.0,-0.08736927803921679,-0.15702685316436776,0.30875,-0.03953769656740386,3.8000000000000003
C_inverse_vol,0.5,2.5,0.0125,0.058764207147730785,-0.13635558677083826,0.27854166978419537,0.004769871934498182,0.0,0.0,-0.10862517666549337,-0.1842121740018814,0.3255,-0.04926338020318721,3.8000000000000003
C_inverse_vol,0.5,3.0,0.015,0.06160842752672946,-0.15368264118374975,0.3381968008029297,0.004994526482243966,0.00125,0.0,-0.12956098766131247,-0.20419735782962734,0.35125,-0.05870372379165595,3.8000000000000003
C_inverse_vol,0.5,3.5,0.0175,0.060040737161630275,-0.16718020025750124,0.398199382677789,0.004870768704556161,0.0115,0.0,-0.1501711347497428,-0.22348875987592906,0.38,-0.06732073066688832,3.8000000000000003
C_inverse_vol,0.5,4.0,0.02,0.051984299435256176,-0.18124341606790428,0.4549583178317753,0.004232112678057343,0.03775,0.00075,-0.16987392058226514,-0.2427243924100419,0.40575,-0.0759524766602957,3.8000000000000003
C_inverse_vol,0.5,4.5,0.0225,0.042029781954787904,-0.19359275328419667,0.5100626056911162,0.0034367692329326793,0.081,0.00875,-0.18969077281012714,-0.2616018110118134,0.42575,-0.08347404068540931,3.8000000000000003
C_inverse_vol,0.5,5.0,0.025,0.03209446206735933,-0.20989949628401072,0.564184525678016,0.002635984437174832,0.146,0.0235,-0.2034097137421313,-0.279379499418085,0.44325,-0.090170721361364,3.8000000000000003
C_inverse_vol,0.5,5.5,0.0275,0.025444687155510515,-0.22551660499240012,0.6024074584576549,0.002096056965562365,0.22825,0.0455,-0.21666626773425218,-0.2967490637787125,0.46175,-0.09614465261799104,3.8000000000000003
C_inverse_vol,0.5,6.0,0.03,0.01718668195620321,-0.24183933019891224,0.6540383676020423,0.0014210638918414897,0.31475,0.081,-0.22864546603800695,-0.3023687884516904,0.4745,-0.10281176251640933,3.8000000000000003
C_inverse_vol,0.5,6.5,0.0325,0.002726542664724274,-0.25570040162965746,0.6762719248824856,0.00022692844352212305,0.41825,0.128,-0.2414395673255404,-0.30525843845009,0.49675,-0.10807830593721252,3.8000000000000003
C_inverse_vol,0.5,7.0,0.035,-0.00995108258113997,-0.26829886325813745,0.7011934423946322,-0.0008330632716259112,0.538,0.18825,-0.2542966555676679,-0.3084308910330182,0.5175,-0.11332416304930398,3.8000000000000003
C_inverse_vol,0.5,7.5,0.0375,-0.0130210616960309,-0.2824022887030637,0.6958344877312641,-0.00109161865712315,0.6195,0.2395,-0.26278913805931325,-0.3106412323856238,0.5225,-0.11686605900128416,3.8000000000000003
C_inverse_vol,0.5,8.0,0.04,-0.030046364867598374,-0.29125282426214005,0.716101289694917,-0.0025390218392330466,0.702,0.31975,-0.27468933460876704,-0.31247961289590237,0.54,-0.12123297728904331,3.8000000000000003
C_inverse_vol,0.5,8.5,0.0425,-0.040268373085636466,-0.29561826332747165,0.7415725154878152,-0.0034192733336585457,0.76275,0.388,-0.2844396621360881,-0.3152704114517361,0.555,-0.12688559306730807,3.8000000000000003
C_inverse_vol,0.5,9.0,0.045,-0.04938033200866365,-0.3001025164357983,0.7869280205654217,-0.004211209960081175,0.81625,0.4625,-0.2944326679196155,-0.32046184889612317,0.5605,-0.13000253966572822,3.8000000000000003
C_inverse_vol,0.5,9.5,0.0475,-0.05964873742781451,-0.30071424863549445,0.7813031599420777,-0.005112037992581198,0.86225,0.537,-0.30052008851003625,-0.3233597724730613,0.578,-0.13487278129941122,3.8000000000000003
C_inverse_vol,0.5,10.0,0.05,-0.06739036807624088,-0.3006987501260402,0.800347179320859,-0.005797178354430499,0.8945,0.607,-0.3015449186846775,-0.32684308072199086,0.58875,-0.13858598393017046,3.8000000000000003
C_inverse_vol,0.5,10.5,0.0525,-0.07217791526509831,-0.3021321667598933,0.8105981472056303,-0.006223493638365496,0.936,0.67475,-0.30252852349270026,-0.33055330737603766,0.6055,-0.14221201320875493,3.8000000000000003
C_inverse_vol,0.5,11.0,0.055,-0.07320939939471272,-0.30359762694448544,0.8368399472185335,-0.006315607866183348,0.95175,0.723,-0.30349306846925195,-0.3323595152054484,0.60725,-0.14394988649787677,3.8000000000000003
C_inverse_vol,0.5,11.5,0.0575,-0.07715536573977544,-0.3035101356525607,0.7922468036876356,-0.006668862572457912,0.9725,0.78575,-0.3043624146315831,-0.3347445437300194,0.6245,-0.1474197126045782,3.8000000000000003
C_inverse_vol,0.5,12.0,0.06,-0.08773904640213503,-0.30557365565354055,0.7362884130124401,-0.0076232277211011334,0.98,0.85175,-0.306063333116,-0.33753012991791653,0.656,-0.14972027571254565,3.8000000000000003
C_inverse_vol,0.5,12.5,0.0625,-0.09199090270809562,-0.30634389260367945,0.6982895800647637,-0.00800949182556876,0.982,0.89675,-0.30436641945042053,-0.33732842248637995,0.653,-0.15331104406045415,3.8000000000000003
C_inverse_vol,0.5,13.0,0.065,-0.10153179778691812,-0.3083036185624656,0.6905103818414788,-0.008882314026807392,0.991,0.9155,-0.30947219759575967,-0.33950749264386465,0.6645,-0.15620577130125235,3.8000000000000003
C_inverse_vol,0.5,13.5,0.0675,-0.10304946733869613,-0.30824351593097565,0.6925668593179726,-0.009021936380678497,0.99175,0.93375,-0.30957480739768783,-0.33913433563443124,0.6615,-0.15936838849827362,3.8000000000000003
C_inverse_vol,0.5,14.0,0.07,-0.09816935302179641,-0.3065263223448461,0.7603848527108479,-0.008573744785779769,0.99425,0.93975,-0.306423947534962,-0.3418337424154691,0.63375,-0.15825536359614384,3.8000000000000003
C_inverse_vol,0.5,14.5,0.0725,-0.09954786209389088,-0.30989240673815255,0.7508302115521239,-0.008700121850214293,0.99375,0.9535,-0.3092753922640857,-0.3425900311874326,0.625,-0.16048102255282348,3.8000000000000003
C_inverse_vol,0.5,15.0,0.075,-0.10271518394970958,-0.309841397276581,0.7118968520635154,-0.008991164437183952,0.99575,0.96375,-0.3081611420903845,-0.34489752569863147,0.626,-0.16003253325625172,3.8000000000000003
C_inverse_vol,0.5,15.5,0.0775,-0.10082131319223286,-0.31090410373581023,0.6878576464479904,-0.008817025242762844,0.997,0.979,-0.30973697152269253,-0.34487675317828675,0.62075,-0.16259863018337006,3.8000000000000003
C_inverse_vol,0.5,16.0,0.08,-0.1009645920062997,-0.3144454787706604,0.6490186791105856,-0.008830187800259681,0.9975,0.9875,-0.3079924885577908,-0.3407989703539854,0.61575,-0.16521362647701776,3.8000000000000003
C_inverse_vol,0.5,16.5,0.0825,-0.10386410821388137,-0.318038887692507,0.6761980617488339,-0.009096970942879534,0.99725,0.98925,-0.31678116345613105,-0.34357325501470287,0.619,-0.167238108977603,3.8000000000000003
C_inverse_vol,0.5,17.0,0.085,-0.10918015376313883,-0.32152974351506014,0.6774513616709916,-0.009588159706226507,0.99825,0.99025,-0.3236033113161161,-0.34459506036604465,0.6205,-0.1688111132182224,3.8000000000000003
C_inverse_vol,0.5,17.5,0.08750000000000001,-0.11246405854664365,-0.3261242903110816,0.6813380741203707,-0.009892928251197919,0.9985,0.99125,-0.32347123380818127,-0.34938275079844,0.62575,-0.17190734629847987,3.8000000000000003
C_inverse_vol,0.5,18.0,0.09,-0.11321438584573662,-0.3276673489066295,0.6888983700323108,-0.009962708747249027,0.999,0.99275,-0.3239717018817596,-0.3558009655982294,0.62775,-0.17372996474328795,3.8000000000000003
C_inverse_vol,0.5,18.5,0.0925,-0.11907943168507296,-0.33336208244722654,0.6917820049291954,-0.010510031059785985,0.99875,0.994,-0.33218138081934045,-0.3648665960528682,0.631,-0.1756095194254908,3.8000000000000003
C_inverse_vol,0.5,19.0,0.095,-0.12530774560924973,-0.3382447963259759,0.6713690217153987,-0.011094922585574651,1.0,0.99475,-0.34830755567769556,-0.37388802490205475,0.64175,-0.17911976718213535,3.8000000000000003
C_inverse_vol,0.5,19.5,0.0975,-0.12704126326775678,-0.34381111055768687,0.6878367290898573,-0.011258393752604734,1.0,0.996,-0.35253358979086225,-0.3828652521457888,0.64875,-0.1818444548541896,3.8000000000000003
C_inverse_vol,0.5,20.0,0.1,-0.08927315497332322,-0.34094450361298356,0.8463982156168781,-0.0077624046731660234,1.0,0.9935,-0.3225587687836826,-0.3917982777840707,0.5935,-0.17536282669311043,3.8000000000000003
C_inverse_vol,1.0,0.5,0.0025,0.027426636300797114,-0.010972128388592406,0.06697330846358751,0.00225731596389922,0.0,0.0,-0.01880639224339198,-0.03420394588453191,0.12425,-0.008771718458622957,7.4750000000000005
C_inverse_vol,1.0,1.0,0.005,0.05475544470860627,-0.022630058396525876,0.1373300793474297,0.004452293311062894,0.0,0.0,-0.03742613012923823,-0.06759561856774125,0.12925,-0.017549292391595306,7.4750000000000005
C_inverse_vol,1.0,1.5,0.0075,0.0817437414117217,-0.03501881713524169,0.21099861412043275,0.006569343639290182,0.0,0.0,-0.05590649607545006,-0.10018904980180768,0.13175,-0.026346136263817377,7.4750000000000005
C_inverse_vol,1.0,2.0,0.01,0.10816188735810228,-0.05073170020531981,0.2882464474750426,0.008595286272726321,0.0,0.0,-0.07423539609408941,-0.13197234861968174,0.1355,-0.03514835844672387,7.4750000000000005
C_inverse_vol,1.0,2.5,0.0125,0.134203079645959,-0.06871428784713507,0.3691399545666778,0.010549446449553024,0.0,0.0,-0.09237985472047533,-0.16291969250747526,0.146,-0.043948264051702934,7.4750000000000005
C_inverse_vol,1.0,3.0,0.015,0.15880385118824103,-0.09783326425373295,0.4535062037996762,0.012358097130855006,0.0,0.0,-0.11030355883375653,-0.18447325870449333,0.162,-0.05275656987642546,7.4750000000000005
C_inverse_vol,1.0,3.5,0.0175,0.17817750539453714,-0.11774802645822435,0.5410497373912295,0.013757843093446631,0.002,0.0,-0.128182824835741,-0.2036279786395983,0.18175,-0.061360938883150085,7.4750000000000005
C_inverse_vol,1.0,4.0,0.02,0.1914177167607951,-0.13019430575945434,0.6273831854514933,0.014702361632999095,0.01025,0.0,-0.1457481042606743,-0.22127577809760599,0.20925,-0.06983873517703965,7.4750000000000005
C_inverse_vol,1.0,4.5,0.0225,0.1963080199687115,-0.14286950282470257,0.7179810858571034,0.015048790042479832,0.02625,0.00075,-0.16408753910208346,-0.23738760384936666,0.225,-0.07793171315693553,7.4750000000000005
C_inverse_vol,1.0,5.0,0.025,0.19794758635584397,-0.15426961575174225,0.8094077010808076,0.015164646171090146,0.05675,0.00575,-0.1795580695998386,-0.25366600652482807,0.241,-0.08508461882731272,7.4750000000000005
C_inverse_vol,1.0,5.5,0.0275,0.19859496595149206,-0.16754724243595587,0.8892052267710167,0.015210351715229997,0.106,0.0125,-0.19615262845688075,-0.26842652581799675,0.2565,-0.09182726135055436,7.4750000000000005
C_inverse_vol,1.0,6.0,0.03,0.1959755036769404,-0.1800182094654138,0.9671107748980348,0.015025275803955518,0.166,0.027,-0.20835835986668932,-0.28256084626633426,0.2645,-0.09784399025208873,7.4750000000000005
C_inverse_vol,1.0,6.5,0.0325,0.18368966623190897,-0.1974590178149499,1.0259330642969609,0.014152241038271507,0.24775,0.0475,-0.2204093642475674,-0.298918036100856,0.2845,-0.10434488633872369,7.4750000000000005
C_inverse_vol,1.0,7.0,0.035,0.17056103933689126,-0.21114900473409148,1.081266516746339,0.013210088561357747,0.3355,0.0815,-0.2314123466682736,-0.30314428937929433,0.296,-0.10988970628412792,7.4750000000000005
C_inverse_vol,1.0,7.5,0.0375,0.17798375187816573,-0.2272931298527705,1.1796729351197217,0.013743949180152537,0.4045,0.1135,-0.24001258377586043,-0.30571811700958357,0.303,-0.11352236934303728,7.4750000000000005
C_inverse_vol,1.0,8.0,0.04,0.1421767486990153,-0.2426751992869699,1.1280627031159902,0.011139577340536055,0.53075,0.17025,-0.25296160911831694,-0.30930299100116687,0.3435,-0.1189365229401092,7.4750000000000005
C_inverse_vol,1.0,8.5,0.0425,0.149344521224001,-0.2509925002330291,1.213410900058543,0.011666849458777495,0.5955,0.21775,-0.26123519480333135,-0.3112209548326581,0.3475,-0.12379793525579191,7.4750000000000005
C_inverse_vol,1.0,9.0,0.045,0.14345589033231487,-0.26446721473192825,1.2938347014032368,0.011233894858670546,0.67425,0.2755,-0.2704033138616266,-0.31270617763406017,0.3575,-0.12749993549915462,7.4750000000000005
C_inverse_vol,1.0,9.5,0.0475,0.1390067271698494,-0.2754509233937965,1.3503512092926284,0.010905417808404927,0.7355,0.33625,-0.27836611520797633,-0.31713304340972626,0.37325,-0.13109670245708516,7.4750000000000005
C_inverse_vol,1.0,10.0,0.05,0.12031099454674221,-0.2814811998844158,1.3695865706441448,0.009512149003165327,0.79125,0.412,-0.2888875954921805,-0.3209965781988169,0.3915,-0.13588604844299312,7.4750000000000005
C_inverse_vol,1.0,10.5,0.0525,0.09708357398111156,-0.2864204072375811,1.4309420572207854,0.007751166163173062,0.8445,0.4865,-0.2983917386763342,-0.3247547665459411,0.4135,-0.1402697591644328,7.4750000000000005
C_inverse_vol,1.0,11.0,0.055,0.06986770670868325,-0.29204584266754974,1.4400308101006685,0.005643783328483254,0.897,0.56525,-0.30121193352889025,-0.33042883071733364,0.43125,-0.14485635232701238,7.4750000000000005
C_inverse_vol,1.0,11.5,0.0575,0.04776994437694215,-0.2940768796207598,1.4445351753705427,0.003896240944703866,0.94975,0.62775,-0.30231977501081264,-0.33229844438063283,0.45425,-0.14864234763163148,7.4750000000000005
C_inverse_vol,1.0,12.0,0.06,0.01361063086283254,-0.2989736930733665,1.3438394791956818,0.0011272046675787628,0.95675,0.7095,-0.30406154448742273,-0.33613983429766275,0.48025,-0.14851207513766929,7.4750000000000005
C_inverse_vol,1.0,12.5,0.0625,0.005010278200117568,-0.30026807685988866,1.35670415227582,0.0004165674504272854,0.96525,0.7755,-0.3056221730557275,-0.3362544515263209,0.494,-0.15040606925119643,7.4750000000000005
C_inverse_vol,1.0,13.0,0.065,-0.003298576515394558,-0.30178278795766666,1.3019959903315415,-0.0002752978329360056,0.98575,0.84475,-0.30616515175105574,-0.33652884337492794,0.504,-0.15959162541765043,7.4750000000000005
C_inverse_vol,1.0,13.5,0.0675,-0.02021856213437423,-0.3037080368478132,1.225486388313017,-0.0017006984020966343,0.988,0.88125,-0.3104594731251344,-0.3389617947953758,0.52975,-0.1618540837819365,7.4750000000000005
C_inverse_vol,1.0,14.0,0.07,-0.026112487725264533,-0.30250563157708354,1.222686048723149,-0.002202526910701219,0.9885,0.90825,-0.30896192932466016,-0.33648107478331785,0.54275,-0.16450296115947288,7.4750000000000005
C_inverse_vol,1.0,14.5,0.0725,-0.029221824414760622,-0.30623582986971887,1.2709412026315565,-0.00246838902510349,0.9905,0.92375,-0.3109567238892954,-0.34198450949910164,0.537,-0.1654573130381244,7.4750000000000005
C_inverse_vol,1.0,15.0,0.075,-0.0006523623688172719,-0.3069072574751105,1.451764637659013,-5.437979217681743e-05,0.991,0.9155,-0.31145883345611075,-0.34686411217723284,0.50075,-0.16089324753890594,7.4750000000000005
C_inverse_vol,1.0,15.5,0.0775,-0.008534765787110765,-0.3069927453418708,1.4587764812159865,-0.0007140279162149987,0.992,0.933,-0.30699274534187093,-0.3493666037618823,0.508,-0.16119234577538283,7.4750000000000005
C_inverse_vol,1.0,16.0,0.08,-0.018715494315598047,-0.30806907487162805,1.2325155172144582,-0.0015731650661146013,0.99325,0.96775,-0.30701605000450033,-0.3445183758517248,0.51875,-0.16068420010451218,7.4750000000000005
C_inverse_vol,1.0,16.5,0.0825,-0.023623659722699974,-0.31269802844115935,1.140502975327356,-0.001990281120713311,0.9945,0.9775,-0.3138060951232544,-0.3425294649000427,0.52325,-0.16141566451665235,7.4750000000000005
C_inverse_vol,1.0,17.0,0.085,-0.028386624759693557,-0.31661089279491184,1.1641273091838098,-0.0023968991511728044,0.99475,0.98125,-0.32247314304649277,-0.34877012702897114,0.528,-0.16572951781151085,7.4750000000000005
C_inverse_vol,1.0,17.5,0.08750000000000001,-0.029981666037363075,-0.3182044059713649,1.1561154757516832,-0.0025334775376573138,0.9955,0.98325,-0.33109064816463973,-0.3505652751645311,0.529,-0.16925232251739136,7.4750000000000005
C_inverse_vol,1.0,18.0,0.09,-0.03111148196331137,-0.3219346805026956,1.1528535047460493,-0.0026303447463732477,0.99575,0.98675,-0.33283961895316166,-0.3537881509358636,0.5305,-0.17039782469118014,7.4750000000000005
C_inverse_vol,1.0,18.5,0.0925,-0.03434096120776586,-0.3257830825098521,1.1574268329969901,-0.0029078032092099138,0.99625,0.98875,-0.33532030366351895,-0.36163261441947625,0.5325,-0.17336652461292557,7.4750000000000005
C_inverse_vol,1.0,19.0,0.095,-0.04468535860636602,-0.3311229550071948,1.1717660873103668,-0.0038022966717448092,0.99875,0.99,-0.3343109938121552,-0.37058859903404984,0.54025,-0.17531720668802098,7.4750000000000005
C_inverse_vol,1.0,19.5,0.0975,-0.04971854552590549,-0.3372882016666705,1.147328756934812,-0.004240738432585989,0.99925,0.99175,-0.3394330502986137,-0.37950153786813945,0.541,-0.1757006017177914,7.4750000000000005
C_inverse_vol,1.0,20.0,0.1,-0.009523474269701682,-0.3379576355307867,1.513572014334803,-0.0007971081852221618,0.99925,0.98275,-0.3251613179195534,-0.388371430921745,0.50775,-0.17665692322987475,7.4750000000000005
